team_name,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,full_time,goals,half_time,inter,keyp,longb,mins,motm,off,offsides,owng,player_number,ps_x,ps_y,rating,red,spg,tackles,tall,thrb,unstch,weight,yel
Augsburg,28.037037037037038,0.7407407407407407,0.5666666666666667,1.5037037037037033,0.262962962962963,1.6851851851851851,72.22222222222221,0.5962962962962961,0.4962962962962963,0.7777777777777779,1.0740740740740744,13.88888888888889,1.4814814814814814,3.740740740740741,1.1851851851851851,0.5666666666666667,0.2296296296296296,1246.037037037037,0.5925925925925926,0.12592592592592594,0.11851851851851852,0.037037037037037035,51404.51851851852,72.22222222222221,24.229629629629624,6.662222222222222,0.07407407407407407,0.8370370370370371,1.1111111111111114,182.74074074074073,2.07037037037037,0.7111111111111112,79.14814814814815,3.0
Bayer Leverkusen,25.185185185185187,1.3703703703703705,0.574074074074074,1.7444444444444442,0.16666666666666663,1.362962962962963,71.07407407407408,0.7555555555555554,0.7407407407407407,0.874074074074074,1.037037037037037,13.851851851851851,1.8888888888888888,3.740740740740741,1.6629629629629632,0.574074074074074,0.18518518518518517,1243.4814814814815,0.6666666666666666,0.1703703703703704,0.10740740740740741,0.037037037037037035,85048.88888888889,71.07407407407408,29.103703703703697,6.8318518518518525,0.14814814814814814,0.8925925925925925,1.3814814814814813,183.85185185185185,2.3444444444444446,0.7888888888888888,80.85185185185185,2.4074074074074074
Bayern Munich,27.04,2.16,0.8680000000000001,1.1280000000000001,0.10800000000000001,0.8440000000000001,86.74,0.38799999999999996,0.396,0.7400000000000003,0.7800000000000001,14.96,3.12,3.8,0.9200000000000002,0.8680000000000001,0.27999999999999997,1345.96,1.16,0.18400000000000002,0.23199999999999998,0.04,57609.88,86.74,47.948,6.963999999999999,0.08,1.0599999999999998,0.8600000000000001,181.4,2.2119999999999997,0.68,76.36,1.84
Borussia Dortmund,25.73076923076923,2.4615384615384617,0.7423076923076923,1.15,0.10384615384615385,0.9769230769230769,81.52307692307694,0.7384615384615384,0.5076923076923077,0.8653846153846156,0.7346153846153847,14.384615384615385,3.076923076923077,3.730769230769231,1.1346153846153846,0.7423076923076923,0.1846153846153846,1295.5384615384614,1.0384615384615385,0.16923076923076924,0.1769230769230769,0.038461538461538464,75729.88461538461,81.52307692307694,42.07307692307693,6.934230769230769,0.0,0.8846153846153844,1.0807692307692305,181.53846153846155,1.8153846153846156,0.7615384615384616,75.84615384615384,1.5
Borussia M.Gladbach,25.5,1.7307692307692308,0.5307692307692307,1.4692307692307693,0.1846153846153846,1.1346153846153846,79.36538461538461,0.43846153846153857,0.5,0.8153846153846155,0.8115384615384615,14.384615384615385,2.4615384615384617,3.923076923076923,1.146153846153846,0.5307692307692307,0.13461538461538464,1292.7692307692307,0.7307692307692307,0.15384615384615388,0.21923076923076923,0.11538461538461539,76060.38461538461,79.36538461538461,34.9923076923077,6.761923076923077,0.11538461538461539,0.7307692307692307,1.1307692307692307,182.23076923076923,1.9538461538461538,0.6076923076923076,75.8076923076923,1.7307692307692308
Darmstadt,28.391304347826086,1.3043478260869565,0.39565217391304347,1.6565217391304343,0.21304347826086958,1.5260869565217392,54.5391304347826,0.3391304347826088,0.6478260869565217,0.8478260869565216,0.9695652173913042,16.26086956521739,1.6521739130434783,4.304347826086956,1.330434782608696,0.39565217391304347,0.16086956521739132,1464.0869565217392,0.6521739130434783,0.1260869565217391,0.1565217391304348,0.13043478260869565,91350.17391304347,54.5391304347826,15.291304347826086,6.573913043478262,0.043478260869565216,0.5434782608695652,1.165217391304348,184.65217391304347,2.091304347826087,0.5434782608695651,80.8695652173913,3.739130434782609
Eintracht Frankfurt,25.3,0.8333333333333334,0.53,1.2233333333333334,0.15999999999999998,1.1266666666666665,73.1366666666667,0.6366666666666667,0.6299999999999998,0.9933333333333335,0.9833333333333335,12.466666666666667,1.0666666666666667,3.033333333333333,1.2666666666666666,0.53,0.29333333333333333,1119.1333333333334,0.43333333333333335,0.17999999999999997,0.21666666666666667,0.0,92803.63333333333,73.1366666666667,24.026666666666664,6.532999999999999,0.1,0.6866666666666668,1.0600000000000003,181.83333333333334,1.3366666666666667,0.6866666666666666,77.13333333333334,3.1
FC Cologne,25.391304347826086,1.3043478260869565,0.517391304347826,1.4304347826086956,0.23043478260869568,1.4826086956521742,70.66521739130434,0.4260869565217392,0.5608695652173913,0.8260869565217391,0.7608695652173914,16.26086956521739,1.6521739130434783,3.9565217391304346,1.0565217391304347,0.517391304347826,0.23043478260869565,1463.304347826087,0.8260869565217391,0.14782608695652175,0.0782608695652174,0.0,96008.95652173914,70.66521739130434,25.19130434782609,6.620869565217391,0.08695652173913043,0.8173913043478261,1.2086956521739132,183.52173913043478,2.1260869565217386,0.8826086956521739,74.56521739130434,2.391304347826087
Hamburger SV,27.037037037037038,0.9629629629629629,0.4407407407407406,1.5666666666666662,0.15925925925925924,1.1629629629629632,72.6888888888889,0.5222222222222223,0.5814814814814815,0.7592592592592593,1.0444444444444445,13.851851851851851,1.3703703703703705,3.740740740740741,1.1481481481481481,0.4407407407407406,0.16296296296296295,1241.8148148148148,0.5555555555555556,0.10370370370370373,0.12592592592592594,0.07407407407407407,68610.51851851853,72.6888888888889,25.22592592592592,6.674814814814816,0.1111111111111111,0.6740740740740742,1.0925925925925928,183.25925925925927,2.3037037037037034,0.7962962962962962,78.92592592592592,2.7037037037037037
Hannover 96,24.78787878787879,0.6363636363636364,0.5606060606060607,1.7424242424242427,0.21818181818181817,1.378787878787879,68.90909090909092,0.6575757575757576,0.7090909090909092,0.8333333333333334,1.0666666666666664,11.333333333333334,0.9090909090909091,2.757575757575758,1.2363636363636366,0.5606060606060607,0.18181818181818182,1020.5757575757576,0.2727272727272727,0.18181818181818182,0.16666666666666666,0.030303030303030304,113717.54545454546,68.90909090909092,24.575757575757564,6.561515151515151,0.0,0.8303030303030304,1.2545454545454542,183.66666666666666,1.2454545454545456,0.8939393939393939,73.78787878787878,2.0
Hertha Berlin,26.076923076923077,1.1923076923076923,0.3807692307692307,1.269230769230769,0.13846153846153847,1.1307692307692307,73.28461538461539,0.7076923076923076,0.5230769230769231,0.9846153846153846,0.8769230769230768,14.384615384615385,1.5769230769230769,3.6923076923076925,0.9461538461538461,0.3807692307692307,0.2192307692307692,1291.6923076923076,0.5769230769230769,0.10384615384615387,0.11538461538461539,0.0,82220.53846153847,73.28461538461539,28.01923076923077,6.585384615384616,0.11538461538461539,0.6846153846153846,0.9076923076923079,181.46153846153845,2.376923076923077,0.6846153846153845,74.92307692307692,2.5384615384615383
Hoffenheim,24.73076923076923,1.0,0.526923076923077,1.073076923076923,0.2,1.4653846153846155,72.48461538461538,0.5615384615384615,0.6730769230769231,0.8807692307692309,0.8923076923076925,14.384615384615385,1.5,3.8461538461538463,1.2153846153846153,0.526923076923077,0.13461538461538464,1292.6538461538462,0.6153846153846154,0.13461538461538464,0.17692307692307688,0.11538461538461539,100062.84615384616,72.48461538461538,25.076923076923073,6.61076923076923,0.11538461538461539,0.8153846153846156,1.0923076923076924,181.96153846153845,1.3961538461538463,0.7346153846153847,78.0,2.269230769230769
Ingolstadt,25.8,0.76,0.48400000000000004,1.9519999999999993,0.09200000000000001,1.372,63.304,0.552,0.6,1.2320000000000002,1.068,14.96,1.32,3.96,1.5959999999999999,0.48400000000000004,0.22399999999999995,1343.68,0.6,0.11600000000000002,0.156,0.0,99150.64,63.304,22.47599999999999,6.6496,0.08,0.8,1.2720000000000002,182.72,1.94,0.8119999999999998,80.0,3.16
Mainz 05,25.448275862068964,1.103448275862069,0.41724137931034483,1.3068965517241375,0.1896551724137931,1.3655172413793104,68.60344827586206,0.5379310344827587,0.696551724137931,0.8379310344827586,0.9241379310344825,12.89655172413793,1.5862068965517242,3.4827586206896552,1.289655172413793,0.41724137931034483,0.19310344827586212,1160.1724137931035,0.4827586206896552,0.15517241379310345,0.1931034482758621,0.034482758620689655,103679.41379310345,68.60344827586206,24.006896551724136,6.686206896551723,0.034482758620689655,0.589655172413793,1.382758620689655,181.55172413793105,1.7931034482758617,0.7068965517241379,75.79310344827586,1.8275862068965518
Schalke 04,24.0,1.3214285714285714,0.6035714285714285,1.139285714285714,0.17142857142857143,1.05,64.46428571428571,0.5107142857142857,0.48571428571428577,0.692857142857143,0.8392857142857143,13.357142857142858,1.6785714285714286,3.4285714285714284,0.9678571428571429,0.6035714285714285,0.2285714285714286,1202.3214285714287,0.75,0.11428571428571431,0.07142857142857142,0.07142857142857142,103193.39285714286,64.46428571428571,24.02142857142857,6.642142857142857,0.03571428571428571,0.825,0.9571428571428572,185.0,1.7714285714285716,0.6285714285714284,80.64285714285714,2.2857142857142856
VfB Stuttgart,25.032258064516128,1.096774193548387,0.567741935483871,1.3354838709677417,0.15806451612903227,1.3419354838709676,71.00645161290322,0.5290322580645161,0.6645161290322581,0.7193548387096773,0.8548387096774195,12.064516129032258,1.5483870967741935,3.129032258064516,1.261290322580645,0.567741935483871,0.20322580645161287,1082.9354838709678,0.45161290322580644,0.14193548387096772,0.3032258064516129,0.22580645161290322,95018.35483870968,71.00645161290322,23.841935483870962,6.53516129032258,0.16129032258064516,0.767741935483871,1.109677419354839,184.25806451612902,1.7419354838709675,0.7967741935483872,78.16129032258064,2.064516129032258
Werder Bremen,24.483870967741936,1.032258064516129,0.48387096774193544,1.7129032258064518,0.16129032258064518,1.1193548387096777,65.04516129032258,0.5419354838709677,0.6903225806451613,0.9451612903225807,1.0129032258064516,12.096774193548388,1.5806451612903225,3.096774193548387,1.5903225806451613,0.48387096774193544,0.17419354838709675,1086.3870967741937,0.45161290322580644,0.1096774193548387,0.17741935483870971,0.0967741935483871,126281.74193548386,65.04516129032258,20.56774193548387,6.582903225806453,0.06451612903225806,0.7419354838709677,1.1838709677419357,184.16129032258064,1.7129032258064514,0.7419354838709679,78.61290322580645,2.4838709677419355
Wolfsburg,25.862068965517242,1.3448275862068966,0.6965517241379311,1.117241379310345,0.13793103448275862,0.903448275862069,79.46896551724139,0.5344827586206896,0.5482758620689655,0.7758620689655172,0.8586206896551725,12.89655172413793,1.5862068965517242,3.310344827586207,1.0000000000000002,0.6965517241379311,0.3517241379310345,1158.3793103448277,0.5862068965517241,0.13103448275862067,0.20689655172413796,0.0,87797.3448275862,79.46896551724139,33.789655172413774,6.698620689655173,0.10344827586206896,0.8275862068965517,0.9689655172413796,185.75862068965517,2.6724137931034484,0.6172413793103447,75.41379310344827,1.896551724137931
