,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel,labeled_league
805,23.0,0.0,0.3,0.1,0.0,0.0,76.3,0.6,0.4,pe,0.7,0.4,2.0,0.0,5.0,0.3,0.3,Ligue1,0.0,189.0,0.0,Jean Deza,0.3,0.0,0.0,107042.0,Midfielder,76.3,10.9,6.2,0.0,0.6,0.1,175.0,Montpellier,0.6,0.6,71.0,0.0,1
808,26.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,ch,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Ligue1,0.0,1.0,0.0,Sébastien Wüthrich,0.0,0.0,0.0,36249.0,Midfielder,100.0,3.0,6.0,0.0,1.0,0.0,178.0,Montpellier,0.0,0.0,70.0,0.0,1
809,20.0,0.0,1.0,0.0,0.0,0.0,68.2,1.0,0.0,fr,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Ligue1,0.0,59.0,0.0,Anthony Ribelin,0.0,0.0,0.0,231148.0,Midfielder,68.2,22.0,5.88,0.0,0.0,1.0,177.0,Montpellier,0.0,2.0,73.0,0.0,1
832,23.0,0.0,0.6,0.6,0.1,0.1,77.7,1.5,0.6,,0.8,0.9,5.0,0.0,11.0,0.8,0.6,Ligue1,0.1,529.0,0.0,Jordan N'Kololo,0.1,0.0,0.0,236480.0,Midfielder,77.7,12.9,6.2,1.0,0.6,0.6,183.0,Caen,0.5,1.7,71.0,3.0,1
838,22.0,0.0,0.8,1.5,0.0,2.3,81.1,0.8,1.0,fr,0.5,1.3,2.0,0.0,2.0,0.8,0.8,Ligue1,0.3,202.0,1.0,Abdoulaye Touré,0.0,0.0,0.0,128880.0,Midfielder,81.1,23.8,7.04,0.0,0.5,1.5,187.0,Nantes,1.5,1.3,77.0,0.0,1
861,26.0,0.0,0.0,0.5,0.0,0.5,80.0,1.0,0.0,fr,1.5,0.0,0.0,0.0,2.0,0.5,0.0,Ligue1,0.5,27.0,0.0,Hicham M'Laab,0.0,0.0,0.0,300589.0,Midfielder,80.0,5.0,6.24,0.0,0.0,0.5,177.0,Nantes,0.0,0.0,73.0,0.0,1
883,22.0,0.0,0.3,0.8,0.0,1.5,91.8,0.0,0.3,fr,0.5,0.5,2.0,0.0,2.0,1.5,0.3,Ligue1,0.0,234.0,0.0,Jonathan Correia,0.0,0.0,0.0,274912.0,Midfielder,91.8,33.5,6.55,0.0,0.0,0.8,175.0,Nice,0.3,0.5,65.0,1.0,1
886,20.0,0.0,0.2,0.2,0.0,0.0,72.9,0.6,0.3,dz,0.4,0.1,0.0,2.0,9.0,0.1,0.2,Ligue1,0.1,126.0,0.0,Said Benrahma,0.0,0.0,0.0,137021.0,Midfielder,72.9,5.3,6.36,0.0,0.3,0.6,172.0,Nice,0.0,0.9,67.0,0.0,1
887,20.0,0.0,0.0,0.5,0.5,2.5,93.6,0.5,0.0,fr,0.0,1.0,1.0,0.0,1.0,1.5,0.0,Ligue1,0.0,65.0,0.0,Gautier Lloris,0.0,0.0,0.0,123253.0,Midfielder,93.6,23.5,6.29,0.0,0.0,0.5,191.0,Nice,1.0,0.5,83.0,0.0,1
889,22.0,0.0,0.4,0.8,0.1,0.2,71.9,0.7,0.3,fr,0.1,0.6,3.0,1.0,15.0,0.1,0.4,Ligue1,0.0,374.0,0.0,Alexandre Mendy,0.2,0.0,0.0,288901.0,Midfielder,71.9,7.1,6.15,0.0,0.6,0.2,184.0,Nice,0.2,0.3,86.0,0.0,1
890,22.0,0.0,0.3,0.0,0.3,0.3,83.3,0.0,1.5,mg,0.5,0.3,1.0,0.0,3.0,0.3,0.3,Ligue1,0.0,74.0,0.0,Stéphan Raheriharimanana,0.0,0.0,0.0,127135.0,Midfielder,83.3,13.5,6.13,0.0,0.0,0.3,168.0,Nice,0.5,0.3,64.0,0.0,1
892,19.0,0.0,0.1,0.0,0.0,0.0,69.4,0.5,0.4,fr,0.1,0.1,2.0,0.0,9.0,0.1,0.1,Ligue1,0.0,186.0,0.0,Paulin Puel,0.0,0.0,0.0,146712.0,Midfielder,69.4,5.6,6.01,0.0,0.2,0.4,179.0,Nice,0.4,0.6,73.0,0.0,1
910,21.0,0.0,0.0,0.0,0.0,0.0,89.5,3.0,0.0,fr,0.0,2.0,1.0,0.0,0.0,2.0,0.0,Ligue1,0.0,66.0,0.0,Nolan Mbemba,0.0,0.0,0.0,299162.0,Midfielder,89.5,38.0,6.72,0.0,0.0,0.0,181.0,Lille,2.0,1.0,72.0,0.0,1
916,20.0,0.0,0.3,0.4,0.3,0.9,74.3,0.2,0.5,fr,0.3,1.0,6.0,0.0,7.0,2.1,0.3,Ligue1,0.0,635.0,0.0,Benjamin Pavard,0.0,0.2,0.0,259648.0,Midfielder,74.3,20.1,6.57,0.0,0.2,0.9,182.0,Lille,1.2,0.5,65.0,3.0,1
922,20.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,ml,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ligue1,0.0,5.0,0.0,Youssouf Kone,0.0,0.0,0.0,143193.0,Midfielder,50.0,2.0,6.32,0.0,0.0,2.0,174.0,Lille,0.0,1.0,71.0,0.0,1
924,22.0,0.0,0.0,0.0,0.0,0.0,70.8,1.3,0.0,fr,0.3,0.7,0.0,0.0,3.0,0.0,0.0,Ligue1,0.0,47.0,0.0,Soualiho Meité,0.3,0.0,0.0,105161.0,Midfielder,70.8,8.0,6.2,0.0,0.3,1.0,187.0,Lille,0.3,0.3,80.0,0.0,1
926,19.0,0.0,0.7,0.3,0.0,0.0,77.8,1.3,0.3,gh,0.3,0.3,1.0,0.0,2.0,0.3,0.7,Ligue1,0.3,102.0,0.0,Yaw Yeboah,0.0,0.0,0.0,298485.0,Midfielder,77.8,12.0,6.17,0.0,0.0,0.0,175.0,Lille,0.0,0.7,70.0,0.0,1
927,19.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,fr,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Ligue1,0.0,3.0,0.0,Alexis Araujo,0.0,0.0,0.0,299163.0,Midfielder,100.0,2.0,6.08,0.0,0.0,0.0,159.0,Lille,0.0,0.0,53.0,0.0,1
929,21.0,0.0,2.0,1.0,0.0,0.0,77.8,1.0,0.0,fr,1.0,0.0,1.0,1.0,0.0,1.0,2.0,Ligue1,0.0,77.0,0.0,Denis Bouanga,0.0,0.0,0.0,249857.0,Midfielder,77.8,9.0,7.24,0.0,5.0,0.0,175.0,Lorient,0.0,6.0,70.0,0.0,1
953,22.0,0.0,0.7,0.0,0.0,0.0,80.0,0.3,0.0,fr,0.3,0.0,0.0,0.0,3.0,0.3,0.7,Ligue1,0.0,41.0,0.0,Marvin Gakpa,0.0,0.0,0.0,259434.0,Midfielder,80.0,11.7,6.48,0.0,0.3,1.3,182.0,Lorient,0.3,0.3,66.0,0.0,1
955,24.0,0.0,0.2,0.0,0.0,0.0,90.2,0.5,0.0,ci,0.7,0.3,0.0,0.0,6.0,0.3,0.2,Ligue1,0.0,114.0,0.0,Moryke Fofana,0.0,0.0,0.0,119663.0,Midfielder,90.2,8.5,6.35,0.0,0.0,0.7,178.0,Lorient,0.0,0.2,0.0,1.0,1
958,20.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Ligue1,0.0,19.0,0.0,Issam Ben Khemis,0.0,0.0,0.0,317660.0,Midfielder,60.0,10.0,6.16,0.0,0.0,0.0,0.0,Lorient,1.0,0.0,0.0,0.0,1
982,20.0,0.0,0.2,1.7,0.0,0.6,79.1,0.6,1.9,cm,0.7,0.8,2.0,0.0,7.0,1.0,0.2,Ligue1,0.1,286.0,0.0,Andre Zambo Anguissa,0.0,0.0,0.0,260537.0,Midfielder,79.1,19.7,6.47,0.0,0.4,1.2,184.0,Marseille,0.7,0.6,74.0,0.0,1
1024,19.0,0.0,1.0,0.0,0.0,0.0,89.5,0.0,0.0,fr,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Ligue1,0.0,50.0,0.0,Robin Maulun,0.0,0.0,0.0,259530.0,Midfielder,89.5,38.0,6.96,0.0,1.0,2.0,176.0,Bordeaux,0.0,1.0,67.0,0.0,1
1042,18.0,0.0,0.0,0.0,0.0,0.5,78.3,1.0,0.0,cm,0.5,3.0,1.0,0.0,1.0,0.5,0.0,Ligue1,0.0,89.0,0.0,Kevin Soni,0.5,0.0,0.0,260491.0,Midfielder,78.3,11.5,6.27,0.0,0.5,2.0,183.0,Bordeaux,0.5,1.5,76.0,0.0,1
1045,20.0,0.0,0.2,0.6,0.0,0.0,84.4,0.6,0.4,uy,0.0,1.4,2.0,0.0,3.0,0.8,0.2,Ligue1,0.0,152.0,0.0,Mauro Arambarri,0.0,0.0,0.0,303016.0,Midfielder,84.4,15.4,6.01,0.0,0.4,0.4,174.0,Bordeaux,1.4,1.0,71.0,1.0,1
1046,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,fr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ligue1,0.0,1.0,0.0,Jean Ambrose,0.0,0.0,0.0,301107.0,Midfielder,100.0,1.0,6.0,0.0,0.0,0.0,193.0,Bordeaux,0.0,0.0,89.0,0.0,1
1124,21.0,0.0,0.0,0.3,0.0,0.0,80.0,0.3,0.0,it,0.3,0.3,0.0,0.0,3.0,0.7,0.0,SerieA,0.0,49.0,0.0,Mattia Zaccagni,0.0,0.0,0.0,149029.0,Midfielder,80.0,6.7,6.42,0.0,0.7,1.7,177.0,Verona,0.0,0.3,63.0,0.0,2
1130,19.0,0.0,0.0,0.0,0.3,0.0,75.4,0.0,0.3,it,0.3,0.5,1.0,0.0,3.0,0.3,0.0,SerieA,0.0,99.0,0.0,Luca Checchin,0.0,0.0,0.0,255507.0,Midfielder,75.4,15.3,6.12,0.0,0.0,0.8,182.0,Verona,1.3,0.5,72.0,1.0,2
1161,20.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,it,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SerieA,0.0,10.0,0.0,Accursio Bentivegna,0.0,0.0,0.0,241012.0,Midfielder,83.3,6.0,6.05,0.0,0.0,0.0,170.0,Palermo,0.0,1.0,63.0,1.0,2
1192,18.0,0.0,0.0,0.0,0.5,0.5,78.3,0.5,0.0,it,0.0,1.0,1.0,0.0,1.0,0.5,0.0,SerieA,0.0,92.0,0.0,Manuel Locatelli,0.0,0.0,0.0,273539.0,Midfielder,78.3,30.0,6.09,0.0,0.0,0.5,0.0,AC Milan,4.0,0.0,0.0,1.0,2
1221,20.0,0.0,0.0,2.0,1.0,2.0,33.3,1.0,1.0,it,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SerieA,0.0,29.0,0.0,Michele Rocca,0.0,0.0,0.0,296254.0,Midfielder,33.3,12.0,6.28,0.0,0.0,1.0,180.0,Sampdoria,0.0,1.0,70.0,0.0,2
1284,24.0,0.0,0.3,0.2,0.0,0.1,,0.9,0.4,it,0.6,0.6,1.0,0.0,8.0,0.0,0.3,SerieA,,214.0,0.0,Filippo Falco,0.1,0.0,0.0,97269.0,Midfielder,87.0,11.1,6.11,0.0,0.4,0.2,172.0,Bologna,,0.3,67.0,1.0,2
1367,22.0,1.0,0.3,0.0,0.0,0.3,90.0,0.3,0.3,tr,0.3,0.3,0.0,0.0,3.0,0.7,0.3,SerieA,0.0,41.0,0.0,Salih Ucan,0.0,0.0,0.0,93854.0,Midfielder,90.0,6.7,6.31,0.0,0.3,0.7,182.0,Roma,0.7,0.7,65.0,0.0,2
1373,19.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,it,0.0,2.0,0.0,0.0,1.0,1.0,0.0,SerieA,0.0,21.0,0.0,Lorenzo Di Livio,0.0,0.0,0.0,297195.0,Midfielder,100.0,7.0,5.96,0.0,0.0,0.0,175.0,Roma,0.0,0.0,0.0,1.0,2
1377,22.0,0.0,1.0,2.0,1.0,1.0,82.4,1.0,0.0,it,0.0,2.0,1.0,0.0,0.0,1.0,1.0,SerieA,0.0,82.0,0.0,Roberto Gagliardini,0.0,0.0,0.0,136279.0,Midfielder,82.4,34.0,7.02,0.0,2.0,3.0,180.0,Atalanta,0.0,1.0,76.0,0.0,2
1465,19.0,0.0,0.5,0.5,0.5,0.0,89.6,0.5,0.0,ci,0.0,0.5,1.0,0.0,1.0,1.0,0.5,SerieA,0.0,57.0,0.0,Assane Demoya Gnoukouri,0.0,0.0,0.0,249865.0,Midfielder,89.6,24.0,6.17,0.0,1.0,0.0,180.0,Inter,1.0,2.0,77.0,0.0,2
1498,20.0,1.0,4.0,2.0,0.0,0.0,75.0,0.0,4.0,it,2.0,1.0,1.0,0.0,0.0,1.0,4.0,SerieA,1.0,90.0,0.0,Federico Mattiello,0.0,0.0,0.0,143992.0,Midfielder,75.0,52.0,7.14,0.0,3.0,2.0,182.0,Chievo,6.0,1.0,76.0,0.0,2
1523,21.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,rs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SerieA,0.0,7.0,0.0,Nicola Ninkovic,0.0,0.0,0.0,105562.0,Midfielder,75.0,4.0,6.22,0.0,0.0,2.0,182.0,Chievo,0.0,0.0,69.0,0.0,2
1539,26.0,0.0,0.5,0.0,0.0,0.0,87.9,1.0,2.5,br,4.0,1.0,1.0,0.0,1.0,0.0,0.5,SerieA,0.0,91.0,0.0,Ronaldo,0.0,0.0,0.0,79508.0,Midfielder,87.9,49.5,6.6,0.0,3.0,0.5,175.0,Empoli,4.0,0.0,70.0,1.0,2
1548,25.0,0.0,1.0,0.0,1.0,0.0,70.6,0.0,0.0,ve,1.0,0.0,0.0,0.0,1.0,0.0,1.0,SerieA,0.0,33.0,0.0,Franco Signorelli,0.0,0.0,0.0,128749.0,Midfielder,70.6,17.0,6.29,0.0,0.0,1.0,175.0,Empoli,1.0,0.0,64.0,0.0,2
1578,29.0,0.0,0.8,0.3,0.0,0.1,73.1,0.6,0.2,it,0.6,0.9,2.0,0.0,12.0,0.3,0.8,SerieA,0.1,375.0,0.0,Massimiliano Carlini,0.2,0.0,0.0,26924.0,Midfielder,73.1,8.5,6.16,0.0,0.3,0.4,175.0,Frosinone,0.0,0.7,67.0,0.0,2
1647,17.0,0.0,0.0,0.0,0.0,0.5,77.6,0.0,0.5,,1.0,1.0,1.0,0.0,1.0,2.5,0.0,PremierLeague,0.0,97.0,0.0,Tom Davies,0.0,0.5,0.0,316077.0,Midfielder,77.6,24.5,6.79,0.0,0.5,0.5,179.0,Everton,1.0,2.0,0.0,0.0,3
1659,18.0,0.0,0.5,0.0,0.0,0.0,83.3,2.0,2.5,gb,0.0,0.5,1.0,0.0,1.0,0.0,0.5,PremierLeague,0.0,72.0,0.0,Kieran Dowell,0.0,0.0,0.0,136458.0,Midfielder,83.3,15.0,6.27,0.0,0.0,0.0,0.0,Everton,0.0,1.0,0.0,0.0,3
1708,20.0,0.0,1.0,0.0,0.3,0.0,95.1,0.7,1.3,gb,0.0,0.0,1.0,0.0,2.0,1.3,1.0,PremierLeague,0.7,112.0,0.0,Cameron Brannagan,0.0,0.0,0.0,141513.0,Midfielder,95.1,40.7,6.71,0.0,0.3,1.7,180.0,Liverpool,1.3,0.0,71.0,0.0,3
1716,19.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,2.0,gb,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PremierLeague,0.0,14.0,0.0,Jordan Rossiter,0.0,0.0,0.0,141437.0,Midfielder,80.0,5.0,6.35,0.0,0.0,1.0,178.0,Liverpool,0.0,0.0,68.0,0.0,3
1723,19.0,0.0,0.0,0.0,0.0,1.0,72.7,2.0,0.0,es,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PremierLeague,0.0,46.0,0.0,Pedro Chirivella,0.0,0.0,0.0,297409.0,Midfielder,72.7,33.0,5.31,0.0,0.0,0.0,178.0,Liverpool,2.0,1.0,66.0,0.0,3
1817,17.0,1.0,0.4,0.0,0.0,0.6,83.7,2.8,1.0,gb,0.8,1.4,3.0,0.0,2.0,1.0,0.4,PremierLeague,0.0,271.0,0.0,Jonathan Leko,0.2,0.0,0.0,315290.0,Midfielder,83.7,9.8,6.61,0.0,0.0,1.8,182.0,West Bromwich Albion,0.0,2.2,75.0,0.0,3
1829,18.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,gb,0.0,1.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,1.0,17.0,0.0,Tyler Roberts,0.0,0.0,0.0,280771.0,Midfielder,50.0,6.0,6.22,0.0,1.0,0.0,180.0,West Bromwich Albion,0.0,2.0,75.0,1.0,3
1831,18.0,0.0,0.0,0.0,0.0,0.0,33.3,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,4.0,0.0,Sam Field,0.0,0.0,0.0,317243.0,Midfielder,33.3,3.0,5.99,0.0,0.0,0.0,0.0,West Bromwich Albion,0.0,0.0,0.0,0.0,3
1851,21.0,0.0,0.2,0.4,0.0,0.4,81.8,0.2,0.2,gh,0.0,0.0,1.0,0.0,4.0,0.4,0.2,PremierLeague,0.0,102.0,0.0,Daniel Amartey,0.0,0.2,0.0,243552.0,Midfielder,81.8,13.2,6.22,0.0,0.2,0.2,182.0,Leicester,0.6,0.2,76.0,0.0,3
1905,19.0,0.0,0.1,0.0,0.0,0.0,72.7,0.3,0.0,gb,0.0,0.1,0.0,0.0,8.0,0.1,0.1,PremierLeague,0.0,78.0,0.0,Josh Onomah,0.0,0.0,0.0,136455.0,Midfielder,72.7,5.5,6.12,0.0,0.4,0.5,180.0,Tottenham,0.0,0.1,64.0,0.0,3
1950,20.0,0.0,2.0,0.0,0.0,0.0,92.3,0.0,1.0,gb,0.0,1.0,0.0,0.0,1.0,0.0,2.0,PremierLeague,1.0,45.0,0.0,Sullay Kaikai,0.0,0.0,0.0,260451.0,Midfielder,92.3,13.0,6.45,0.0,3.0,2.0,182.0,Crystal Palace,0.0,1.0,73.0,0.0,3
1961,20.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,gb,0.0,2.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,18.0,0.0,Hiram Boateng,0.0,0.0,0.0,135732.0,Midfielder,75.0,4.0,5.9,0.0,1.0,0.0,170.0,Crystal Palace,0.0,1.0,70.0,0.0,3
1980,19.0,0.0,1.0,0.0,0.0,0.0,91.3,0.0,0.0,gb,0.0,1.0,1.0,0.0,0.0,2.0,1.0,PremierLeague,0.0,52.0,0.0,Rees Greenwood,0.0,0.0,0.0,317721.0,Midfielder,91.3,23.0,6.63,0.0,0.0,1.0,0.0,Sunderland,1.0,2.0,0.0,0.0,3
1991,21.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,gb,1.0,0.0,0.0,0.0,1.0,0.0,1.0,PremierLeague,0.0,38.0,0.0,George Honeyman,0.0,0.0,0.0,278129.0,Midfielder,100.0,5.0,6.22,0.0,0.0,0.0,173.0,Sunderland,0.0,0.0,72.0,0.0,3
2007,19.0,1.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,al,0.0,0.0,0.0,0.0,1.0,0.0,2.0,PremierLeague,2.0,13.0,0.0,Bersant Celina,0.0,0.0,0.0,300495.0,Midfielder,100.0,12.0,6.78,0.0,0.0,1.0,177.0,Manchester City,0.0,0.0,60.0,0.0,3
2016,18.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,es,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PremierLeague,0.0,10.0,0.0,Manu García,0.0,0.0,0.0,295950.0,Midfielder,100.0,18.0,6.12,0.0,0.0,0.0,170.0,Manchester City,1.0,0.0,65.0,0.0,3
2017,19.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,gb,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,4.0,0.0,Patrick Roberts,0.0,0.0,0.0,136462.0,Midfielder,100.0,3.0,6.01,0.0,0.0,0.0,167.0,Manchester City,0.0,1.0,58.0,0.0,3
2045,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,1.0,0.0,Josh Cullen,0.0,0.0,0.0,273292.0,Midfielder,0.0,0.0,6.0,0.0,0.0,0.0,175.0,West Ham,0.0,0.0,70.0,0.0,3
2074,20.0,0.0,0.8,0.0,0.0,0.0,85.7,0.8,1.0,be,0.3,0.5,0.0,0.0,4.0,0.3,0.8,PremierLeague,1.0,80.0,0.0,Andreas Pereira,0.0,0.0,0.0,243254.0,Midfielder,85.7,12.3,6.22,0.0,0.0,0.3,177.0,Manchester United,0.0,0.5,66.0,2.0,3
2077,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,1.0,0.0,James Weir,0.0,0.0,0.0,302386.0,Midfielder,0.0,0.0,6.0,0.0,0.0,0.0,177.0,Manchester United,0.0,0.0,71.0,0.0,3
2102,20.0,1.0,0.5,0.4,0.2,1.0,84.0,0.4,0.5,jm,0.8,0.9,3.0,1.0,7.0,0.6,0.5,PremierLeague,0.3,377.0,0.0,Rolando Aarons,0.0,0.1,0.0,235743.0,Midfielder,84.0,11.9,6.32,0.0,0.2,1.3,175.0,Newcastle United,0.7,1.3,67.0,1.0,3
2119,19.0,1.0,0.3,2.5,0.3,4.5,72.2,0.3,1.3,ie,1.0,0.5,3.0,0.0,1.0,2.3,0.3,PremierLeague,0.0,315.0,0.0,Kevin Toner,0.0,0.0,0.0,315545.0,Midfielder,72.2,24.3,6.73,0.0,0.3,2.5,0.0,Aston Villa,1.8,0.5,0.0,0.0,3
2135,20.0,0.0,0.3,0.0,0.0,1.5,79.1,0.5,0.5,au,0.5,0.3,2.0,0.0,2.0,1.0,0.3,PremierLeague,0.0,153.0,0.0,Jordan Lyden,0.0,0.0,0.0,301101.0,Midfielder,79.1,16.8,6.15,0.0,0.3,0.5,175.0,Aston Villa,0.5,0.3,72.0,0.0,3
2163,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,gb,0.0,0.5,0.0,0.0,2.0,0.0,0.0,PremierLeague,0.0,20.0,0.0,Jay Fulton,0.0,0.0,0.0,145999.0,Midfielder,100.0,5.0,6.25,0.0,0.0,1.5,178.0,Swansea,0.5,0.5,68.0,0.0,3
2182,20.0,0.0,0.3,0.3,0.3,2.0,86.8,0.0,0.0,,0.3,0.3,1.0,0.0,2.0,1.0,0.3,LaLiga,0.0,94.0,0.0,Rodrigo,0.3,0.0,0.0,303139.0,Midfielder,86.8,25.3,6.61,0.0,0.7,1.7,190.0,Villarreal,1.3,0.3,85.0,1.0,4
2190,20.0,0.0,0.5,0.0,0.5,0.0,68.4,1.5,1.0,,0.5,1.5,2.0,0.0,0.0,1.0,0.5,LaLiga,0.0,107.0,0.0,Alfonso,0.0,0.0,0.0,276489.0,Midfielder,68.4,9.5,6.42,0.0,0.5,0.5,182.0,Villarreal,0.0,0.5,75.0,0.0,4
2217,19.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,,2.0,0.0,0.0,0.0,1.0,1.0,0.0,LaLiga,0.0,51.0,0.0,Sito,0.0,0.0,0.0,317597.0,Midfielder,80.0,5.0,6.37,0.0,0.0,2.0,0.0,Valencia,0.0,2.0,0.0,0.0,4
2219,22.0,0.0,0.5,2.5,0.0,1.5,72.9,1.0,2.0,fr,0.5,2.0,2.0,0.0,0.0,2.0,0.5,LaLiga,0.0,136.0,0.0,Wilfried Zahibo,0.0,0.0,0.0,108033.0,Midfielder,72.9,29.5,6.3,0.0,0.0,1.5,189.0,Valencia,2.0,1.0,77.0,1.0,4
2220,18.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,es,0.0,2.0,0.0,0.0,1.0,0.0,0.0,LaLiga,0.0,3.0,0.0,Fran Villalba,0.0,0.0,0.0,300778.0,Midfielder,75.0,4.0,6.03,0.0,0.0,0.0,168.0,Valencia,0.0,0.0,65.0,1.0,4
2221,21.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LaLiga,0.0,2.0,0.0,Tropi,0.0,0.0,0.0,261670.0,Midfielder,50.0,2.0,5.98,0.0,0.0,0.0,173.0,Valencia,0.0,0.0,69.0,0.0,4
2268,19.0,0.0,0.3,0.5,0.1,0.2,81.8,1.4,0.9,,0.9,0.9,6.0,1.0,11.0,1.2,0.3,LaLiga,0.1,740.0,0.0,Emi,0.1,0.0,0.0,260592.0,Midfielder,81.8,19.7,6.46,1.0,0.8,2.4,170.0,Getafe,1.3,0.6,65.0,5.0,4
2273,21.0,0.0,0.4,0.1,0.0,0.2,79.6,0.8,0.5,be,0.9,0.9,6.0,0.0,14.0,0.6,0.4,LaLiga,0.2,760.0,0.0,Wanderson,0.1,0.0,0.0,295012.0,Midfielder,79.6,11.5,6.31,0.0,1.2,0.9,175.0,Getafe,0.1,0.8,70.0,2.0,4
2274,21.0,0.0,0.0,0.1,0.0,0.0,87.5,0.6,0.0,gh,0.3,0.4,0.0,0.0,8.0,0.0,0.0,LaLiga,0.0,53.0,0.0,Bernard Mensah,0.0,0.0,0.0,296096.0,Midfielder,87.5,5.0,6.16,0.0,0.3,0.4,178.0,Getafe,0.1,0.4,65.0,0.0,4
2290,22.0,0.0,0.7,1.3,0.0,0.3,78.9,4.0,0.3,es,0.7,0.0,2.0,0.0,1.0,0.7,0.7,LaLiga,1.3,186.0,0.0,Aketxe,0.3,0.0,0.0,129217.0,Midfielder,78.9,25.3,6.78,0.0,1.3,1.7,174.0,Athletic Bilbao,1.0,0.0,69.0,0.0,4
2310,29.0,0.0,0.0,3.0,0.0,5.0,76.9,0.0,1.0,,3.0,1.0,1.0,0.0,0.0,2.0,0.0,LaLiga,0.0,90.0,0.0,Javi Castellano,0.0,0.0,0.0,141024.0,Midfielder,76.9,39.0,6.92,0.0,1.0,3.0,188.0,Las Palmas,2.0,0.0,64.0,0.0,4
2326,22.0,0.0,1.0,0.1,0.0,0.4,79.6,0.9,0.5,,0.1,0.4,4.0,0.0,4.0,1.1,1.0,LaLiga,0.1,318.0,0.0,Nili,0.3,0.1,0.0,302762.0,Midfielder,79.6,13.5,6.31,0.0,0.5,0.6,0.0,Las Palmas,0.5,1.4,0.0,0.0,4
2378,20.0,0.0,0.2,0.8,0.2,0.8,85.0,0.2,0.0,,0.3,2.2,3.0,0.0,3.0,1.5,0.2,LaLiga,0.0,255.0,0.0,Uche,0.0,0.2,0.0,259937.0,Midfielder,85.0,18.8,6.18,0.0,0.0,1.7,186.0,Granada,0.2,1.0,73.0,3.0,4
2408,24.0,0.0,1.0,0.3,0.0,0.3,80.8,0.3,0.0,es,0.5,0.5,0.0,0.0,4.0,0.5,1.0,LaLiga,0.3,57.0,0.0,Juan Muñiz,0.0,0.3,0.0,55294.0,Midfielder,80.8,6.5,6.28,0.0,0.0,0.0,177.0,Sporting Gijon,0.3,0.3,72.0,1.0,4
2409,25.0,0.0,0.0,0.6,0.0,0.0,72.4,0.2,0.2,es,0.0,0.2,0.0,0.0,5.0,0.0,0.0,LaLiga,0.0,57.0,0.0,Álex Barrera,0.0,0.0,0.0,106891.0,Midfielder,72.4,5.8,6.15,0.0,0.4,0.8,190.0,Sporting Gijon,0.0,0.4,78.0,0.0,4
