,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel,labeled_league
2436,20.0,1.0,1.0,1.8,0.0,0.3,69.7,2.5,0.0,,1.5,2.3,3.0,0.0,1.0,0.8,1.0,LaLiga,0.3,301.0,0.0,Curro,0.0,0.0,0.0,316152.0,Midfielder,69.7,27.3,6.4,0.0,0.8,1.0,177.0,Sevilla,0.3,1.3,67.0,3.0,4
2438,20.0,0.0,1.0,1.0,0.0,0.0,87.0,1.0,3.0,,2.0,3.0,1.0,0.0,0.0,2.0,1.0,LaLiga,0.0,90.0,0.0,Cotán,0.0,0.0,0.0,149123.0,Midfielder,87.0,46.0,6.34,0.0,0.0,1.0,176.0,Sevilla,7.0,0.0,67.0,0.0,4
2466,21.0,0.0,0.0,2.0,0.0,0.0,81.5,0.0,0.0,es,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LaLiga,0.0,29.0,0.0,Sergi Samper,0.0,0.0,0.0,135243.0,Midfielder,81.5,27.0,6.5,0.0,0.0,2.0,181.0,Barcelona,1.0,0.0,71.0,0.0,4
2469,21.0,0.0,0.0,0.0,0.3,0.0,84.2,0.0,0.7,es,0.0,0.0,0.0,0.0,3.0,0.7,0.0,LaLiga,0.0,43.0,0.0,Gerard Gumbau,0.0,0.0,0.0,294123.0,Midfielder,84.2,6.3,6.13,0.0,0.0,0.7,187.0,Barcelona,0.0,0.3,78.0,0.0,4
2487,23.0,0.0,0.2,1.0,0.2,0.3,65.8,0.3,0.7,az,0.8,1.7,1.0,0.0,5.0,0.8,0.2,LaLiga,0.0,208.0,0.0,Eddy,0.0,0.0,0.0,243787.0,Midfielder,65.8,13.2,6.41,0.0,0.3,1.8,191.0,Eibar,0.3,0.3,84.0,2.0,4
2496,22.0,0.0,0.5,0.5,0.0,0.0,85.7,0.0,0.5,es,0.0,0.0,0.0,0.0,2.0,0.0,0.5,LaLiga,0.0,3.0,0.0,Iñigo Barrenetxea,0.0,0.0,0.0,297217.0,Midfielder,85.7,3.5,6.11,0.0,0.0,0.5,179.0,Eibar,0.0,0.0,70.0,0.0,4
2522,23.0,0.0,0.0,0.5,0.0,0.9,77.1,0.5,0.0,ar,0.4,1.1,3.0,0.0,5.0,0.6,0.0,LaLiga,0.0,325.0,0.0,Matías Kranevitter,0.0,0.0,0.0,130446.0,Midfielder,77.1,16.4,6.32,0.0,0.1,1.3,178.0,Atletico Madrid,0.6,0.3,74.0,1.0,4
2544,24.0,1.0,0.1,1.1,0.0,0.4,71.6,1.5,0.6,,1.8,0.8,4.0,0.0,4.0,0.4,0.1,LaLiga,0.0,384.0,1.0,Señé,0.0,0.0,0.0,294191.0,Midfielder,71.6,12.8,6.27,0.0,0.3,0.5,185.0,Celta Vigo,0.0,1.0,74.0,1.0,4
2545,20.0,0.0,0.3,1.0,0.3,0.5,72.5,0.0,0.3,es,0.0,0.0,1.0,0.0,3.0,1.0,0.3,LaLiga,0.0,132.0,0.0,Borja Fernández,0.0,0.0,0.0,239052.0,Midfielder,72.5,12.8,6.26,0.0,0.0,0.5,177.0,Celta Vigo,0.5,0.0,71.0,0.0,4
2547,18.0,0.0,0.0,0.0,0.0,0.0,92.0,0.5,0.0,sn,0.7,0.3,0.0,0.0,6.0,0.3,0.0,LaLiga,0.0,59.0,0.0,Pape Cheikh,0.0,0.0,0.0,279511.0,Midfielder,92.0,4.2,6.17,0.0,0.0,0.7,180.0,Celta Vigo,0.0,0.2,68.0,0.0,4
2550,20.0,0.0,0.0,0.2,0.0,0.2,83.3,0.3,0.2,rs,0.2,0.2,1.0,0.0,5.0,0.0,0.0,LaLiga,0.0,104.0,0.0,Dejan Drazic,0.3,0.0,0.0,137296.0,Midfielder,83.3,5.0,5.95,0.0,0.2,0.0,175.0,Celta Vigo,0.0,0.0,69.0,1.0,4
2574,21.0,0.0,0.5,0.0,0.0,0.0,95.2,0.0,0.0,es,0.0,0.0,0.0,0.0,2.0,0.5,0.5,LaLiga,0.0,23.0,0.0,Marcos Llorente,0.0,0.0,0.0,254582.0,Midfielder,95.2,10.5,6.19,0.0,0.0,0.0,180.0,Real Madrid,0.0,0.0,71.0,0.0,4
2592,22.0,1.0,0.3,0.0,0.0,0.0,80.0,0.0,0.3,pt,0.0,0.3,0.0,0.0,3.0,0.0,0.3,LaLiga,0.0,41.0,0.0,Miguel Cardoso,0.3,0.0,0.0,295002.0,Midfielder,80.0,5.0,6.35,0.0,1.3,0.7,176.0,Deportivo La Coruna,0.7,1.3,71.0,0.0,4
2622,21.0,0.0,0.0,0.0,0.0,1.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LaLiga,0.0,8.0,0.0,Capilla,0.0,0.0,0.0,271406.0,Midfielder,66.7,3.0,6.38,0.0,1.0,0.0,175.0,Real Sociedad,0.0,0.0,75.0,0.0,4
2625,19.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,0.0,es,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LaLiga,0.0,6.0,0.0,Igor Zubeldia,0.0,0.0,0.0,315566.0,Midfielder,80.0,5.0,6.08,0.0,0.0,0.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,4
2654,17.0,0.0,0.3,0.3,0.0,0.3,76.8,1.1,0.1,es,0.5,0.6,1.0,0.0,7.0,0.0,0.3,LaLiga,0.3,210.0,0.0,Joni Montiel,0.1,0.0,0.0,301483.0,Midfielder,76.8,8.6,6.08,0.0,0.3,0.4,0.0,Rayo Vallecano,0.0,0.6,0.0,0.0,4
2655,27.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,LaLiga,0.0,8.0,0.0,Zhang Chengdong,0.0,0.0,0.0,63310.0,Midfielder,100.0,1.0,5.98,0.0,0.0,0.0,185.0,Rayo Vallecano,1.0,0.0,84.0,0.0,4
2711,18.0,0.0,0.5,0.0,0.0,0.0,83.8,1.0,0.3,es,0.3,1.0,0.0,0.0,4.0,0.0,0.5,LaLiga,0.3,57.0,0.0,Javi Ontiveros,0.0,0.0,0.0,300365.0,Midfielder,83.8,9.3,6.1,0.0,0.3,0.3,172.0,Malaga,0.5,0.5,70.0,0.0,4
2734,19.0,0.0,0.5,0.0,0.0,0.0,78.8,0.8,0.2,rs,0.3,0.3,0.0,0.0,6.0,0.3,0.5,Eredivisie,0.3,95.0,0.0,Danilo Pantic,0.0,0.0,0.0,243524.0,Midfielder,78.8,5.5,6.23,0.0,0.8,0.5,180.0,Vitesse,0.0,0.7,70.0,0.0,5
2735,22.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,nl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eredivisie,0.0,9.0,0.0,Mohammed Osman,0.0,0.0,0.0,289016.0,Midfielder,100.0,12.0,6.21,0.0,0.0,0.0,176.0,Vitesse,0.0,0.0,73.0,0.0,5
2741,23.0,0.0,0.3,0.5,0.3,4.3,85.7,0.0,0.0,nl,0.5,0.5,2.0,1.0,2.0,1.8,0.3,Eredivisie,0.0,206.0,0.0,Gino Bosz,0.0,0.3,0.0,141762.0,Midfielder,85.7,33.3,7.1,0.0,0.5,1.0,181.0,Heracles,5.5,0.3,70.0,1.0,5
2756,32.0,2.0,0.5,0.0,0.1,0.1,74.8,0.0,0.9,es,0.1,0.3,3.0,0.0,5.0,0.5,0.5,Eredivisie,0.1,274.0,0.0,Gonzalo García,0.1,0.0,0.0,34142.0,Midfielder,74.8,17.4,6.38,0.0,1.1,0.4,182.0,Heracles,0.5,0.6,78.0,0.0,5
2760,22.0,0.0,0.0,0.0,0.0,0.0,84.3,0.0,0.0,nl,1.0,0.3,1.0,0.0,2.0,1.0,0.0,Eredivisie,0.0,84.0,0.0,Menno Heerkes,0.0,0.0,0.0,122409.0,Midfielder,84.3,17.0,6.0,0.0,0.0,0.3,174.0,Heracles,0.7,1.0,67.0,0.0,5
2787,22.0,0.0,0.0,0.0,1.0,0.0,93.1,1.0,0.0,nl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eredivisie,0.0,46.0,0.0,Darren Rosheuvel,0.0,1.0,0.0,279428.0,Midfielder,93.1,29.0,5.67,0.0,0.0,1.0,180.0,FC Utrecht,2.0,0.0,70.0,0.0,5
2809,20.0,1.0,0.5,0.0,0.5,0.0,93.3,0.0,0.0,hr,0.5,0.5,0.0,0.0,2.0,0.0,0.5,Eredivisie,0.0,28.0,0.0,Robert Muric,0.0,0.0,0.0,303814.0,Midfielder,93.3,7.5,6.51,0.0,0.0,0.0,180.0,Ajax,0.0,0.5,70.0,0.0,5
2830,23.0,0.0,0.3,3.0,0.0,0.7,61.4,0.7,0.0,is,0.3,0.3,1.0,0.0,2.0,0.0,0.3,Eredivisie,0.0,91.0,0.0,Kristjan Emilsson,0.0,0.0,0.0,135798.0,Midfielder,61.4,14.7,6.34,0.0,0.3,0.0,186.0,NEC Nijmegen,0.3,0.7,76.0,0.0,5
2831,21.0,0.0,0.3,0.1,0.0,0.3,69.1,1.0,0.5,nl,0.4,0.8,4.0,0.0,12.0,0.3,0.3,Eredivisie,0.1,372.0,0.0,Mohamed Rayhi,0.3,0.0,0.0,133309.0,Midfielder,69.1,6.9,6.24,0.0,0.8,0.9,178.0,NEC Nijmegen,0.1,0.9,67.0,1.0,5
2832,21.0,0.0,0.6,0.3,0.0,0.3,74.7,1.1,0.4,nl,0.6,0.8,10.0,0.0,8.0,0.3,0.6,Eredivisie,0.2,988.0,0.0,Joey Sleegers,0.0,0.0,0.0,142243.0,Midfielder,74.7,14.9,6.21,0.0,1.3,0.4,174.0,NEC Nijmegen,0.4,1.1,65.0,2.0,5
2834,18.0,0.0,0.4,0.3,0.0,0.5,66.7,1.8,0.3,nl,0.3,1.0,2.0,0.0,8.0,0.0,0.4,Eredivisie,0.3,273.0,0.0,Jay-Roy Grot,0.4,0.0,0.0,290847.0,Midfielder,66.7,6.0,6.14,0.0,0.7,0.2,193.0,NEC Nijmegen,0.1,1.0,93.0,1.0,5
2860,22.0,0.0,0.0,0.3,0.0,0.3,73.7,0.0,0.3,dk,0.3,0.0,0.0,0.0,3.0,0.0,0.0,Eredivisie,0.0,53.0,0.0,Younes Namli,0.0,0.0,0.0,259930.0,Midfielder,73.7,6.3,6.05,0.0,0.7,0.0,180.0,SC Heerenveen,0.0,0.0,69.0,0.0,5
2878,19.0,0.0,3.0,1.0,0.0,0.0,90.9,0.0,0.0,nl,0.0,0.0,0.0,0.0,1.0,1.0,3.0,Eredivisie,0.0,20.0,0.0,Frenkie de Jong,0.0,0.0,0.0,279423.0,Midfielder,90.9,11.0,6.56,0.0,0.0,0.0,178.0,Willem II,1.0,2.0,68.0,0.0,5
2888,20.0,0.0,0.0,0.3,0.0,0.0,77.8,0.0,0.0,nl,0.8,0.8,0.0,0.0,4.0,0.0,0.0,Eredivisie,0.3,71.0,0.0,Justin Mathieu,0.0,0.0,0.0,133500.0,Midfielder,77.8,6.8,6.02,0.0,0.3,0.3,174.0,Willem II,0.5,0.5,70.0,0.0,5
2890,20.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,be,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eredivisie,0.0,6.0,0.0,Jordy Vleugels,0.0,0.0,0.0,142430.0,Midfielder,25.0,4.0,5.91,0.0,0.0,1.0,175.0,Willem II,0.0,1.0,64.0,0.0,5
2914,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eredivisie,0.0,3.0,0.0,Jari Schuurman,0.0,0.0,0.0,316932.0,Midfielder,0.0,1.0,6.03,0.0,0.0,0.0,178.0,Feyenoord,0.0,0.0,65.0,0.0,5
2922,22.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,nl,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Eredivisie,0.0,45.0,0.0,Noureddine Boutzamar,0.0,0.0,0.0,300356.0,Midfielder,80.0,65.0,6.67,0.0,2.0,1.0,0.0,Cambuur,4.0,0.0,0.0,0.0,5
2933,29.0,0.0,0.8,0.4,0.0,0.0,74.8,0.9,0.3,nl,0.5,0.8,4.0,1.0,4.0,0.3,0.8,Eredivisie,0.1,351.0,0.0,Jergé Hoefdraad,0.0,0.0,0.0,301477.0,Midfielder,74.8,13.9,6.37,0.0,1.5,0.0,170.0,Cambuur,0.1,0.8,71.0,0.0,5
2942,24.0,0.0,1.0,0.5,0.0,0.5,72.7,2.0,0.0,pl,1.0,0.5,0.0,0.0,2.0,0.0,1.0,Eredivisie,0.0,73.0,0.0,Sebastian Steblecki,0.5,0.0,0.0,244635.0,Midfielder,72.7,16.5,6.06,0.0,1.0,0.5,187.0,Cambuur,0.0,1.0,80.0,1.0,5
2951,27.0,2.0,1.3,0.0,0.3,0.3,77.6,2.3,0.3,nl,1.3,0.0,3.0,0.0,0.0,0.0,1.3,Eredivisie,0.7,223.0,0.0,Anco Jansen,1.7,0.0,0.0,30121.0,Midfielder,77.6,19.3,6.84,0.0,1.0,0.3,185.0,Roda,0.0,1.7,89.0,1.0,5
2971,32.0,1.0,0.2,0.3,0.1,0.1,74.5,0.3,0.4,nl,0.5,0.5,3.0,0.0,12.0,0.5,0.2,Eredivisie,0.1,405.0,0.0,Nathan Rutjes,0.0,0.0,0.0,284345.0,Midfielder,74.5,6.8,6.3,0.0,0.1,1.3,185.0,Roda,0.3,0.2,69.0,2.0,5
2972,21.0,0.0,0.3,0.5,0.0,0.1,64.0,0.5,0.2,be,0.6,0.7,0.0,4.0,17.0,0.1,0.3,Eredivisie,0.0,282.0,0.0,Maecky Ngombo,0.1,0.0,0.0,300845.0,Midfielder,64.0,4.4,6.29,0.0,0.7,0.2,0.0,Roda,0.1,0.8,0.0,0.0,5
2976,19.0,0.0,0.3,0.1,0.0,0.4,73.8,1.0,0.9,au,0.3,0.4,1.0,0.0,7.0,0.4,0.3,Eredivisie,0.0,228.0,0.0,Daniel De Silva,0.0,0.0,0.0,296725.0,Midfielder,73.8,18.6,6.14,0.0,0.9,0.9,170.0,Roda,1.0,0.6,60.0,0.0,5
2977,28.0,0.0,0.6,0.5,0.1,0.3,70.1,0.5,0.5,nl,1.0,0.8,2.0,0.0,9.0,0.9,0.6,Eredivisie,0.0,332.0,0.0,Jens van Son,0.1,0.0,0.0,288871.0,Midfielder,70.1,9.7,6.14,0.0,0.1,0.7,176.0,Roda,0.5,0.9,75.0,3.0,5
2979,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nl,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Eredivisie,0.0,9.0,0.0,Brian Jacobs,0.0,0.0,0.0,141780.0,Midfielder,0.0,1.0,5.98,0.0,0.0,0.0,176.0,Roda,0.0,1.0,71.0,0.0,5
3029,21.0,0.0,0.2,0.0,0.0,0.0,73.7,1.0,0.3,nl,0.3,0.5,0.0,0.0,6.0,0.5,0.2,Eredivisie,0.2,80.0,0.0,Tom Menting,0.0,0.0,0.0,289347.0,Midfielder,73.7,6.3,6.01,0.0,0.0,0.0,172.0,De Graafschap,0.0,0.5,68.0,0.0,5
3051,20.0,0.0,0.0,0.0,0.0,0.7,70.0,0.3,0.3,nl,0.0,0.7,1.0,0.0,2.0,0.3,0.0,Eredivisie,0.7,67.0,0.0,Hector Hevel,0.3,0.0,0.0,244589.0,Midfielder,70.0,6.7,6.15,0.0,0.3,0.3,172.0,ADO Den Haag,0.0,0.0,64.0,0.0,5
3072,19.0,1.0,0.4,0.3,0.0,0.0,81.0,1.2,0.4,gh,1.2,0.3,6.0,1.0,8.0,0.2,0.4,Eredivisie,0.2,561.0,0.0,Thomas Agyepong,0.4,0.0,0.0,297561.0,Midfielder,81.0,9.8,6.46,0.0,0.7,0.5,183.0,Twente,0.1,1.2,76.0,1.0,5
3074,20.0,1.0,0.2,0.1,0.1,0.7,76.3,0.7,0.4,nl,0.6,1.1,5.0,0.0,6.0,1.5,0.2,Eredivisie,0.0,448.0,0.0,Jelle van der Heyden,0.0,0.0,0.0,275013.0,Midfielder,76.3,13.8,6.39,0.0,0.3,1.4,180.0,Twente,0.5,0.8,80.0,1.0,5
3076,19.0,0.0,1.0,0.0,0.0,0.3,94.4,0.3,0.0,nl,1.0,0.3,1.0,0.0,2.0,0.3,1.0,Eredivisie,0.0,131.0,0.0,Alessio Da Cruz,0.3,0.0,0.0,290832.0,Midfielder,94.4,12.0,6.2,0.0,0.3,0.3,176.0,Twente,0.0,1.3,69.0,1.0,5
3081,20.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,nl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eredivisie,0.0,12.0,0.0,Vincent Schmidt,0.0,0.0,0.0,315316.0,Midfielder,100.0,2.0,5.77,0.0,1.0,0.0,0.0,Twente,0.0,1.0,0.0,0.0,5
3101,20.0,1.0,0.5,0.1,0.1,0.4,82.0,0.0,0.4,br,0.4,0.1,3.0,0.0,5.0,0.6,0.5,Eredivisie,0.0,246.0,0.0,Gustavo Hebling,0.0,0.0,0.0,298770.0,Midfielder,82.0,11.1,6.27,0.0,0.5,0.5,173.0,PEC Zwolle,0.9,0.4,66.0,0.0,5
3103,22.0,1.0,0.3,0.0,0.1,0.2,86.2,0.5,0.4,nl,0.2,0.2,5.0,0.0,8.0,0.4,0.3,Eredivisie,0.2,479.0,0.0,Abdelmalek El Hasnaoui,0.0,0.0,0.0,135106.0,Midfielder,86.2,13.9,6.15,0.0,0.5,0.7,181.0,PEC Zwolle,0.6,0.9,71.0,1.0,5
3106,21.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,nl,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Eredivisie,0.0,12.0,0.0,Dario Tanda,0.0,0.0,0.0,133420.0,Midfielder,100.0,2.3,6.04,0.0,0.0,0.0,173.0,PEC Zwolle,0.3,0.0,68.0,0.0,5
3107,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ba,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Eredivisie,0.0,1.0,0.0,Boris Rasevic,0.0,0.0,0.0,140137.0,Midfielder,0.0,0.0,6.03,0.0,0.0,0.0,192.0,PEC Zwolle,0.0,0.0,76.0,0.0,5
3108,18.0,0.0,0.0,0.0,0.0,0.0,100.0,0.7,0.0,nl,0.3,0.3,0.0,0.0,3.0,0.0,0.0,Eredivisie,0.0,32.0,0.0,Sander Thomas,0.0,0.0,0.0,300823.0,Midfielder,100.0,2.3,5.97,0.0,0.0,0.3,0.0,PEC Zwolle,0.7,0.0,0.0,0.0,5
3132,18.0,0.0,0.4,0.0,0.0,0.0,84.6,0.0,0.0,nl,0.0,0.2,0.0,0.0,5.0,0.0,0.4,Eredivisie,0.0,80.0,0.0,Steven Bergwijn,0.0,0.0,0.0,279425.0,Midfielder,84.6,5.2,6.06,0.0,0.0,0.2,171.0,PSV Eindhoven,0.0,0.2,74.0,1.0,5
3150,19.0,0.0,0.0,1.0,0.0,2.0,65.0,0.0,0.7,nl,1.0,0.7,2.0,0.0,1.0,1.3,0.0,Eredivisie,0.0,184.0,0.0,Thomas Ouwejan,0.0,0.3,0.0,301027.0,Midfielder,65.0,20.0,6.75,0.0,0.3,3.0,184.0,AZ Alkmaar,1.0,1.0,0.0,0.0,5
31,28.0,5.0,1.1,0.7,0.1,0.3,78.0,1.5,0.8,de,1.7,1.5,20.0,2.0,9.0,1.1,1.1,Bundesliga,0.4,1825.0,2.0,Daniel Caligiuri,0.2,0.0,0.0,82362.0,M(LR),78.0,26.5,6.98,0.0,1.4,1.8,182.0,Wolfsburg,1.1,1.2,79.0,4.0,0
144,22.0,5.0,1.0,1.0,0.1,0.3,64.8,2.3,1.2,es,1.6,1.2,26.0,7.0,5.0,1.5,1.0,Bundesliga,0.1,2307.0,1.0,Jairo Samperio,0.3,0.0,0.0,107023.0,M(LR),64.8,20.0,6.89,0.0,1.3,0.8,173.0,Mainz 05,0.5,1.9,65.0,5.0,0
150,24.0,3.0,1.1,0.3,0.0,0.4,66.7,0.5,1.5,de,0.8,1.0,20.0,5.0,8.0,1.0,1.1,Bundesliga,0.9,1723.0,1.0,Christian Clemens,0.0,0.0,0.0,77455.0,M(LR),66.7,16.0,6.78,0.0,1.6,1.1,181.0,Mainz 05,0.5,1.1,78.0,1.0,0
254,29.0,2.0,0.8,1.2,0.1,0.3,74.4,0.7,1.2,hr,1.4,1.3,24.0,4.0,7.0,1.3,0.8,Bundesliga,0.3,2153.0,2.0,Ivo Ilicevic,0.2,0.0,0.0,18803.0,M(LR),74.4,24.7,6.89,0.0,1.4,1.8,174.0,Hamburger SV,0.7,1.3,63.0,3.0,0
557,29.0,3.0,1.5,0.8,0.0,0.5,72.4,1.3,0.6,fr,1.5,1.0,17.0,3.0,7.0,0.5,1.5,Ligue1,1.0,1599.0,1.0,Romain Hamouma,0.1,0.0,0.0,78023.0,M(LR),72.4,20.4,6.7,0.0,1.5,0.7,177.0,Saint-Etienne,0.8,1.8,67.0,4.0,1
619,24.0,1.0,0.8,0.2,0.0,0.0,77.9,0.7,0.5,gn,0.4,1.0,3.0,1.0,7.0,0.7,0.8,Ligue1,0.4,419.0,0.0,Lass,0.5,0.0,0.0,99693.0,M(LR),77.9,13.6,6.48,0.0,1.6,0.6,174.0,Reims,0.1,1.8,71.0,1.0,1
954,28.0,3.0,0.5,0.1,0.1,0.3,74.5,0.6,0.8,fr,0.5,0.9,16.0,0.0,15.0,0.7,0.5,Ligue1,0.3,1422.0,0.0,Romain Philippoteaux,0.3,0.0,0.0,236563.0,M(LR),74.5,16.7,6.37,0.0,0.5,0.8,170.0,Lorient,0.7,1.2,67.0,3.0,1
1128,32.0,0.0,0.2,1.2,0.1,0.4,63.6,0.5,0.5,rs,0.4,1.3,11.0,1.0,4.0,0.6,0.2,SerieA,0.3,900.0,0.0,Bosko Jankovic,0.5,0.0,0.0,11685.0,M(LR),63.6,12.3,6.18,1.0,0.9,0.3,184.0,Verona,0.3,0.9,78.0,3.0,2
1406,28.0,0.0,0.0,0.0,0.0,0.0,69.2,0.0,0.0,py,1.0,0.0,0.0,0.0,4.0,0.0,0.0,SerieA,0.0,25.0,0.0,Marcelo Estigarribia,0.0,0.0,0.0,31161.0,M(LR),69.2,3.3,6.06,0.0,0.0,0.0,181.0,Atalanta,0.0,0.3,76.0,0.0,2
1620,29.0,7.0,1.2,0.7,0.0,0.5,82.9,0.8,0.8,es,1.6,0.6,35.0,7.0,3.0,0.6,1.2,SerieA,0.1,2832.0,4.0,José Callejón,0.5,0.0,0.0,67206.0,M(LR),82.9,35.4,6.95,0.0,1.6,1.1,178.0,Napoli,0.5,0.8,73.0,4.0,2
1652,29.0,0.0,0.9,0.0,0.1,0.6,81.2,0.6,0.6,gb,0.8,0.5,17.0,5.0,8.0,0.4,0.9,PremierLeague,0.3,1540.0,0.0,Aaron Lennon,0.0,0.0,0.0,5625.0,M(LR),81.2,19.1,6.73,0.0,0.7,1.4,165.0,Everton,0.5,0.7,63.0,1.0,3
1770,30.0,1.0,0.9,0.3,0.1,0.2,77.3,0.5,0.3,gb,0.4,0.2,13.0,1.0,6.0,0.3,0.9,PremierLeague,0.9,1021.0,0.0,Matthew Jarvis,0.1,0.0,0.0,8217.0,M(LR),77.3,13.0,6.29,0.0,0.5,0.5,173.0,Norwich,0.5,0.8,70.0,0.0,3
1840,26.0,6.0,1.6,0.3,0.0,0.5,63.8,0.7,1.2,gb,0.7,0.6,34.0,2.0,4.0,1.3,1.6,PremierLeague,1.4,2769.0,0.0,Marc Albrighton,0.1,0.0,0.0,42147.0,M(LR),63.8,24.0,7.05,0.0,1.1,1.7,175.0,Leicester,1.5,1.0,67.0,4.0,3
1864,28.0,2.0,0.7,0.4,0.1,0.4,73.8,0.9,1.4,ci,1.9,0.8,11.0,1.0,3.0,0.9,0.7,PremierLeague,0.7,899.0,0.0,Max Gradel,0.2,0.0,0.0,29814.0,M(LR),73.8,20.4,6.71,0.0,1.3,1.6,175.0,Bournemouth,0.5,1.8,69.0,1.0,3
2042,30.0,0.0,0.0,0.3,0.0,0.0,81.0,0.7,0.0,gb,0.0,0.3,0.0,0.0,3.0,0.3,0.0,PremierLeague,0.0,74.0,0.0,Matthew Jarvis,0.0,0.0,0.0,8217.0,M(LR),81.0,7.0,6.25,0.0,0.0,1.0,173.0,West Ham,0.0,0.0,70.0,0.0,3
2097,27.0,1.0,0.6,0.8,0.0,0.8,83.5,0.6,0.8,fr,0.4,0.4,3.0,0.0,2.0,0.8,0.6,PremierLeague,0.4,279.0,0.0,Gabriel Obertan,0.6,0.0,0.0,22818.0,M(LR),83.5,19.4,6.48,0.0,0.6,1.2,186.0,Newcastle United,0.4,0.4,79.0,1.0,3
2188,19.0,1.0,0.7,0.4,0.1,0.6,74.6,1.6,0.5,ar,0.8,1.3,11.0,0.0,9.0,0.8,0.7,LaLiga,0.3,1000.0,0.0,Nahuel,0.2,0.0,0.0,141633.0,M(LR),74.6,17.2,6.44,0.0,0.5,0.8,174.0,Villarreal,0.4,1.1,67.0,4.0,4
2234,32.0,2.0,0.9,0.7,0.1,0.7,71.6,1.5,1.1,es,1.4,1.5,21.0,1.0,9.0,1.1,0.9,LaLiga,0.8,1877.0,0.0,Álvaro Cejudo,0.0,0.1,0.0,79837.0,M(LR),71.6,22.5,6.73,0.0,1.2,2.0,180.0,Real Betis,0.9,1.2,78.0,10.0,4
2283,28.0,8.0,1.5,0.6,0.0,0.2,76.9,1.5,1.0,es,1.1,0.9,22.0,3.0,6.0,1.0,1.5,LaLiga,1.1,1922.0,0.0,Markel Susaeta,0.3,0.0,0.0,30638.0,M(LR),76.9,23.3,6.96,0.0,0.9,1.9,179.0,Athletic Bilbao,0.5,1.2,67.0,3.0,4
2332,27.0,1.0,0.9,1.5,0.1,0.7,71.2,1.6,1.5,py,1.7,2.7,27.0,7.0,5.0,1.3,0.9,LaLiga,0.8,2448.0,2.0,Hernán Pérez,0.5,0.0,0.0,28785.0,M(LR),71.2,27.6,6.91,0.0,1.5,1.3,180.0,Espanyol,0.8,1.9,77.0,12.0,4
2362,25.0,2.0,0.5,0.3,0.0,0.2,85.5,0.8,0.5,es,0.8,0.4,8.0,2.0,4.0,1.2,0.5,LaLiga,0.3,788.0,1.0,Isaac Cuenca,0.1,0.0,0.0,91580.0,M(LR),85.5,17.8,6.79,0.0,0.8,1.1,181.0,Granada,0.3,1.2,74.0,0.0,4
2435,32.0,1.0,1.3,0.7,0.1,0.2,66.2,1.4,0.9,es,1.6,0.9,14.0,1.0,10.0,0.5,1.3,LaLiga,0.8,1186.0,0.0,Reyes,0.2,0.0,0.0,6176.0,M(LR),66.2,21.7,6.53,0.0,0.9,0.8,176.0,Sevilla,0.9,1.1,72.0,6.0,4
2441,25.0,0.0,0.0,0.0,0.5,0.0,66.7,0.0,0.5,fr,0.0,1.0,1.0,0.0,1.0,0.0,0.0,LaLiga,0.0,47.0,0.0,Gaël Kakuta,0.0,0.0,0.0,70291.0,M(LR),66.7,6.0,6.3,0.0,0.0,1.0,172.0,Sevilla,0.5,1.5,65.0,1.0,4
2644,24.0,1.0,0.8,0.4,0.0,0.1,71.6,1.2,0.5,gn,0.6,1.1,7.0,0.0,9.0,0.6,0.8,LaLiga,0.6,803.0,0.0,Lass,0.4,0.0,0.0,99693.0,M(LR),71.6,14.3,6.44,0.0,1.1,1.1,174.0,Rayo Vallecano,0.1,1.6,71.0,2.0,4
