,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel,labeled_league
781,31.0,0.0,0.1,2.1,0.3,3.6,83.8,0.1,0.6,fr,0.9,0.9,35.0,2.0,0.0,4.0,0.1,Ligue1,0.0,3128.0,2.0,Daniel Congré,0.0,0.8,0.0,13343.0,D(CLR),83.8,40.4,7.18,1.0,0.3,2.1,185.0,Montpellier,3.6,0.5,80.0,2.0,1
921,33.0,0.0,0.5,0.0,0.0,0.5,80.0,0.5,0.5,fr,0.0,1.0,1.0,0.0,1.0,1.0,0.5,Ligue1,0.0,62.0,0.0,Franck Beria,0.0,0.0,0.0,6473.0,D(CLR),80.0,15.0,6.32,0.0,0.0,0.5,177.0,Lille,0.0,0.5,76.0,0.0,1
1331,29.0,0.0,0.3,1.5,0.0,2.3,94.2,0.0,0.3,uy,0.3,0.8,5.0,0.0,1.0,1.2,0.3,SerieA,0.5,449.0,0.0,Martín Cáceres,0.0,0.3,0.0,30635.0,D(CLR),94.2,46.2,6.76,0.0,0.2,0.8,180.0,Juventus,1.5,0.3,78.0,0.0,2
1480,27.0,0.0,0.1,0.9,0.4,2.8,81.3,0.3,0.7,py,0.6,1.3,20.0,0.0,7.0,3.0,0.1,SerieA,0.3,1866.0,1.0,Iván Piris,0.0,0.3,0.0,83644.0,D(CLR),81.3,27.5,6.65,0.0,0.1,1.7,174.0,Udinese,2.4,0.4,68.0,5.0,2
1513,32.0,0.0,0.2,1.4,0.6,4.2,74.0,0.1,0.6,fr,0.4,0.8,17.0,0.0,2.0,1.4,0.2,SerieA,0.3,1484.0,0.0,Nicolas Frey,0.0,0.1,1.0,20540.0,D(CLR),74.0,31.4,6.65,0.0,0.1,1.6,187.0,Chievo,2.2,0.3,84.0,3.0,2
1703,19.0,1.0,0.6,1.8,0.6,3.6,78.8,1.6,0.6,gb,0.2,1.8,5.0,0.0,0.0,2.4,0.6,PremierLeague,0.2,438.0,0.0,Joseph Gomez,0.0,0.0,0.0,136451.0,D(CLR),78.8,44.4,6.86,0.0,0.2,2.4,188.0,Liverpool,1.8,0.4,77.0,3.0,3
1814,27.0,0.0,0.3,1.6,0.4,3.8,69.1,0.3,1.0,gb,0.5,0.8,9.0,0.0,4.0,1.8,0.3,PremierLeague,0.1,963.0,0.0,James Chester,0.0,0.1,0.0,70285.0,D(CLR),69.1,25.2,6.71,0.0,0.0,2.5,177.0,West Bromwich Albion,0.8,0.4,75.0,5.0,3
2227,32.0,0.0,0.1,2.9,0.6,6.5,75.9,0.5,0.8,de,0.7,1.0,20.0,1.0,0.0,3.0,0.1,LaLiga,0.0,1633.0,5.0,Heiko Westermann,0.1,0.8,1.0,5673.0,D(CLR),75.9,30.9,7.02,2.0,0.8,2.0,190.0,Real Betis,2.3,0.5,87.0,3.0,4
2270,21.0,0.0,0.5,0.9,0.6,2.9,77.8,0.4,0.7,es,0.5,1.4,14.0,1.0,0.0,1.9,0.5,LaLiga,0.1,1194.0,0.0,Vigaray,0.0,0.4,0.0,141706.0,D(CLR),77.8,24.4,6.41,1.0,0.3,2.7,182.0,Getafe,1.0,1.0,70.0,5.0,4
2334,29.0,0.0,0.9,1.3,0.1,3.3,78.6,1.3,1.0,es,1.0,1.6,7.0,0.0,0.0,2.1,0.9,LaLiga,0.4,630.0,0.0,Anaitz Arbilla,0.0,0.4,0.0,91438.0,D(CLR),78.6,46.0,6.85,0.0,1.0,3.3,178.0,Espanyol,3.6,0.6,76.0,3.0,4
2465,31.0,1.0,0.6,0.4,0.1,0.8,91.3,0.1,0.3,br,0.8,0.9,4.0,0.0,4.0,1.3,0.6,LaLiga,0.4,431.0,0.0,Adriano,0.0,0.1,0.0,13471.0,D(CLR),91.3,38.9,6.68,0.0,0.1,1.1,173.0,Barcelona,2.4,0.3,73.0,0.0,4
2490,29.0,0.0,0.3,1.4,0.1,1.7,75.4,0.0,0.5,es,0.5,1.5,5.0,0.0,5.0,2.5,0.3,LaLiga,0.3,551.0,0.0,Lillo,0.0,0.5,0.0,44272.0,D(CLR),75.4,26.4,6.35,1.0,0.4,0.5,176.0,Eibar,2.7,0.2,70.0,4.0,4
2567,26.0,0.0,0.2,1.6,0.6,2.2,89.8,0.2,0.3,es,0.9,1.1,12.0,0.0,4.0,2.3,0.2,LaLiga,0.1,1153.0,0.0,Nacho,0.1,0.6,0.0,106875.0,D(CLR),89.8,33.2,6.98,0.0,0.3,1.4,179.0,Real Madrid,1.1,0.5,75.0,5.0,4
2636,30.0,3.0,0.5,1.5,0.5,2.8,78.1,0.3,0.5,pt,1.2,1.3,29.0,1.0,0.0,2.2,0.5,LaLiga,0.3,2488.0,0.0,Tito,0.1,0.5,0.0,70960.0,D(CLR),78.1,32.2,6.74,2.0,0.4,1.6,174.0,Rayo Vallecano,1.7,0.6,62.0,4.0,4
2692,30.0,2.0,0.3,1.1,0.4,2.7,70.0,0.0,0.6,es,0.3,0.8,22.0,0.0,1.0,2.2,0.3,LaLiga,0.5,1959.0,0.0,Miguel Torres,0.0,0.5,0.0,23250.0,D(CLR),70.0,27.4,6.84,0.0,0.0,2.3,184.0,Malaga,1.8,0.4,74.0,9.0,4
2766,30.0,2.0,0.7,1.4,0.3,2.3,81.2,0.4,0.6,nl,0.9,1.7,21.0,3.0,4.0,3.2,0.7,Eredivisie,0.5,1986.0,0.0,Chris Kum,0.1,0.4,0.0,34246.0,D(CLR),81.2,36.4,7.0,0.0,0.6,1.4,183.0,FC Utrecht,4.0,0.6,71.0,7.0,5
2770,26.0,1.0,0.4,1.5,0.6,3.1,79.9,0.5,0.7,nl,0.8,1.3,36.0,1.0,0.0,2.7,0.4,Eredivisie,0.2,3189.0,2.0,Mark van der Maarel,0.0,0.9,0.0,39726.0,D(CLR),79.9,49.1,6.86,2.0,0.3,2.0,177.0,FC Utrecht,4.7,0.5,74.0,2.0,5
2916,25.0,3.0,0.5,2.5,0.4,5.5,76.8,0.7,0.7,be,1.8,2.4,31.0,0.0,1.0,2.7,0.5,Eredivisie,0.2,2809.0,2.0,Marvin Peersman,0.0,0.6,1.0,78353.0,D(CLR),76.8,48.1,6.95,0.0,1.0,2.4,185.0,Cambuur,4.3,0.9,79.0,7.0,5
70,29.0,1.0,1.1,1.4,0.3,2.3,84.7,0.2,0.4,de,0.6,1.1,20.0,0.0,3.0,1.8,1.1,Bundesliga,1.0,1850.0,0.0,Dennis Aogo,0.1,0.0,0.0,11421.0,"D(L),M(CL)",84.7,41.8,6.71,0.0,0.3,1.2,184.0,Schalke 04,2.4,0.5,85.0,4.0,0
426,26.0,2.0,1.1,0.6,0.0,0.9,72.0,1.1,1.1,de,1.3,2.5,16.0,0.0,4.0,1.2,1.1,Bundesliga,0.6,1331.0,0.0,Edgar Prib,0.1,0.1,0.0,77861.0,"D(L),M(CL)",72.0,26.4,6.54,0.0,1.1,1.6,180.0,Hannover 96,1.3,1.3,77.0,3.0,0
985,29.0,0.0,0.6,0.6,0.3,0.6,73.1,0.6,0.1,it,0.7,1.0,3.0,0.0,4.0,1.9,0.6,Ligue1,0.9,306.0,0.0,Paolo De Ceglie,0.0,0.0,0.0,12722.0,"D(L),M(CL)",73.1,15.4,6.42,0.0,0.4,1.4,184.0,Marseille,0.1,0.7,75.0,1.0,1
1078,30.0,3.0,1.2,1.2,0.1,0.9,78.0,1.8,1.0,ba,0.6,1.6,28.0,3.0,2.0,2.3,1.2,SerieA,0.5,2356.0,1.0,Senad Lulic,0.2,0.0,0.0,26168.0,"D(L),M(CL)",78.0,42.5,7.0,1.0,0.6,2.4,183.0,Lazio,3.1,1.8,78.0,9.0,2
1165,29.0,1.0,0.6,1.0,0.6,2.6,79.3,0.5,0.6,it,2.2,0.6,25.0,3.0,3.0,2.0,0.6,SerieA,0.3,2334.0,2.0,Luca Antonelli,0.1,0.3,0.0,14040.0,"D(L),M(CL)",79.3,43.5,7.22,0.0,0.7,2.8,184.0,AC Milan,1.4,0.6,79.0,2.0,2
1281,29.0,0.0,0.6,1.0,0.0,0.3,,0.7,0.4,gn,0.0,1.0,3.0,0.0,4.0,0.3,0.6,SerieA,,279.0,0.0,Kevin Constant,0.0,0.6,0.0,26854.0,"D(L),M(CL)",83.7,29.7,6.26,0.0,0.0,1.0,184.0,Bologna,,0.4,78.0,0.0,2
1332,27.0,1.0,0.9,0.4,0.2,0.3,90.9,0.7,0.4,gh,1.4,0.7,6.0,0.0,5.0,0.5,0.9,SerieA,0.1,567.0,0.0,Kwadwo Asamoah,0.1,0.0,0.0,35549.0,"D(L),M(CL)",90.9,31.1,6.73,0.0,0.8,1.1,173.0,Juventus,1.7,1.0,76.0,1.0,2
1750,24.0,2.0,1.5,1.2,0.1,2.4,70.5,1.0,1.0,ie,0.5,1.1,34.0,3.0,2.0,1.6,1.5,PremierLeague,1.7,2988.0,4.0,Robbie Brady,0.1,0.2,0.0,93473.0,"D(L),M(CL)",70.5,31.6,7.15,0.0,1.5,2.8,176.0,Norwich,2.1,1.1,71.0,3.0,3
1813,31.0,3.0,1.0,1.1,0.5,3.1,69.8,0.4,0.9,gb,0.4,0.8,20.0,0.0,2.0,1.7,1.0,PremierLeague,1.2,1803.0,0.0,Chris Brunt,0.0,0.1,0.0,8507.0,"D(L),M(CL)",69.8,28.3,6.8,0.0,0.8,1.3,185.0,West Bromwich Albion,2.7,0.6,84.0,7.0,3
2134,31.0,1.0,0.4,0.8,0.3,1.8,77.7,0.6,0.7,gb,0.4,1.6,8.0,0.0,3.0,1.1,0.4,PremierLeague,0.2,723.0,0.0,Kieran Richardson,0.0,0.1,0.0,8058.0,"D(L),M(CL)",77.7,24.5,6.22,0.0,0.6,1.6,173.0,Aston Villa,1.3,1.2,71.0,4.0,3
2229,32.0,2.0,1.3,1.2,0.5,3.0,74.8,0.6,0.5,pe,0.3,1.3,20.0,2.0,0.0,2.4,1.3,LaLiga,1.6,1719.0,2.0,Juan Vargas,0.0,0.2,0.0,14660.0,"D(L),M(CL)",74.8,30.1,6.98,1.0,0.9,1.0,180.0,Real Betis,1.3,0.8,77.0,5.0,4
2742,33.0,1.0,1.1,0.9,0.3,2.6,75.0,0.7,0.9,nl,2.0,1.5,31.0,2.0,1.0,3.2,1.1,Eredivisie,0.9,2659.0,1.0,Mark-Jan Fledderus,0.0,0.1,0.0,14924.0,"D(L),M(CL)",75.0,35.6,7.07,0.0,0.6,2.7,178.0,Heracles,2.8,0.8,71.0,8.0,5
2746,21.0,2.0,0.6,1.2,0.2,2.1,69.3,0.5,0.5,de,1.0,0.8,23.0,2.0,12.0,1.8,0.6,Eredivisie,1.0,2206.0,1.0,Robin Gosens,0.3,0.0,0.0,141726.0,"D(L),M(CL)",69.3,19.3,7.01,0.0,1.0,2.6,183.0,Heracles,1.4,0.9,76.0,5.0,5
3113,29.0,9.0,2.4,0.6,0.2,1.2,83.2,1.0,1.4,mx,1.4,0.7,25.0,1.0,0.0,2.4,2.4,Eredivisie,1.9,2190.0,3.0,Andrés Guardado,0.0,0.0,0.0,21019.0,"D(L),M(CL)",83.2,61.7,7.52,0.0,1.2,1.5,169.0,PSV Eindhoven,7.1,0.9,67.0,4.0,5
99,34.0,0.0,0.4,0.9,0.2,1.5,72.8,0.6,0.9,de,0.9,1.5,11.0,1.0,9.0,1.0,0.4,Bundesliga,0.4,1082.0,0.0,Markus Feulner,0.0,0.2,0.0,5759.0,"D(LR),M(CR)",72.8,17.1,6.55,0.0,0.7,2.1,183.0,Augsburg,0.8,0.9,82.0,5.0,0
1335,32.0,0.0,0.4,0.3,0.2,0.7,90.3,0.0,0.7,it,0.8,0.7,6.0,1.0,6.0,1.3,0.4,SerieA,0.3,579.0,0.0,Simone Padoin,0.0,0.0,0.0,23043.0,"D(LR),M(CR)",90.3,21.5,6.54,0.0,0.3,0.9,177.0,Juventus,1.2,0.3,78.0,2.0,2
2121,24.0,0.0,0.5,0.8,0.1,1.7,77.6,0.6,0.8,nl,0.4,1.2,27.0,1.0,4.0,1.8,0.5,PremierLeague,0.7,2418.0,0.0,Leandro Bacuna,0.1,0.2,0.0,79967.0,"D(LR),M(CR)",77.6,36.5,6.63,0.0,1.0,1.5,187.0,Aston Villa,3.0,0.7,77.0,8.0,3
2282,27.0,3.0,0.7,1.4,0.1,1.9,70.6,0.7,1.0,es,0.6,1.0,33.0,1.0,1.0,2.6,0.7,LaLiga,0.8,2886.0,1.0,De Marcos,0.1,0.4,0.0,78500.0,"D(LR),M(CR)",70.6,34.2,7.02,0.0,0.4,2.7,180.0,Athletic Bilbao,1.8,0.8,76.0,6.0,4
2532,27.0,5.0,1.1,1.5,0.2,1.0,80.3,0.9,0.5,dk,1.1,0.8,31.0,2.0,5.0,1.4,1.1,LaLiga,0.5,2706.0,1.0,Daniel Wass,0.1,0.0,0.0,27254.0,"D(LR),M(CR)",80.3,42.4,6.87,0.0,1.4,1.4,181.0,Celta Vigo,2.8,1.2,74.0,3.0,4
135,29.0,0.0,0.0,0.0,0.0,2.0,91.9,1.0,1.0,kr,1.0,1.0,1.0,0.0,0.0,3.0,0.0,Bundesliga,1.0,90.0,0.0,Joo-Ho Park,0.0,2.0,0.0,66209.0,"D(L),DMC",91.9,37.0,7.68,0.0,0.0,6.0,176.0,Mainz 05,3.0,0.0,69.0,0.0,0
333,26.0,4.0,1.8,2.6,0.4,2.4,81.8,0.7,0.9,de,1.4,0.7,32.0,0.0,0.0,2.4,1.8,Bundesliga,1.0,2859.0,1.0,Jonas Hector,0.0,0.2,0.0,111307.0,"D(L),DMC",81.8,48.9,7.33,0.0,0.3,1.9,185.0,FC Cologne,2.4,0.7,75.0,3.0,0
459,29.0,0.0,0.4,1.0,0.0,1.4,84.9,0.6,1.4,kr,1.6,1.8,4.0,0.0,1.0,2.2,0.4,Bundesliga,0.2,310.0,0.0,Joo-Ho Park,0.0,0.2,0.0,66209.0,"D(L),DMC",84.9,42.4,6.79,0.0,0.6,1.6,176.0,Borussia Dortmund,0.8,0.6,69.0,0.0,0
1908,21.0,0.0,0.4,1.5,0.3,3.0,72.7,0.1,0.6,nl,0.5,1.2,20.0,1.0,4.0,3.2,0.4,PremierLeague,0.2,1875.0,1.0,Nathan Aké,0.0,0.3,0.0,122945.0,"D(L),DMC",72.7,25.4,7.15,1.0,0.7,3.3,180.0,Watford,1.3,0.8,75.0,4.0,3
2715,28.0,2.0,1.4,0.8,0.0,3.4,86.4,0.8,0.6,nl,1.6,1.4,5.0,0.0,0.0,1.6,1.4,Eredivisie,0.0,450.0,0.0,Rochdi Achenteh,0.0,0.8,0.0,44110.0,"D(L),DMC",86.4,56.0,7.22,0.0,0.8,1.0,177.0,Vitesse,7.0,0.2,70.0,0.0,5
2780,28.0,0.0,0.6,2.4,0.4,1.9,79.6,0.4,0.5,dk,0.8,1.9,6.0,0.0,2.0,2.4,0.6,Eredivisie,0.8,559.0,0.0,Kevin Conboy,0.1,0.8,0.0,25736.0,"D(L),DMC",79.6,30.0,6.55,1.0,0.4,0.8,185.0,FC Utrecht,2.5,0.9,77.0,1.0,5
2843,24.0,0.0,1.0,0.5,0.3,1.6,77.7,0.9,1.2,nl,1.3,1.1,27.0,1.0,4.0,1.7,1.0,Eredivisie,0.8,2348.0,1.0,Caner Cavlan,0.0,0.2,0.0,108283.0,"D(L),DMC",77.7,36.8,6.95,0.0,1.3,2.7,175.0,SC Heerenveen,3.6,1.2,70.0,3.0,5
2867,28.0,1.0,1.1,0.5,0.1,1.3,78.6,0.8,1.0,nl,1.3,1.5,13.0,0.0,0.0,3.4,1.1,Eredivisie,0.8,1102.0,1.0,Rochdi Achenteh,0.0,0.0,0.0,44110.0,"D(L),DMC",78.6,46.8,6.89,0.0,0.5,2.4,177.0,Willem II,4.3,1.3,70.0,3.0,5
3004,23.0,0.0,0.2,0.4,0.2,0.2,72.7,0.6,0.4,nl,0.4,0.4,3.0,0.0,2.0,0.0,0.2,Eredivisie,0.2,207.0,0.0,Yoëll van Nieff,0.0,0.0,0.0,122399.0,"D(L),DMC",72.7,15.4,6.11,0.0,0.2,0.4,180.0,Excelsior,2.0,0.0,78.0,0.0,5
3065,30.0,1.0,0.5,0.7,0.2,2.7,77.6,0.5,0.7,nl,1.0,1.2,21.0,0.0,2.0,2.2,0.5,Eredivisie,0.4,1698.0,0.0,Robbert Schilder,0.0,0.2,0.0,19902.0,"D(L),DMC",77.6,28.5,6.78,0.0,0.1,2.0,178.0,Twente,1.8,0.3,78.0,3.0,5
139,27.0,0.0,0.3,3.4,0.6,5.2,75.6,0.4,0.5,de,0.7,1.1,17.0,1.0,4.0,2.8,0.3,Bundesliga,0.0,1511.0,1.0,Leon Balogun,0.0,0.4,0.0,43362.0,D(CR),75.6,31.2,7.12,0.0,0.6,2.0,190.0,Mainz 05,2.2,0.4,88.0,4.0,0
140,24.0,2.0,0.2,3.4,0.7,5.2,79.1,0.1,0.6,de,0.5,1.6,29.0,1.0,1.0,3.0,0.2,Bundesliga,0.0,2635.0,0.0,Stefan Bell,0.0,0.8,1.0,83467.0,D(CR),79.1,52.0,7.11,0.0,0.8,1.4,192.0,Mainz 05,5.1,0.5,86.0,3.0,0
287,27.0,1.0,0.3,2.5,0.3,3.3,73.6,0.1,0.9,de,0.8,1.1,26.0,0.0,3.0,1.8,0.3,Bundesliga,0.0,2385.0,1.0,Daniel Schwaab,0.0,0.6,0.0,30993.0,D(CR),73.6,38.9,6.67,0.0,0.4,2.0,187.0,VfB Stuttgart,2.5,0.4,76.0,3.0,0
327,20.0,0.0,0.3,2.1,0.2,2.5,69.3,0.4,0.8,hr,0.7,1.0,11.0,0.0,4.0,2.1,0.3,Bundesliga,0.1,956.0,0.0,Tin Jedvaj,0.0,0.1,0.0,125095.0,D(CR),69.3,23.7,6.53,1.0,0.2,1.1,184.0,Bayer Leverkusen,1.4,0.7,84.0,5.0,0
339,24.0,2.0,0.2,2.3,1.0,4.9,77.3,0.0,0.8,dk,0.7,1.0,19.0,0.0,3.0,1.7,0.2,Bundesliga,0.0,1676.0,1.0,Frederik Sörensen,0.0,0.2,0.0,93459.0,D(CR),77.3,36.9,6.95,0.0,0.3,2.0,194.0,FC Cologne,3.7,0.2,88.0,5.0,0
371,26.0,0.0,0.1,2.6,0.1,2.8,82.7,0.0,0.4,de,1.1,0.7,8.0,0.0,4.0,1.9,0.1,Bundesliga,0.0,749.0,0.0,Tony Jantschke,0.0,0.5,0.0,35745.0,D(CR),82.7,48.1,6.62,0.0,0.3,2.0,177.0,Borussia M.Gladbach,2.4,0.1,74.0,2.0,0
450,28.0,0.0,0.1,3.6,0.4,2.7,88.8,0.4,0.4,gr,1.0,1.3,23.0,1.0,2.0,1.4,0.1,Bundesliga,0.0,2113.0,1.0,Sokratis,0.0,0.9,0.0,22210.0,D(CR),88.8,74.9,7.02,0.0,0.4,2.1,186.0,Borussia Dortmund,3.0,0.4,85.0,5.0,0
480,27.0,3.0,0.7,1.6,0.2,2.2,86.5,0.1,0.3,de,0.2,0.5,17.0,0.0,2.0,1.6,0.7,Bundesliga,0.2,1353.0,0.0,Jérôme Boateng,0.0,0.8,0.0,23589.0,D(CR),86.5,68.4,6.96,1.0,0.4,0.7,192.0,Bayern Munich,7.2,0.3,90.0,3.0,0
500,24.0,2.0,0.9,0.9,0.3,1.9,70.4,0.6,1.8,fr,0.5,1.0,22.0,0.0,2.0,2.6,0.9,Ligue1,0.8,1997.0,0.0,Alexandre Coeff,0.0,0.7,0.0,101737.0,D(CR),70.4,38.3,6.83,0.0,0.4,2.7,184.0,GFC Ajaccio,3.3,0.7,67.0,5.0,1
534,22.0,0.0,0.1,1.0,0.6,3.1,93.3,0.0,0.6,br,0.1,0.7,20.0,1.0,9.0,1.3,0.1,Ligue1,0.1,1920.0,0.0,Marquinhos,0.0,0.5,0.0,101949.0,D(CR),93.3,61.8,6.92,0.0,0.3,1.4,183.0,Paris Saint Germain,2.2,0.3,75.0,1.0,1
575,21.0,0.0,0.2,2.6,0.1,3.5,69.1,0.4,0.8,fr,1.3,1.5,19.0,0.0,1.0,2.2,0.2,Ligue1,0.2,1513.0,1.0,Alexander Djiku,0.0,0.5,0.0,121711.0,D(CR),69.1,27.1,7.03,1.0,0.1,3.1,182.0,SC Bastia,1.2,0.4,74.0,6.0,1
608,22.0,0.0,0.2,1.2,0.1,2.9,80.0,0.1,0.5,fr,0.4,0.9,11.0,0.0,0.0,2.0,0.2,Ligue1,0.3,920.0,0.0,Antoine Conte,0.0,0.5,0.0,124287.0,D(CR),80.0,38.6,6.69,0.0,0.8,1.7,179.0,Reims,2.3,0.4,72.0,4.0,1
633,26.0,0.0,0.1,2.5,0.5,4.0,79.6,0.2,0.5,sn,0.6,1.5,21.0,5.0,1.0,3.0,0.1,Ligue1,0.0,1860.0,1.0,Fallou Diagne,0.1,0.8,1.0,43031.0,D(CR),79.6,41.2,7.02,0.0,0.7,1.8,185.0,Rennes,4.1,0.3,80.0,7.0,1
638,25.0,0.0,0.3,1.2,0.6,3.5,82.7,0.2,0.5,pt,1.4,1.2,21.0,0.0,1.0,2.3,0.3,Ligue1,0.2,1853.0,0.0,Pedro Mendes,0.0,0.6,0.0,67474.0,D(CR),82.7,40.6,6.84,0.0,0.4,1.6,187.0,Rennes,2.7,0.6,78.0,5.0,1
682,29.0,0.0,0.0,1.3,0.4,4.2,77.7,0.1,0.2,ci,0.3,1.2,13.0,1.0,5.0,1.9,0.0,Ligue1,0.0,1236.0,0.0,Benjamin Angoua,0.0,0.3,0.0,29414.0,D(CR),77.7,24.9,6.47,0.0,0.2,1.2,183.0,Guingamp,1.2,0.3,72.0,4.0,1
701,29.0,0.0,0.1,0.9,0.5,4.0,83.5,0.2,0.7,fr,0.3,0.7,34.0,1.0,0.0,1.9,0.1,Ligue1,0.1,2960.0,0.0,Ismael Traoré,0.0,0.4,0.0,27356.0,D(CR),83.5,32.1,6.66,1.0,0.3,1.5,184.0,Angers,2.5,0.4,89.0,2.0,1
760,27.0,0.0,0.0,1.4,0.4,3.2,89.1,0.3,0.5,fr,1.3,1.2,27.0,2.0,0.0,2.9,0.0,Ligue1,0.0,2353.0,1.0,Mapou Yanga-Mbiwa,0.1,0.9,1.0,34190.0,D(CR),89.1,62.9,6.95,0.0,0.3,1.7,184.0,Lyon,3.7,0.3,77.0,4.0,1
866,28.0,0.0,0.0,4.1,0.4,5.5,88.4,0.2,0.4,fr,0.8,0.7,29.0,0.0,1.0,2.3,0.0,Ligue1,0.0,2584.0,3.0,Paul Baysse,0.2,0.3,0.0,27756.0,D(CR),88.4,55.6,7.2,1.0,0.4,1.5,187.0,Nice,2.8,0.1,85.0,2.0,1
871,28.0,0.0,0.2,1.5,0.4,2.9,87.5,0.2,0.5,fr,0.6,0.9,10.0,1.0,4.0,2.5,0.2,Ligue1,0.1,1007.0,1.0,Romain Genevois,0.1,0.1,1.0,34218.0,D(CR),87.5,47.4,6.97,0.0,0.1,2.5,182.0,Nice,2.8,0.7,79.0,4.0,1
907,24.0,0.0,0.1,2.8,0.7,4.3,84.9,0.2,0.1,fr,0.7,0.9,25.0,1.0,3.0,2.1,0.1,Ligue1,0.0,2320.0,1.0,Adama Soumaoro,0.1,0.4,0.0,11895.0,D(CR),84.9,32.4,6.99,0.0,0.4,1.1,187.0,Lille,1.0,0.3,93.0,6.0,1
1001,23.0,0.0,0.2,0.7,0.4,2.6,81.0,0.4,0.3,bf,0.8,1.1,16.0,0.0,3.0,2.4,0.2,Ligue1,0.1,1447.0,0.0,Steeve Yago,0.0,0.4,1.0,109943.0,D(CR),81.0,26.1,6.68,1.0,0.1,2.6,180.0,Toulouse,1.2,0.4,72.0,3.0,1
1026,21.0,0.0,0.2,1.5,0.5,4.0,78.7,0.4,0.6,fr,0.5,0.9,29.0,0.0,1.0,3.1,0.2,Ligue1,0.2,2507.0,0.0,Frederic Guilbert,0.0,0.7,1.0,260493.0,D(CR),78.7,35.3,6.93,0.0,0.3,2.1,178.0,Bordeaux,2.2,0.4,70.0,4.0,1
1056,29.0,0.0,0.3,1.4,0.2,2.3,88.7,0.3,0.5,ar,1.0,1.6,26.0,1.0,4.0,2.3,0.3,SerieA,0.1,2436.0,0.0,Facundo Roncaglia,0.0,0.6,0.0,38277.0,D(CR),88.7,57.9,6.97,0.0,0.4,2.9,179.0,Fiorentina,2.6,0.3,76.0,9.0,2
1058,28.0,0.0,0.3,1.6,0.3,2.5,87.1,0.0,0.5,rs,0.7,1.3,19.0,0.0,5.0,1.7,0.3,SerieA,0.1,1672.0,0.0,Nenad Tomovic,0.0,0.6,0.0,42860.0,D(CR),87.1,52.7,6.8,0.0,0.3,1.6,184.0,Fiorentina,1.3,0.3,79.0,5.0,2
1151,25.0,0.0,0.3,1.0,0.4,2.5,79.8,0.2,0.5,si,0.4,2.0,22.0,1.0,0.0,1.4,0.3,SerieA,0.3,1843.0,0.0,Aljaz Struna,0.0,0.5,0.0,73395.0,D(CR),79.8,33.3,6.5,1.0,0.3,2.0,188.0,Palermo,1.6,0.5,81.0,10.0,2
1213,29.0,0.0,0.0,2.1,0.8,3.6,77.1,0.1,0.5,fr,0.4,0.8,7.0,0.0,1.0,2.0,0.0,SerieA,0.0,651.0,0.0,Modibo Diakité,0.0,0.4,0.0,24895.0,D(CR),77.1,27.9,6.54,0.0,0.1,1.1,192.0,Sampdoria,1.1,0.4,84.0,4.0,2
1261,31.0,1.0,0.3,2.3,0.4,4.8,,0.2,0.7,it,0.5,1.5,28.0,3.0,1.0,3.0,0.3,SerieA,,2542.0,1.0,Luca Rossettini,0.0,0.5,0.0,31302.0,D(CR),76.2,40.3,6.89,0.0,0.5,2.0,187.0,Bologna,,0.3,81.0,5.0,2
1356,23.0,0.0,0.2,1.5,0.3,3.2,86.8,0.3,0.3,de,0.5,1.2,29.0,2.0,1.0,1.5,0.2,SerieA,0.0,2634.0,0.0,Antonio Rüdiger,0.0,0.8,0.0,104010.0,D(CR),86.8,51.3,6.82,0.0,0.6,1.5,190.0,Roma,3.5,0.4,85.0,4.0,2
1382,30.0,1.0,0.4,0.8,0.2,3.9,76.3,0.1,0.9,it,0.6,0.9,27.0,0.0,2.0,3.0,0.4,SerieA,0.3,2401.0,0.0,Andrea Masiello,0.1,0.5,0.0,14157.0,D(CR),76.3,36.4,6.84,0.0,0.1,1.4,185.0,Atalanta,4.2,0.2,75.0,7.0,2
1409,34.0,0.0,0.3,1.0,0.4,4.0,72.8,0.2,0.8,it,0.9,0.9,26.0,1.0,1.0,3.2,0.3,SerieA,0.3,2404.0,3.0,Cristian Zaccardo,0.3,0.4,0.0,2796.0,D(CR),72.8,28.3,6.99,0.0,0.6,2.5,184.0,Carpi,1.7,0.1,77.0,4.0,2
1478,27.0,0.0,0.1,1.6,0.6,3.7,77.9,0.3,0.5,fr,0.9,1.2,10.0,0.0,5.0,2.2,0.1,SerieA,0.0,1075.0,0.0,Thomas Heurtaux,0.0,0.3,0.0,77929.0,D(CR),77.9,24.7,6.68,0.0,0.1,1.4,184.0,Udinese,1.1,0.5,78.0,4.0,2
1560,29.0,0.0,0.2,3.0,1.3,5.4,73.0,0.0,0.4,fr,0.8,1.3,18.0,1.0,0.0,2.2,0.2,SerieA,0.0,1620.0,0.0,Modibo Diakité,0.1,0.4,0.0,24895.0,D(CR),73.0,26.7,6.7,0.0,0.4,1.3,192.0,Frosinone,1.9,0.4,84.0,4.0,2
