,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,goals,inter,keyp,league,longb,name,off,offsides,owng,position,ps_x,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
514,28.0,0.0,0.1,0.0,0.0,0.0,74.7,0.2,0.7,0.4,0.6,0.0,0.0,0.1,Ligue1,0.0,Amine Chermiti,0.1,0.0,0.0,FW,74.7,0.0,0.7,0.7,176.0,GFC Ajaccio,0.0,0.8,68.0,0.0
516,34.0,13.0,1.5,1.4,0.1,0.9,78.9,1.7,0.4,1.1,0.9,38.0,0.2,1.5,Ligue1,0.0,Zlatan Ibrahimovic,1.6,0.0,0.0,FW,78.9,0.0,5.0,0.5,195.0,Paris Saint Germain,1.6,2.2,95.0,1.0
563,25.0,0.0,0.6,0.8,0.0,0.7,72.9,1.9,0.0,1.4,1.0,3.0,0.0,0.6,Ligue1,0.2,Robert Beric,0.9,0.0,0.0,FW,72.9,0.0,1.6,0.7,188.0,Saint-Etienne,0.2,2.5,83.0,1.0
568,28.0,2.0,0.9,1.2,0.1,0.5,69.1,0.8,0.1,1.1,1.7,2.0,0.0,0.9,Ligue1,0.0,Alexander Søderlund,0.4,0.0,0.0,FW,69.1,0.0,1.5,0.3,187.0,Saint-Etienne,0.1,1.9,86.0,1.0
571,19.0,2.0,0.5,0.1,0.0,0.1,76.6,1.0,0.3,0.1,1.1,1.0,0.1,0.5,Ligue1,0.1,Neal Maupay,0.4,0.0,0.0,FW,76.6,0.0,0.9,0.3,173.0,Saint-Etienne,0.2,1.4,73.0,3.0
590,36.0,2.0,0.4,4.9,0.0,0.5,53.4,1.3,0.6,1.6,1.7,3.0,0.2,0.4,Ligue1,0.0,Brandão,0.7,0.0,0.0,FW,53.4,1.0,1.0,0.4,189.0,SC Bastia,0.1,1.8,78.0,2.0
618,20.0,2.0,0.6,1.0,0.0,0.3,68.2,1.7,0.4,0.8,1.2,3.0,0.1,0.6,Ligue1,0.2,Grejohn Kyei,0.2,0.0,0.0,FW,68.2,0.0,1.2,0.3,187.0,Reims,0.3,2.1,84.0,3.0
623,27.0,0.0,0.6,1.3,0.0,0.3,67.9,2.1,0.3,1.1,1.2,3.0,0.2,0.6,Ligue1,0.1,David Ngog,0.3,0.0,0.0,FW,67.9,0.0,1.4,0.6,190.0,Reims,0.4,2.3,76.0,1.0
646,27.0,7.0,0.9,1.9,0.1,0.3,74.5,1.5,0.4,1.1,1.7,7.0,0.4,0.9,Ligue1,0.0,Giovanni Sio,0.9,0.0,0.0,FW,74.5,2.0,2.1,0.6,180.0,Rennes,0.4,2.5,70.0,8.0
661,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,0.0,Mouhamadou Habib Habibou,0.0,0.0,0.0,FW,0.0,0.0,0.0,0.0,192.0,Rennes,0.0,0.0,85.0,0.0
676,26.0,1.0,0.5,3.6,0.0,0.2,58.4,0.7,0.1,1.0,1.0,7.0,0.1,0.5,Ligue1,0.1,Sloan Privat,0.4,0.0,0.0,FW,58.4,0.0,1.4,0.1,186.0,Guingamp,0.1,0.9,85.0,3.0
684,29.0,0.0,0.4,1.1,0.0,0.3,73.9,1.3,0.1,0.7,0.5,4.0,0.1,0.4,Ligue1,0.1,Mevlüt Erdinc,0.7,0.0,0.0,FW,73.9,0.0,1.2,0.3,181.0,Guingamp,0.3,1.6,84.0,0.0
689,27.0,0.0,0.3,1.5,0.0,0.2,62.6,0.8,0.4,0.5,0.9,0.0,0.1,0.3,Ligue1,0.0,Mana Dembele,0.5,0.0,0.0,FW,62.6,0.0,1.0,0.5,180.0,Guingamp,0.2,0.8,70.0,2.0
708,22.0,2.0,0.3,1.3,0.0,0.1,66.2,1.4,0.4,0.8,1.3,2.0,0.2,0.3,Ligue1,0.0,Mohamed Yattara,0.5,0.1,0.0,FW,66.2,0.0,1.0,1.1,185.0,Angers,0.0,1.9,76.0,2.0
713,28.0,0.0,0.3,0.3,0.0,0.0,73.6,0.7,0.3,0.5,0.4,1.0,0.0,0.3,Ligue1,0.0,Goran Karanoviç,0.3,0.0,0.0,FW,73.6,0.0,0.5,0.3,185.0,Angers,0.1,1.3,78.0,0.0
733,32.0,0.0,0.7,1.0,0.1,1.2,68.7,2.7,0.4,0.7,0.8,4.0,0.4,0.7,Ligue1,0.0,Vágner Love,0.7,0.0,0.0,FW,68.7,0.0,2.0,0.7,172.0,Monaco,0.7,2.5,72.0,1.0
738,25.0,2.0,0.3,3.2,0.0,0.9,66.0,0.9,0.3,0.6,1.2,4.0,0.2,0.3,Ligue1,0.0,Guido Carrillo,0.4,0.0,1.0,FW,66.0,0.0,1.4,0.3,191.0,Monaco,0.3,1.0,87.0,3.0
745,26.0,1.0,0.5,2.2,0.0,0.5,55.6,1.7,0.2,0.8,1.7,3.0,0.2,0.5,Ligue1,0.1,Lacina Traoré,0.5,0.0,0.0,FW,55.6,1.0,0.9,0.4,203.0,Monaco,0.3,1.9,87.0,3.0
800,30.0,2.0,0.4,1.6,0.0,0.3,71.9,1.4,0.6,0.9,1.4,4.0,0.2,0.4,Ligue1,0.0,Mustapha Yatabaré,0.7,0.0,0.0,FW,71.9,0.0,1.2,0.6,186.0,Montpellier,0.3,2.0,70.0,3.0
813,24.0,2.0,1.1,4.4,0.0,0.2,58.3,2.2,0.6,2.1,2.3,12.0,0.3,1.1,Ligue1,0.4,Andy Delort,1.1,0.0,0.0,FW,58.3,0.0,3.9,0.9,182.0,Caen,0.6,3.0,82.0,5.0
849,26.0,0.0,0.5,4.5,0.1,1.5,72.0,1.7,0.5,1.0,1.6,3.0,0.2,0.5,Ligue1,0.1,Kolbeinn Sigthorsson,0.3,0.0,0.0,FW,72.0,1.0,1.3,0.6,186.0,Nantes,0.3,1.7,84.0,4.0
850,25.0,3.0,1.0,1.8,0.1,0.6,69.1,2.2,0.8,1.3,1.6,6.0,0.4,1.0,Ligue1,0.0,Emiliano Sala,0.8,0.0,0.0,FW,69.1,0.0,2.0,1.0,187.0,Nantes,0.4,2.5,75.0,3.0
898,28.0,4.0,0.7,3.8,0.2,0.9,70.9,1.5,0.4,2.5,2.1,6.0,0.4,0.7,Ligue1,0.0,Eder,0.8,0.0,0.0,FW,70.9,0.0,2.4,0.4,188.0,Lille,0.2,3.9,81.0,1.0
917,23.0,3.0,0.6,1.3,0.1,0.5,75.9,1.7,0.2,0.8,1.5,0.0,0.3,0.6,Ligue1,0.1,Junior Tallo,0.7,0.0,0.0,FW,75.9,0.0,1.5,0.1,185.0,Lille,0.2,2.1,77.0,2.0
918,21.0,0.0,0.2,3.5,0.0,0.9,55.7,1.0,0.4,1.0,0.8,0.0,0.5,0.2,Ligue1,0.0,Baptiste Guillaume,0.5,0.1,0.0,FW,55.7,0.0,0.8,0.5,189.0,Lille,0.1,2.1,77.0,1.0
951,24.0,1.0,0.6,2.1,0.0,0.4,73.8,1.9,0.6,1.1,1.3,7.0,0.3,0.6,Ligue1,0.0,Benjamin Jeannot,0.5,0.0,0.0,FW,73.8,0.0,2.2,0.6,183.0,Lorient,0.9,2.2,76.0,4.0
968,22.0,9.0,0.8,0.8,0.1,0.3,74.9,2.6,0.6,1.1,1.8,17.0,0.2,0.8,Ligue1,0.0,Michy Batshuayi,1.3,0.0,0.0,FW,74.9,0.0,3.4,0.4,185.0,Marseille,0.3,2.4,78.0,8.0
972,29.0,2.0,1.3,3.8,0.3,0.9,73.3,0.8,0.8,1.3,1.4,2.0,0.1,1.3,Ligue1,0.1,Steven Fletcher,0.2,0.0,0.0,FW,73.3,0.0,1.6,0.3,186.0,Marseille,0.4,1.3,76.0,1.0
1009,24.0,1.0,0.3,0.7,0.1,0.1,65.4,0.7,0.3,0.7,0.7,2.0,0.0,0.3,Ligue1,0.0,Aleksandar Pesic,0.3,0.0,0.0,FW,65.4,1.0,0.6,0.3,190.0,Toulouse,0.0,0.9,87.0,0.0
1025,28.0,4.0,0.6,3.3,0.0,1.1,64.8,1.4,0.3,1.2,0.9,10.0,0.3,0.6,Ligue1,0.0,Cheick Diabaté,1.5,0.0,0.0,FW,64.8,1.0,1.7,0.0,194.0,Bordeaux,0.2,1.5,88.0,0.0
1035,21.0,4.0,0.6,2.9,0.0,0.5,73.3,1.3,0.1,0.7,1.4,3.0,0.2,0.6,Ligue1,0.1,Enzo Crivelli,0.2,0.0,0.0,FW,73.3,1.0,1.0,0.4,184.0,Bordeaux,0.2,1.5,82.0,8.0
1044,23.0,0.0,0.3,1.4,0.0,0.0,73.7,0.9,0.7,0.4,0.9,0.0,0.3,0.3,Ligue1,0.0,Isaac Thelin,1.0,0.0,0.0,FW,73.7,0.0,0.9,0.6,189.0,Bordeaux,0.0,1.6,83.0,0.0
1062,28.0,3.0,0.5,1.0,0.1,0.3,78.8,1.5,0.4,2.3,1.4,12.0,0.1,0.5,SerieA,0.0,Nikola Kalinic,1.0,0.0,0.0,FW,78.8,0.0,2.0,0.3,187.0,Fiorentina,0.1,1.7,80.0,5.0
1065,23.0,1.0,0.3,0.7,0.0,0.3,70.3,0.9,0.1,0.9,1.3,5.0,0.2,0.3,SerieA,0.1,Khouma Babacar,0.3,0.1,0.0,FW,70.3,0.0,1.7,0.6,184.0,Fiorentina,0.1,1.1,68.0,2.0
1071,29.0,2.0,0.7,0.1,0.0,0.0,77.7,1.0,0.3,0.7,0.5,0.0,0.1,0.7,SerieA,0.1,Giuseppe Rossi,0.2,0.0,0.0,FW,77.7,0.0,1.5,0.5,173.0,Fiorentina,0.2,0.7,72.0,1.0
1085,38.0,7.0,0.8,1.6,0.0,0.6,66.4,0.6,0.1,0.8,1.0,7.0,0.5,0.8,SerieA,0.1,Miroslav Klose,0.3,0.0,0.0,FW,66.4,0.0,1.3,0.4,184.0,Lazio,0.3,1.0,84.0,3.0
1098,28.0,2.0,0.4,1.2,0.0,0.7,71.6,0.6,0.6,0.9,0.8,3.0,0.4,0.4,SerieA,0.0,Filip Djordjevic,0.5,0.0,0.0,FW,71.6,1.0,0.8,0.4,186.0,Lazio,0.3,1.2,80.0,1.0
1099,31.0,1.0,0.4,0.2,0.0,0.3,66.5,1.2,0.0,0.8,0.7,4.0,0.1,0.4,SerieA,0.2,Alessandro Matri,0.7,0.0,0.0,FW,66.5,1.0,0.6,0.1,183.0,Lazio,0.3,1.4,80.0,1.0
1113,39.0,0.0,0.6,2.2,0.1,0.5,55.0,1.5,0.4,2.8,1.9,6.0,0.2,0.6,SerieA,0.1,Luca Toni,0.7,0.0,0.0,FW,55.0,0.0,2.6,0.2,196.0,Verona,0.1,2.0,88.0,3.0
1125,31.0,1.0,0.4,1.4,0.1,0.4,67.6,1.3,0.2,2.0,1.2,6.0,0.1,0.4,SerieA,0.0,Giampaolo Pazzini,0.5,0.0,0.0,FW,67.6,0.0,2.6,0.2,180.0,Verona,0.2,1.3,77.0,5.0
1150,33.0,2.0,0.6,2.2,0.1,0.5,72.6,1.5,0.2,1.3,1.4,10.0,0.0,0.6,SerieA,0.0,Alberto Gilardino,1.4,0.0,0.0,FW,72.6,0.0,1.5,0.2,184.0,Palermo,0.1,2.3,79.0,4.0
1159,22.0,1.0,0.1,0.1,0.0,0.4,75.6,1.1,0.2,0.4,0.9,2.0,0.1,0.1,SerieA,0.0,Uros Djurdjevic,0.3,0.0,0.0,FW,75.6,0.0,0.6,0.4,182.0,Palermo,0.1,0.9,82.0,2.0
1174,29.0,2.0,1.1,0.7,0.0,0.6,73.0,1.6,0.3,0.6,0.8,18.0,0.3,1.1,SerieA,0.1,Carlos Bacca,1.4,0.1,0.0,FW,73.0,0.0,2.0,0.3,181.0,AC Milan,0.6,2.0,77.0,2.0
1181,25.0,1.0,1.2,0.5,0.1,0.2,72.4,1.0,0.2,2.0,1.3,1.0,0.1,1.2,SerieA,1.1,Mario Balotelli,0.2,0.0,0.0,FW,72.4,0.0,2.2,0.5,189.0,AC Milan,0.7,1.4,88.0,6.0
1184,29.0,3.0,0.7,1.3,0.0,0.2,77.6,0.5,0.2,1.3,1.1,4.0,0.3,0.7,SerieA,0.0,Luiz Adriano,0.3,0.0,0.0,FW,77.6,0.0,1.0,0.4,182.0,AC Milan,0.6,1.2,71.0,4.0
1204,33.0,0.0,0.7,0.7,0.1,1.3,69.6,1.3,0.7,1.2,1.1,3.0,0.3,0.7,SerieA,0.4,Fabio Quagliarella,1.6,0.0,0.0,FW,69.6,0.0,3.1,0.6,180.0,Sampdoria,1.1,2.0,79.0,1.0
1227,24.0,0.0,0.0,0.2,0.0,0.0,25.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,SerieA,0.0,Alejandro Rodriguez,0.0,0.0,0.0,FW,25.0,0.0,0.0,0.0,180.0,Sampdoria,0.0,0.3,77.0,0.0
1231,22.0,4.0,0.8,1.5,0.1,0.3,76.7,1.2,0.5,2.9,1.9,12.0,0.4,0.8,SerieA,0.1,Andrea Belotti,0.8,0.0,0.0,FW,76.7,0.0,2.0,1.4,173.0,Torino,0.4,1.7,72.0,4.0
1239,26.0,2.0,1.4,0.9,0.1,0.2,70.9,1.4,0.5,1.3,1.5,5.0,0.0,1.4,SerieA,0.3,Ciro Immobile,0.6,0.0,0.0,FW,70.9,0.0,2.7,0.4,181.0,Torino,1.1,2.7,85.0,2.0
1244,33.0,0.0,0.5,1.0,0.1,0.4,67.8,1.3,0.9,1.6,1.5,5.0,0.1,0.5,SerieA,0.1,Fabio Quagliarella,1.2,0.0,0.0,FW,67.8,0.0,3.0,0.7,180.0,Torino,1.2,1.9,79.0,0.0
1248,23.0,1.0,0.7,0.6,0.0,0.0,83.1,0.3,0.3,0.7,0.9,3.0,0.2,0.7,SerieA,0.0,Josef Martínez,0.6,0.0,0.0,FW,83.1,0.0,1.7,0.5,172.0,Torino,0.3,0.6,68.0,0.0
1250,32.0,2.0,0.4,0.5,0.0,0.1,66.2,1.0,0.2,0.5,2.2,4.0,0.0,0.4,SerieA,0.0,Maxi López,0.2,0.0,0.0,FW,66.2,0.0,1.0,0.5,189.0,Torino,0.2,0.9,83.0,2.0
1254,36.0,0.0,1.0,1.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,SerieA,0.0,Amauri,2.0,0.0,0.0,FW,75.0,0.0,0.0,0.0,186.0,Torino,0.0,1.0,83.0,0.0
1270,25.0,3.0,0.4,1.9,0.1,1.0,,1.8,0.2,1.8,1.6,8.0,0.3,0.4,SerieA,,Mattia Destro,1.1,0.0,0.0,FW,64.1,0.0,2.4,0.7,178.0,Bologna,,3.1,72.0,9.0
1276,34.0,1.0,0.7,1.4,0.0,0.8,,1.6,0.3,1.4,1.3,2.0,0.3,0.7,SerieA,,Sergio Floccari,0.4,0.0,0.0,FW,82.2,0.0,1.4,0.3,180.0,Bologna,,2.1,80.0,0.0
1282,31.0,0.0,0.4,0.4,0.1,0.3,,0.1,0.4,0.8,0.2,1.0,0.0,0.4,SerieA,,Matteo Mancosu,1.2,0.0,0.0,FW,69.8,0.0,0.2,0.2,182.0,Bologna,,0.6,75.0,0.0
1285,28.0,0.0,0.2,1.2,0.2,0.3,,0.2,0.3,0.3,0.0,0.0,0.2,0.2,SerieA,,Robert Acquafresca,0.2,0.0,0.0,FW,67.9,0.0,0.5,0.2,184.0,Bologna,,0.2,67.0,0.0
1290,34.0,0.0,0.6,1.3,0.0,0.6,82.5,2.1,0.4,1.4,1.7,4.0,0.1,0.6,SerieA,0.1,Sergio Floccari,0.9,0.0,0.0,FW,82.5,0.0,2.9,1.0,180.0,Sassuolo,0.7,1.9,80.0,1.0
1310,24.0,1.0,0.6,1.0,0.0,0.2,75.0,1.2,0.3,1.2,1.1,2.0,0.2,0.6,SerieA,0.1,Diego Falcinelli,0.3,0.0,0.0,FW,75.0,0.0,1.0,0.5,186.0,Sassuolo,0.1,1.4,75.0,1.0
1314,22.0,9.0,2.1,0.1,0.1,0.0,84.9,2.3,1.0,2.1,0.6,19.0,0.4,2.1,SerieA,1.5,Paulo Dybala,0.5,0.0,0.0,FW,84.9,0.0,3.1,0.4,176.0,Juventus,1.7,1.9,73.0,1.0
1319,30.0,4.0,1.0,2.4,0.2,0.7,70.6,1.0,0.7,1.1,1.9,10.0,0.4,1.0,SerieA,0.1,Mario Mandzukic,0.4,0.0,0.0,FW,70.6,0.0,1.4,1.3,190.0,Juventus,0.4,1.1,85.0,5.0
1336,24.0,0.0,0.3,0.9,0.1,0.2,75.9,0.7,0.3,0.6,1.4,5.0,0.3,0.3,SerieA,0.1,Simone Zaza,0.7,0.1,0.0,FW,75.9,1.0,1.6,0.3,186.0,Juventus,0.2,1.3,83.0,6.0
1339,31.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA,0.0,Fernando Llorente,0.0,0.0,0.0,FW,50.0,0.0,0.0,0.0,195.0,Juventus,0.0,1.0,90.0,0.0
1353,30.0,6.0,0.7,3.3,0.1,0.7,66.4,1.8,0.3,1.5,1.4,8.0,0.1,0.7,SerieA,0.0,Edin Dzeko,0.4,0.0,0.0,FW,66.4,1.0,2.7,0.4,193.0,Roma,0.6,1.9,84.0,4.0
1384,32.0,2.0,1.1,2.8,0.1,1.1,68.4,1.0,0.6,1.7,2.1,5.0,0.4,1.1,SerieA,0.2,Mauricio Pinilla,0.8,0.1,0.0,FW,68.4,1.0,2.1,0.9,187.0,Atalanta,0.7,2.0,78.0,8.0
1389,34.0,1.0,1.1,2.9,0.1,0.6,70.7,1.2,0.1,1.2,1.4,4.0,0.1,1.1,SerieA,0.0,Germán Denis,0.1,0.0,0.0,FW,70.7,0.0,1.3,0.4,183.0,Atalanta,0.3,1.4,78.0,0.0
1393,34.0,1.0,0.6,1.3,0.1,0.8,79.6,1.3,0.1,0.9,1.8,4.0,0.4,0.6,SerieA,0.1,Marco Borriello,0.5,0.1,0.0,FW,79.6,0.0,1.7,0.2,180.0,Atalanta,0.5,1.4,73.0,3.0
1412,34.0,3.0,1.0,1.6,0.1,0.7,80.8,1.3,0.1,1.0,1.7,4.0,0.3,1.0,SerieA,0.3,Marco Borriello,1.0,0.0,0.0,FW,80.8,1.0,2.5,1.0,180.0,Carpi,0.7,2.0,73.0,1.0
1427,23.0,2.0,1.0,2.3,0.2,1.3,66.4,1.1,0.2,1.8,1.5,2.0,0.3,1.0,SerieA,0.2,Jerry Mbakogu,0.9,0.0,0.0,FW,66.4,0.0,1.4,0.6,185.0,Carpi,0.2,2.5,78.0,2.0
1434,23.0,2.0,0.6,1.5,0.0,0.5,61.7,0.6,0.3,0.5,1.1,5.0,0.3,0.6,SerieA,0.1,Kevin Lasagna,0.4,0.0,0.0,FW,61.7,0.0,1.2,0.4,186.0,Carpi,0.1,1.5,80.0,1.0
1438,31.0,0.0,0.5,1.3,0.1,0.8,62.9,0.3,0.2,0.8,0.8,1.0,0.3,0.5,SerieA,0.0,Matteo Mancosu,0.6,0.0,0.0,FW,62.9,0.0,0.8,0.3,182.0,Carpi,0.1,0.7,75.0,2.0
1447,23.0,4.0,1.0,1.4,0.1,1.0,73.0,0.5,0.3,1.2,0.6,16.0,0.2,1.0,SerieA,0.2,Mauro Icardi,0.5,0.0,0.0,FW,73.0,0.0,1.7,0.1,181.0,Inter,0.4,1.5,75.0,1.0
1481,25.0,2.0,0.5,2.1,0.1,0.6,67.2,1.4,0.2,1.8,1.7,8.0,0.4,0.5,SerieA,0.2,Duván Zapata,0.4,0.0,0.0,FW,67.2,0.0,2.1,0.2,189.0,Udinese,0.2,2.6,80.0,5.0
1490,38.0,4.0,1.0,0.3,0.0,0.0,72.9,0.3,0.2,0.5,0.1,2.0,0.1,1.0,SerieA,0.6,Antonio Di Natale,0.7,0.0,0.0,FW,72.9,0.0,1.4,0.1,170.0,Udinese,0.7,0.8,70.0,0.0
1492,20.0,0.0,0.3,0.7,0.1,0.3,64.6,0.9,0.4,0.9,1.2,2.0,0.2,0.3,SerieA,0.1,Stipe Perica,0.2,0.0,0.0,FW,64.6,0.0,1.4,0.1,192.0,Udinese,0.0,1.7,76.0,1.0
1508,30.0,7.0,1.0,3.2,0.1,0.4,63.1,1.0,1.0,2.1,1.8,5.0,0.4,1.0,SerieA,0.4,Riccardo Meggiorini,0.8,0.0,0.0,FW,63.1,1.0,1.5,0.7,183.0,Chievo,0.2,1.2,75.0,8.0
1514,26.0,2.0,0.6,0.3,0.1,0.1,68.5,1.5,0.5,1.0,1.5,8.0,0.3,0.6,SerieA,0.0,Alberto Paloschi,1.2,0.0,0.0,FW,68.5,0.0,2.0,0.5,175.0,Chievo,0.3,1.7,68.0,1.0
1520,24.0,1.0,0.4,1.8,0.0,0.4,69.3,1.5,0.3,1.6,1.7,3.0,0.3,0.4,SerieA,0.1,Roberto Inglese,0.9,0.0,0.0,FW,69.3,0.0,1.3,0.6,187.0,Chievo,0.2,1.9,75.0,3.0
1521,37.0,0.0,0.7,1.1,0.0,0.2,71.9,0.6,0.4,1.3,0.5,5.0,0.1,0.7,SerieA,0.0,Sergio Pellissier,0.9,0.0,0.0,FW,71.9,0.0,1.2,0.2,176.0,Chievo,0.2,1.3,75.0,2.0
1533,36.0,5.0,1.0,0.6,0.1,0.7,71.2,2.1,0.7,1.4,1.2,13.0,0.1,1.0,SerieA,0.2,Massimo Maccarone,0.9,0.0,0.0,FW,71.2,0.0,2.2,0.7,180.0,Empoli,0.2,1.2,73.0,4.0
1538,25.0,3.0,1.2,0.1,0.0,0.1,83.1,2.0,0.9,1.5,1.2,6.0,0.5,1.2,SerieA,0.2,Manuel Pucciarelli,0.4,0.0,0.0,FW,83.1,0.0,1.5,1.0,180.0,Empoli,0.2,1.8,76.0,2.0
1549,22.0,0.0,0.3,0.1,0.0,0.1,73.9,1.8,0.2,0.9,1.3,1.0,0.3,0.3,SerieA,0.1,Marko Livaja,0.3,0.1,0.0,FW,73.9,0.0,0.9,0.1,182.0,Empoli,0.1,1.3,81.0,7.0
1551,26.0,0.0,0.2,0.6,0.0,0.1,75.6,1.1,0.2,0.1,0.9,0.0,0.0,0.2,SerieA,0.0,Levan Mchedlidze,0.1,0.0,0.0,FW,75.6,1.0,0.9,0.3,187.0,Empoli,0.2,1.0,83.0,2.0
1563,30.0,1.0,1.1,2.7,0.2,1.3,62.1,1.0,0.4,1.4,1.5,9.0,0.2,1.1,SerieA,0.0,Daniel Ciofani,1.1,0.1,0.0,FW,62.1,0.0,2.1,0.3,192.0,Frosinone,0.2,2.0,85.0,1.0
1579,24.0,1.0,0.2,0.2,0.0,0.0,61.4,0.4,0.3,0.3,0.7,0.0,0.1,0.2,SerieA,0.0,Samuele Longo,0.2,0.0,0.0,FW,61.4,0.0,0.6,0.2,185.0,Frosinone,0.1,0.7,75.0,2.0
1580,23.0,0.0,0.2,0.5,0.0,0.0,80.6,1.2,1.7,2.3,2.0,0.0,0.0,0.2,SerieA,0.0,Nicolás Castillo,0.0,0.0,0.0,FW,80.6,0.0,1.7,0.7,177.0,Frosinone,0.7,2.5,76.0,1.0
1585,27.0,3.0,0.9,4.6,0.2,0.6,69.6,1.2,0.2,1.4,3.0,14.0,0.2,0.9,SerieA,0.0,Leonardo Pavoletti,1.0,0.0,0.0,FW,69.6,1.0,2.7,0.6,188.0,Genoa,0.6,2.0,85.0,3.0
1607,27.0,0.0,0.6,2.4,0.0,0.1,60.8,1.3,0.6,0.4,2.0,0.0,0.1,0.6,SerieA,0.1,Tim Matavz,1.1,0.0,0.0,FW,60.8,0.0,1.4,0.3,188.0,Genoa,0.1,1.0,81.0,0.0
1611,28.0,2.0,1.5,0.3,0.1,0.4,78.1,1.9,0.5,1.0,0.9,36.0,0.3,1.5,SerieA,0.1,Gonzalo Higuaín,0.9,0.0,0.0,FW,78.1,1.0,5.2,0.5,184.0,Napoli,1.3,1.7,79.0,1.0
1636,23.0,6.0,1.4,2.5,0.1,0.1,72.7,2.5,0.2,0.7,0.8,18.0,0.0,1.4,PremierLeague,0.2,Romelu Lukaku,0.4,0.0,0.0,FW,72.7,0.0,3.2,0.4,190.0,Everton,0.6,2.2,94.0,3.0
1661,26.0,0.0,0.6,0.4,0.0,0.0,76.7,0.4,0.4,0.6,0.4,0.0,0.6,0.6,PremierLeague,0.4,Oumar Niasse,0.0,0.0,0.0,FW,76.7,0.0,0.4,0.8,182.0,Everton,0.2,0.8,82.0,0.0
1667,30.0,6.0,1.2,3.7,0.0,1.0,66.1,2.1,0.1,0.9,1.3,11.0,0.3,1.2,PremierLeague,0.1,Graziano Pellè,0.5,0.0,0.0,FW,66.1,0.0,2.7,0.5,193.0,Southampton,1.0,1.9,89.0,6.0
1686,26.0,0.0,0.1,1.3,0.0,1.0,64.0,1.0,0.4,1.0,0.4,1.0,0.0,0.1,PremierLeague,0.1,Charlie Austin,0.3,0.0,0.0,FW,64.0,0.0,1.1,0.7,188.0,Southampton,0.1,0.6,84.0,0.0
1694,26.0,1.0,0.5,0.4,0.0,0.3,78.2,2.3,0.2,0.9,0.1,8.0,0.2,0.5,PremierLeague,0.1,Daniel Sturridge,0.5,0.0,0.0,FW,78.2,0.0,3.4,0.2,188.0,Liverpool,0.9,1.5,76.0,0.0
1704,25.0,3.0,1.1,4.4,0.0,0.4,66.1,1.1,0.1,0.9,1.0,9.0,0.0,1.1,PremierLeague,0.0,Christian Benteke,0.6,0.0,0.0,FW,66.1,0.0,2.1,0.3,190.0,Liverpool,0.4,1.7,83.0,2.0
1734,29.0,6.0,0.9,2.7,0.1,0.7,68.1,1.2,0.6,0.9,1.1,16.0,0.3,0.9,PremierLeague,0.1,Olivier Giroud,0.7,0.0,1.0,FW,68.1,0.0,2.7,0.9,192.0,Arsenal,0.2,2.2,88.0,2.0
1751,30.0,1.0,0.9,4.1,0.0,0.8,68.8,1.7,0.3,1.6,0.6,7.0,0.1,0.9,PremierLeague,0.0,Dieumerci Mbokani,1.0,0.0,0.0,FW,68.8,0.0,1.3,0.4,185.0,Norwich,0.1,1.7,80.0,0.0
1769,29.0,2.0,0.2,2.2,0.0,0.3,63.2,1.1,0.1,0.3,1.1,3.0,0.2,0.2,PremierLeague,0.0,Cameron Jerome,0.6,0.0,0.0,FW,63.2,0.0,1.4,0.3,185.0,Norwich,0.2,1.1,85.0,2.0
1774,28.0,0.0,0.8,0.0,0.0,0.0,84.3,1.0,0.3,0.3,0.3,1.0,0.0,0.8,PremierLeague,0.3,Lewis Grabban,0.8,0.0,0.0,FW,84.3,0.0,0.7,0.0,183.0,Norwich,0.3,0.3,71.0,0.0
1776,28.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,PremierLeague,0.0,Gary Hooper,0.0,0.0,0.0,FW,80.0,0.0,0.5,0.0,175.0,Norwich,0.5,0.0,71.0,0.0
1791,26.0,1.0,0.5,2.6,0.0,0.5,71.8,0.9,0.8,0.8,0.9,4.0,0.3,0.5,PremierLeague,0.2,Joselu,0.4,0.0,0.0,FW,71.8,0.0,1.3,0.6,192.0,Stoke,0.5,1.6,80.0,0.0
1794,35.0,1.0,0.4,4.5,0.0,0.8,57.9,0.7,0.5,0.4,1.2,0.0,0.4,0.4,PremierLeague,0.0,Peter Crouch,0.8,0.0,0.0,FW,57.9,0.0,0.6,0.3,201.0,Stoke,0.0,1.1,75.0,0.0
1816,26.0,2.0,0.8,2.7,0.0,1.3,65.5,2.6,0.5,1.0,1.0,9.0,0.4,0.8,PremierLeague,0.2,Salomón Rondón,0.8,0.0,0.0,FW,65.5,1.0,2.1,0.3,189.0,West Bromwich Albion,0.3,2.7,85.0,1.0
