,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,goals,inter,keyp,league,longb,name,off,offsides,owng,position,ps_x,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
1823,28.0,0.0,0.5,2.8,0.0,0.8,64.8,0.9,0.2,0.7,0.2,0.0,0.2,0.5,PremierLeague,0.0,Victor Anichebe,0.4,0.0,0.0,FW,64.8,0.0,1.3,0.2,185.0,West Bromwich Albion,0.0,1.5,80.0,0.0
1830,34.0,1.0,0.6,1.1,0.0,0.3,68.1,0.6,0.2,0.4,0.3,1.0,0.0,0.6,PremierLeague,0.0,Rickie Lambert,0.1,0.0,0.0,FW,68.1,0.0,0.7,0.0,188.0,West Bromwich Albion,0.3,0.9,77.0,2.0
1846,29.0,2.0,0.5,1.8,0.0,0.7,70.4,1.2,0.7,0.6,0.7,6.0,0.2,0.5,PremierLeague,0.0,Leonardo Ulloa,0.2,0.0,0.0,FW,70.4,0.0,1.2,0.9,190.0,Leicester,0.2,1.2,80.0,0.0
1853,25.0,0.0,0.5,0.0,0.0,0.0,72.7,0.0,0.0,0.0,0.5,0.0,0.0,0.5,PremierLeague,0.0,Andrej Kramaric,0.0,0.0,0.0,FW,72.7,0.0,0.5,0.5,177.0,Leicester,0.0,1.0,73.0,0.0
1869,24.0,0.0,0.5,0.3,0.2,0.1,73.3,1.7,0.2,1.5,0.9,5.0,0.1,0.5,PremierLeague,0.1,Callum Wilson,0.3,0.0,0.0,FW,73.3,0.0,1.3,0.4,180.0,Bournemouth,0.1,2.4,66.0,0.0
1873,32.0,0.0,0.3,1.2,0.2,0.5,65.4,0.8,0.5,0.9,0.9,3.0,0.2,0.3,PremierLeague,0.1,Glenn Murray,0.6,0.0,0.0,FW,65.4,0.0,1.2,0.4,183.0,Bournemouth,0.2,1.3,80.0,2.0
1876,28.0,0.0,0.2,0.3,0.1,0.1,82.0,0.8,0.4,0.1,0.5,0.0,0.1,0.2,PremierLeague,0.1,Lewis Grabban,0.1,0.0,0.0,FW,82.0,0.0,1.0,0.7,183.0,Bournemouth,0.5,0.8,71.0,2.0
1879,25.0,0.0,0.3,0.0,0.0,0.0,90.9,0.7,0.0,0.0,1.0,0.0,0.0,0.3,PremierLeague,0.0,Tokelo Rantie,0.3,0.0,0.0,FW,90.9,0.0,0.3,1.0,172.0,Bournemouth,0.0,0.3,68.0,0.0
1902,22.0,1.0,0.3,0.3,0.1,0.0,63.9,0.9,0.4,0.1,0.5,0.0,0.0,0.3,PremierLeague,0.1,Clinton N'Jie,0.3,0.0,0.0,FW,63.9,0.0,0.8,0.9,175.0,Tottenham,0.1,0.9,68.0,0.0
1907,27.0,7.0,1.5,6.2,0.1,1.3,60.9,1.6,0.6,0.9,1.3,13.0,0.4,1.5,PremierLeague,0.0,Troy Deeney,0.5,0.1,1.0,FW,60.9,0.0,2.5,1.3,180.0,Watford,0.9,1.8,76.0,6.0
1955,32.0,0.0,1.5,2.5,0.0,0.0,60.0,1.0,0.0,0.5,4.0,0.0,0.0,1.5,PremierLeague,0.0,Glenn Murray,1.0,0.0,0.0,FW,60.0,0.0,1.0,0.0,183.0,Crystal Palace,0.0,1.5,80.0,0.0
1956,32.0,1.0,0.5,1.7,0.0,0.6,76.1,2.2,0.3,0.4,0.8,1.0,0.1,0.5,PremierLeague,0.1,Emmanuel Adebayor,0.9,0.0,0.0,FW,76.1,0.0,1.0,0.2,191.0,Crystal Palace,0.6,1.6,82.0,1.0
1959,28.0,0.0,0.1,0.6,0.0,0.2,75.0,0.8,0.2,0.2,0.7,0.0,0.4,0.1,PremierLeague,0.0,Fraizer Campbell,0.5,0.0,0.0,FW,75.0,0.0,0.4,0.3,172.0,Crystal Palace,0.1,1.4,82.0,1.0
1975,29.0,0.0,0.5,4.0,0.1,0.4,61.7,1.9,0.3,1.1,1.2,4.0,0.2,0.5,PremierLeague,0.0,Steven Fletcher,0.5,0.0,0.0,FW,61.7,0.0,1.6,0.7,186.0,Sunderland,0.3,1.7,76.0,0.0
1984,31.0,0.0,0.4,1.9,0.2,0.5,68.8,0.5,0.7,1.8,1.8,1.0,0.6,0.4,PremierLeague,0.2,Dame N'Doye,0.5,0.0,0.0,FW,68.8,0.0,0.8,1.1,186.0,Sunderland,0.8,1.5,81.0,2.0
1992,30.0,0.0,0.0,1.1,0.3,0.6,55.7,0.6,0.3,0.6,0.8,0.0,0.5,0.0,PremierLeague,0.0,Danny Graham,0.1,0.0,0.0,FW,55.7,0.0,0.4,0.1,183.0,Sunderland,0.3,0.8,87.0,0.0
2014,27.0,3.0,0.5,1.8,0.0,0.3,77.7,1.3,0.3,0.8,0.7,4.0,0.1,0.5,PremierLeague,0.0,Wilfried Bony,0.3,0.0,0.0,FW,77.7,0.0,2.3,0.3,182.0,Manchester City,0.2,1.0,84.0,1.0
2015,19.0,1.0,0.5,0.5,0.0,0.2,76.9,1.5,0.2,0.2,0.7,8.0,0.1,0.5,PremierLeague,0.0,Kelechi Iheanacho,0.1,0.0,0.0,FW,76.9,0.0,1.1,0.5,187.0,Manchester City,0.2,1.0,77.0,1.0
2025,27.0,2.0,0.7,4.1,0.3,1.0,61.6,0.8,0.2,0.9,1.4,9.0,0.3,0.7,PremierLeague,0.0,Andy Carroll,0.3,0.0,0.0,FW,61.6,0.0,2.1,0.3,193.0,West Ham,0.5,1.3,79.0,2.0
2028,26.0,1.0,0.7,2.6,0.1,0.9,62.2,2.1,0.4,1.3,0.9,5.0,0.4,0.7,PremierLeague,0.1,Diafra Sakho,0.6,0.0,0.0,FW,62.2,0.0,2.3,0.7,184.0,West Ham,0.2,2.9,79.0,3.0
2037,28.0,0.0,0.0,0.7,0.0,0.0,50.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,PremierLeague,0.0,Modibo Maiga,1.0,0.0,0.0,FW,50.0,0.0,0.7,0.0,185.0,West Ham,0.0,0.3,76.0,0.0
2040,30.0,2.0,0.7,0.8,0.0,0.3,68.9,0.2,0.2,0.3,0.5,1.0,0.2,0.7,PremierLeague,0.1,Nikica Jelavic,0.5,0.0,0.0,FW,68.9,0.0,0.8,0.2,188.0,West Ham,0.0,0.3,88.0,1.0
2052,18.0,2.0,0.5,0.3,0.4,0.8,76.9,2.0,0.3,0.8,0.5,5.0,0.2,0.5,PremierLeague,0.0,Marcus Rashford,0.4,0.0,0.0,FW,76.9,0.0,1.5,0.6,180.0,Manchester United,0.2,2.3,70.0,0.0
2069,28.0,0.0,1.0,0.0,0.0,0.0,85.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,PremierLeague,0.0,Chicharito,0.0,0.0,0.0,FW,85.7,0.0,1.0,0.0,175.0,Manchester United,0.0,0.0,73.0,0.0
2075,20.0,0.0,0.0,0.0,0.0,0.0,85.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PremierLeague,0.0,James Wilson,1.0,0.0,0.0,FW,85.7,0.0,0.0,0.0,184.0,Manchester United,0.0,0.0,73.0,0.0
2078,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PremierLeague,0.0,Will Keane,0.0,0.0,0.0,FW,0.0,0.0,0.0,0.0,178.0,Manchester United,0.0,0.0,78.0,0.0
2093,21.0,4.0,0.9,2.5,0.2,0.9,71.8,2.0,0.6,1.5,1.5,9.0,0.2,0.9,PremierLeague,0.0,Aleksandar Mitrovic,0.5,0.0,0.0,FW,71.8,2.0,2.3,0.7,189.0,Newcastle United,0.4,2.5,82.0,4.0
2107,26.0,0.0,0.3,0.3,0.0,0.0,94.7,0.7,0.3,0.3,0.7,0.0,0.0,0.3,PremierLeague,0.3,Emmanuel Rivière,0.0,0.0,0.0,FW,94.7,0.0,1.0,1.0,182.0,Newcastle United,0.0,1.0,80.0,0.0
2108,28.0,0.0,0.0,0.0,0.0,0.0,75.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,PremierLeague,0.0,Seydou Doumbia,0.0,0.0,0.0,FW,75.0,0.0,0.3,0.0,183.0,Newcastle United,0.0,1.0,74.0,0.0
2116,27.0,2.0,0.5,6.5,0.1,0.9,57.4,0.5,0.2,0.4,0.8,5.0,0.2,0.5,PremierLeague,0.0,Rudy Gestede,0.2,0.0,0.0,FW,57.4,0.0,1.9,0.3,193.0,Aston Villa,0.2,1.2,86.0,2.0
2122,27.0,0.0,0.8,5.0,0.3,1.3,63.2,0.5,0.0,0.8,1.3,0.0,0.0,0.8,PremierLeague,0.0,Libor Kozák,1.3,0.0,0.0,FW,63.2,0.0,1.5,0.8,192.0,Aston Villa,0.3,4.0,84.0,0.0
2158,30.0,0.0,0.5,0.9,0.0,0.6,80.2,1.4,0.2,0.6,0.5,6.0,0.2,0.5,PremierLeague,0.0,Bafétimbi Gomis,1.2,0.0,0.0,FW,80.2,0.0,1.8,0.2,184.0,Swansea,0.5,1.9,77.0,0.0
2159,26.0,0.0,0.3,0.5,0.1,0.4,74.4,1.3,0.5,0.6,1.7,2.0,0.7,0.3,PremierLeague,0.1,Alberto Paloschi,0.6,0.0,0.0,FW,74.4,0.0,1.5,0.7,175.0,Swansea,0.3,1.8,68.0,2.0
2164,28.0,0.0,0.2,0.7,0.0,0.5,73.3,0.6,0.0,0.7,0.8,0.0,0.1,0.2,PremierLeague,0.0,Eder,0.1,0.0,0.0,FW,73.3,0.0,0.4,0.3,188.0,Swansea,0.1,0.7,81.0,0.0
2174,31.0,10.0,1.0,0.8,0.1,1.3,68.4,1.1,0.4,2.1,1.9,5.0,0.5,1.0,LaLiga,0.1,Roberto Soldado,0.8,0.0,0.0,FW,68.4,0.0,1.4,0.8,179.0,Villarreal,0.9,2.3,72.0,12.0
2205,22.0,6.0,1.0,0.4,0.0,0.6,74.9,1.0,0.2,0.5,0.5,13.0,0.5,1.0,LaLiga,0.0,Paco Alcácer,1.1,0.0,0.0,FW,74.9,0.0,1.8,0.6,176.0,Valencia,0.2,1.7,71.0,2.0
2214,30.0,2.0,0.5,2.7,0.1,0.7,63.0,0.6,0.2,0.4,0.6,5.0,0.2,0.5,LaLiga,0.0,Álvaro Negredo,0.5,0.0,0.0,FW,63.0,0.0,1.6,0.2,186.0,Valencia,0.6,1.1,86.0,0.0
2238,27.0,0.0,0.2,1.2,0.3,0.3,58.2,0.8,0.0,0.8,1.2,1.0,0.2,0.2,LaLiga,0.2,Vincenzo Rennella,0.2,0.0,0.0,FW,58.2,0.0,0.8,0.3,188.0,Real Betis,0.2,0.8,78.0,1.0
2241,27.0,2.0,0.4,1.0,0.2,0.5,70.0,0.5,0.2,0.7,1.2,1.0,0.5,0.4,LaLiga,0.0,Ricky van Wolfswinkel,0.2,0.1,0.0,FW,70.0,0.0,0.8,0.6,185.0,Real Betis,0.1,0.8,70.0,2.0
2246,34.0,1.0,0.4,1.0,0.0,0.3,63.8,0.8,0.2,1.0,0.6,1.0,0.2,0.4,LaLiga,0.0,Jorge Molina,0.5,0.0,0.0,FW,63.8,0.0,0.6,0.4,189.0,Real Betis,0.2,0.9,83.0,4.0
2247,26.0,0.0,1.3,1.7,0.0,1.3,68.2,0.3,0.3,0.7,1.7,0.0,0.0,1.3,LaLiga,0.0,Leandro Damião,0.3,0.0,0.0,FW,68.2,0.0,2.0,0.7,187.0,Real Betis,0.0,1.3,81.0,0.0
2271,26.0,1.0,0.6,0.9,0.1,0.7,69.3,0.8,0.3,1.1,0.4,6.0,0.2,0.6,LaLiga,0.1,Stefan Scepovic,0.7,0.0,0.0,FW,69.3,0.0,0.9,0.2,187.0,Getafe,0.2,1.3,78.0,4.0
2272,25.0,4.0,0.6,0.7,0.1,0.5,68.7,1.6,0.4,0.9,0.5,5.0,0.4,0.6,LaLiga,0.1,Álvaro Vázquez,0.5,0.0,0.0,FW,68.7,0.0,1.4,0.3,182.0,Getafe,0.4,1.5,71.0,6.0
2278,35.0,6.0,1.0,4.8,0.1,0.7,60.6,2.4,0.2,2.0,1.6,20.0,0.3,1.0,LaLiga,0.1,Aduriz,1.1,0.0,0.0,FW,60.6,0.0,2.7,0.7,181.0,Athletic Bilbao,0.2,2.3,75.0,9.0
2300,30.0,0.0,0.0,0.8,0.0,0.6,72.7,0.2,0.0,1.2,0.2,0.0,0.0,0.0,LaLiga,0.0,Kike Sola,0.0,0.2,0.0,FW,72.7,0.0,0.2,0.0,185.0,Athletic Bilbao,0.0,0.2,82.0,0.0
2317,24.0,1.0,0.7,1.3,0.0,0.8,72.9,1.4,0.0,0.9,1.0,9.0,0.1,0.7,LaLiga,0.1,Willian José,0.6,0.0,0.0,FW,72.9,0.0,1.8,0.6,186.0,Las Palmas,0.7,1.1,81.0,6.0
2318,24.0,3.0,0.6,1.7,0.1,0.7,70.4,1.7,0.3,0.5,1.3,5.0,0.1,0.6,LaLiga,0.1,Sergio Araujo,0.6,0.0,0.0,FW,70.4,0.0,2.0,0.8,180.0,Las Palmas,0.5,1.7,70.0,4.0
2339,24.0,3.0,0.6,1.8,0.0,0.7,71.5,2.0,0.3,0.7,1.3,7.0,0.4,0.6,LaLiga,0.1,Gerard Moreno,0.7,0.0,0.0,FW,71.5,1.0,1.6,0.8,177.0,Espanyol,0.9,2.4,75.0,3.0
2341,27.0,0.0,0.5,1.9,0.1,0.5,75.6,1.2,0.3,1.2,1.7,8.0,0.2,0.5,LaLiga,0.0,Felipe Caicedo,0.9,0.0,0.0,FW,75.6,0.0,1.3,0.6,183.0,Espanyol,0.3,1.8,84.0,6.0
2380,33.0,0.0,0.1,0.4,0.1,0.4,85.1,0.4,0.3,0.6,1.1,0.0,0.2,0.1,LaLiga,0.0,David Barral,0.1,0.0,0.0,FW,85.1,1.0,1.3,0.3,183.0,Granada,0.2,0.7,78.0,2.0
2394,20.0,1.0,0.4,2.1,0.0,0.5,71.6,1.5,0.4,1.2,1.4,11.0,0.3,0.4,LaLiga,0.1,Antonio Sanabria,0.8,0.0,0.0,FW,71.6,0.0,1.7,0.6,180.0,Sporting Gijon,0.5,2.7,73.0,4.0
2401,25.0,1.0,0.5,1.0,0.0,0.3,70.7,0.5,0.3,0.5,1.8,2.0,0.4,0.5,LaLiga,0.0,Guerrero,0.3,0.0,0.0,FW,70.7,0.0,1.0,1.0,180.0,Sporting Gijon,0.3,1.2,79.0,2.0
2405,21.0,0.0,0.2,0.2,0.0,0.2,81.2,1.2,0.2,0.8,0.5,7.0,0.0,0.2,LaLiga,0.0,Carlos Castro,0.2,0.0,0.0,FW,81.2,0.0,1.0,0.3,176.0,Sporting Gijon,0.0,1.1,68.0,1.0
2418,29.0,4.0,0.8,0.5,0.0,0.4,74.4,1.1,0.4,0.6,0.3,16.0,0.3,0.8,LaLiga,0.1,Kevin Gameiro,0.8,0.0,0.0,FW,74.4,0.0,2.3,0.7,178.0,Sevilla,0.1,1.4,72.0,2.0
2432,31.0,3.0,0.7,2.8,0.0,0.7,63.7,0.9,0.2,0.3,1.6,4.0,0.2,0.7,LaLiga,0.1,Fernando Llorente,0.2,0.0,0.0,FW,63.7,0.0,1.3,0.3,195.0,Sevilla,0.3,1.3,90.0,4.0
2437,26.0,0.0,0.1,0.5,0.0,0.8,63.5,1.1,0.3,0.6,1.1,2.0,0.0,0.1,LaLiga,0.0,Ciro Immobile,1.1,0.0,0.0,FW,63.5,0.0,1.8,0.4,181.0,Sevilla,0.1,0.8,85.0,2.0
2474,26.0,6.0,0.8,3.1,0.1,0.7,67.7,1.6,0.2,1.4,1.4,9.0,0.4,0.8,LaLiga,0.1,Sergi Enrich,0.4,0.0,0.0,FW,67.7,0.0,1.2,1.1,181.0,Eibar,0.3,1.9,77.0,4.0
2476,23.0,3.0,0.5,1.7,0.0,0.3,69.1,1.4,0.7,0.8,1.1,18.0,0.3,0.5,LaLiga,0.1,Borja Bastón,1.0,0.0,0.0,FW,69.1,0.0,2.6,0.7,191.0,Eibar,0.2,1.9,82.0,3.0
2509,32.0,4.0,0.7,2.1,0.1,0.5,65.9,1.4,0.3,1.2,0.8,11.0,0.2,0.7,LaLiga,0.1,Fernando Torres,0.5,0.0,0.0,FW,65.9,0.0,1.9,0.6,185.0,Atletico Madrid,0.1,1.6,79.0,3.0
2518,29.0,3.0,0.6,1.3,0.1,0.5,71.0,0.9,0.2,0.7,1.3,2.0,0.4,0.6,LaLiga,0.1,Jackson Martínez,0.3,0.0,0.0,FW,71.0,0.0,1.7,0.2,185.0,Atletico Madrid,0.3,2.1,79.0,0.0
2520,22.0,3.0,0.7,0.3,0.1,0.1,79.7,1.3,0.5,1.2,0.7,1.0,0.2,0.7,LaLiga,0.1,Luciano Vietto,0.7,0.0,0.0,FW,79.7,0.0,1.3,0.7,174.0,Atletico Madrid,0.4,2.1,70.0,3.0
2542,24.0,0.0,0.5,0.4,0.0,0.1,72.4,0.5,0.1,0.8,0.7,7.0,0.1,0.5,LaLiga,0.0,John Guidetti,0.3,0.0,0.0,FW,72.4,0.0,0.9,0.3,185.0,Celta Vigo,0.1,1.0,79.0,3.0
2553,28.0,7.0,1.6,0.4,0.0,0.5,81.5,1.3,0.1,0.8,0.6,24.0,0.1,1.6,LaLiga,0.0,Karim Benzema,0.7,0.0,0.0,FW,81.5,0.0,3.6,0.3,187.0,Real Madrid,0.6,1.3,79.0,1.0
2593,29.0,0.0,0.3,2.1,0.0,0.5,65.5,0.5,0.1,0.8,1.0,2.0,0.1,0.3,LaLiga,0.0,Oriol Riera,0.4,0.1,0.0,FW,65.5,0.0,1.1,0.1,184.0,Deportivo La Coruna,0.5,0.7,78.0,3.0
2596,22.0,0.0,0.2,0.4,0.0,0.3,72.3,1.4,0.2,0.4,1.2,0.0,0.1,0.2,LaLiga,0.0,Jonathan Rodríguez,0.8,0.0,0.0,FW,72.3,0.0,1.3,0.6,181.0,Deportivo La Coruna,0.2,1.7,78.0,2.0
2604,29.0,0.0,0.2,1.8,0.1,0.5,66.2,1.2,0.5,1.7,0.6,13.0,0.3,0.2,LaLiga,0.1,Imanol Agirretxe,0.6,0.0,0.0,FW,66.2,0.0,2.9,0.3,187.0,Real Sociedad,0.4,1.5,77.0,0.0
2618,27.0,2.0,0.7,1.9,0.0,0.8,68.6,1.4,0.1,1.3,1.3,7.0,0.1,0.7,LaLiga,0.0,Jonathas,0.6,0.0,0.0,FW,68.6,1.0,2.1,0.5,190.0,Real Sociedad,0.4,1.7,83.0,6.0
2630,30.0,4.0,1.2,1.4,0.1,0.2,74.3,1.3,0.6,1.0,1.6,9.0,0.4,1.2,LaLiga,0.1,Miku,1.0,0.0,0.0,FW,74.3,0.0,1.9,1.1,185.0,Rayo Vallecano,0.2,2.0,79.0,4.0
2635,34.0,0.0,0.6,2.3,0.1,0.3,74.9,1.8,0.2,2.1,1.6,12.0,0.3,0.6,LaLiga,0.0,Javi Guerra,1.0,0.0,0.0,FW,74.9,0.0,2.4,0.9,179.0,Rayo Vallecano,0.4,2.0,77.0,8.0
2643,33.0,1.0,0.4,2.7,0.1,0.6,64.9,0.6,0.3,0.5,0.6,4.0,0.1,0.4,LaLiga,0.0,Manucho,0.4,0.0,0.0,FW,64.9,0.0,0.9,0.5,188.0,Rayo Vallecano,0.2,0.6,82.0,3.0
2657,25.0,1.0,0.8,4.3,0.1,0.8,55.2,1.2,0.5,2.1,1.5,9.0,0.5,0.8,LaLiga,0.1,Deyverson,0.6,0.0,0.0,FW,55.2,2.0,2.1,0.9,185.0,Levante,0.2,2.6,78.0,10.0
2660,29.0,2.0,1.2,0.5,0.0,0.2,79.1,2.2,0.6,1.0,0.8,6.0,0.5,1.2,LaLiga,0.1,Giuseppe Rossi,0.2,0.0,0.0,FW,79.1,0.0,1.9,0.5,173.0,Levante,0.8,2.4,72.0,1.0
2680,25.0,0.0,0.3,0.7,0.0,0.3,59.2,0.9,0.3,0.6,1.3,0.0,0.2,0.3,LaLiga,0.0,Roger,0.2,0.0,0.0,FW,59.2,0.0,1.3,0.6,178.0,Levante,0.1,1.1,73.0,4.0
2686,32.0,3.0,1.0,3.8,0.1,1.3,70.4,1.1,0.4,1.3,1.7,12.0,0.4,1.0,LaLiga,0.1,Charles,0.9,0.0,1.0,FW,70.4,0.0,2.4,0.6,179.0,Malaga,0.2,1.8,75.0,12.0
2700,26.0,3.0,0.6,1.2,0.1,0.2,67.9,1.4,0.4,0.5,1.0,7.0,0.5,0.6,LaLiga,0.2,Duje Cop,0.1,0.0,0.0,FW,67.9,0.0,1.6,0.9,185.0,Malaga,0.4,1.7,75.0,3.0
2708,34.0,1.0,0.4,1.2,0.1,0.2,74.0,0.5,0.1,0.5,0.2,2.0,0.1,0.4,LaLiga,0.0,Roque Santa Cruz,0.4,0.0,0.0,FW,74.0,0.0,0.3,0.2,191.0,Malaga,0.0,0.6,83.0,0.0
2712,32.0,0.0,0.3,0.0,0.0,0.0,77.8,0.7,0.3,0.7,0.7,0.0,0.0,0.3,LaLiga,0.0,Ikechukwu Uche,0.0,0.0,0.0,FW,77.8,0.0,0.3,0.0,175.0,Malaga,0.3,2.0,71.0,0.0
2727,18.0,1.0,0.8,1.7,0.0,0.8,72.5,1.6,0.4,1.0,1.6,7.0,0.2,0.8,Eredivisie,0.1,Dominic Solanke,0.3,0.0,0.0,FW,72.5,0.0,1.4,0.3,185.0,Vitesse,0.2,2.6,75.0,0.0
2732,28.0,0.0,0.2,0.9,0.0,0.5,75.0,0.6,0.2,0.5,0.5,3.0,0.2,0.2,Eredivisie,0.0,Abiola Dauda,0.5,0.0,0.0,FW,75.0,0.0,1.0,0.0,180.0,Vitesse,0.0,0.8,75.0,0.0
2738,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Eredivisie,0.0,Uros Djurdjevic,1.0,0.0,0.0,FW,0.0,0.0,0.0,0.0,182.0,Vitesse,0.0,1.0,82.0,0.0
2748,23.0,0.0,1.1,2.6,0.2,0.8,69.0,1.5,0.6,2.5,1.4,14.0,0.4,1.1,Eredivisie,0.1,Wout Weghorst,1.0,0.0,0.0,FW,69.0,0.0,2.1,0.8,197.0,Heracles,0.3,2.5,84.0,4.0
2761,21.0,5.0,1.1,5.9,0.1,1.1,60.3,2.0,0.4,2.1,1.5,19.0,0.5,1.1,Eredivisie,0.2,Sébastien Haller,0.3,0.0,0.0,FW,60.3,1.0,2.9,0.6,187.0,FC Utrecht,0.7,2.5,82.0,2.0
2769,27.0,0.0,0.8,1.5,0.0,0.4,64.7,1.1,0.2,0.7,1.1,10.0,0.2,0.8,Eredivisie,0.2,Ruud Boymans,0.6,0.0,0.0,FW,64.7,0.0,2.1,0.3,188.0,FC Utrecht,0.3,1.2,88.0,3.0
2779,20.0,2.0,0.9,0.5,0.1,0.1,74.5,1.7,0.2,0.6,0.6,1.0,0.4,0.9,Eredivisie,0.5,Patrick Joosten,0.1,0.0,0.0,FW,74.5,0.0,1.0,0.8,177.0,FC Utrecht,0.2,1.3,72.0,0.0
2794,22.0,7.0,1.0,1.5,0.0,0.3,72.0,1.7,0.5,1.4,1.2,21.0,0.3,1.0,Eredivisie,0.0,Arkadiusz Milik,0.9,0.0,0.0,FW,72.0,0.0,3.5,0.3,186.0,Ajax,0.5,2.1,78.0,1.0
2811,23.0,0.0,0.3,1.7,0.0,0.3,40.0,0.7,0.0,0.7,0.3,0.0,0.0,0.3,Eredivisie,0.0,Yaya Sanogo,0.3,0.0,0.0,FW,40.0,0.0,0.0,0.0,191.0,Ajax,0.0,0.7,74.0,0.0
2813,28.0,1.0,1.1,5.9,0.2,1.9,59.6,1.4,0.7,1.0,2.8,16.0,0.4,1.1,Eredivisie,0.2,Christian Santos,0.3,0.0,1.0,FW,59.6,0.0,3.2,1.1,184.0,NEC Nijmegen,1.2,2.3,70.0,8.0
2848,24.0,0.0,0.5,3.3,0.2,0.8,63.3,1.5,0.1,0.7,1.0,10.0,0.1,0.5,Eredivisie,0.0,Mitchell te Vrede,0.9,0.0,0.0,FW,63.3,0.0,2.1,0.2,191.0,SC Heerenveen,0.2,2.1,84.0,3.0
2854,25.0,3.0,0.5,2.7,0.2,0.9,58.9,0.5,0.2,0.3,1.1,6.0,0.0,0.5,Eredivisie,0.0,Henk Veerman,0.3,0.0,0.0,FW,58.9,0.0,1.5,0.2,199.0,SC Heerenveen,0.3,1.7,90.0,2.0
2885,30.0,0.0,0.4,3.2,0.0,0.7,60.7,0.5,0.2,1.1,0.4,0.0,0.4,0.4,Eredivisie,0.0,Adam Nemec,1.0,0.0,0.0,FW,60.7,0.0,0.7,0.2,190.0,Willem II,0.5,1.6,84.0,0.0
2897,27.0,4.0,0.9,1.9,0.1,0.2,67.1,0.2,0.1,0.8,1.2,14.0,0.0,0.9,Eredivisie,0.1,Michiel Kramer,1.0,0.0,0.0,FW,67.1,0.0,2.3,0.2,195.0,Feyenoord,0.1,1.0,80.0,3.0
2911,29.0,0.0,0.2,0.9,0.1,0.1,74.5,0.4,0.0,1.1,1.0,1.0,0.0,0.2,Eredivisie,0.1,Colin Kazim-Richards,0.7,0.0,0.0,FW,74.5,0.0,1.2,0.4,185.0,Feyenoord,0.2,1.0,70.0,0.0
2935,25.0,0.0,0.3,1.6,0.0,0.2,65.9,0.9,0.4,0.4,1.1,1.0,0.2,0.3,Eredivisie,0.3,Kevin van Veen,0.0,0.0,0.0,FW,65.9,0.0,1.6,0.4,0.0,Cambuur,0.5,0.6,0.0,3.0
2948,28.0,1.0,1.4,1.8,0.1,1.6,70.4,1.8,0.8,3.6,2.2,4.0,0.4,1.4,Eredivisie,0.3,Rydell Poepon,0.4,0.0,0.0,FW,70.4,0.0,2.8,1.0,181.0,Roda,0.9,2.7,79.0,2.0
2965,24.0,1.0,0.6,2.5,0.1,0.6,66.1,1.7,0.4,2.1,0.8,4.0,0.2,0.6,Eredivisie,0.0,Tomi Juric,0.4,0.0,0.0,FW,66.1,1.0,1.8,0.2,189.0,Roda,0.6,2.2,83.0,2.0
2966,24.0,1.0,0.7,0.1,0.0,0.1,80.4,2.7,0.3,1.1,0.8,1.0,0.2,0.7,Eredivisie,0.5,Edwin Gyasi,0.6,0.0,0.0,FW,80.4,0.0,1.1,0.3,185.0,Roda,0.4,1.9,76.0,1.0
2968,23.0,1.0,0.9,0.9,0.0,0.1,75.5,1.6,0.7,1.7,0.7,0.0,0.2,0.9,Eredivisie,0.0,Richmond Boakye,1.1,0.0,0.0,FW,75.5,0.0,2.4,0.8,185.0,Roda,0.3,1.7,80.0,0.0
2986,26.0,2.0,0.8,2.2,0.1,0.6,70.9,1.4,0.4,2.0,1.1,11.0,0.2,0.8,Eredivisie,0.2,Tom van Weert,0.7,0.0,0.0,FW,70.9,1.0,2.3,0.8,180.0,Excelsior,0.7,2.5,74.0,4.0
3003,28.0,0.0,0.0,0.8,0.0,0.3,77.8,0.3,0.5,0.5,0.3,0.0,0.3,0.0,Eredivisie,0.0,Michiel Hemmen,0.0,0.0,0.0,FW,77.8,0.0,0.3,0.3,193.0,Excelsior,0.0,0.0,88.0,0.0
3008,21.0,1.0,0.7,3.2,0.2,1.2,62.8,0.9,0.6,0.8,0.8,9.0,0.4,0.7,Eredivisie,0.0,Vincent Vermeij,0.6,0.0,0.0,FW,62.8,0.0,1.7,0.9,192.0,De Graafschap,0.3,2.0,85.0,2.0
3015,23.0,1.0,1.2,1.1,0.0,0.5,68.4,1.5,0.8,0.8,1.7,5.0,0.1,1.2,Eredivisie,0.2,Cas Peters,0.3,0.0,0.0,FW,68.4,0.0,2.4,0.6,184.0,De Graafschap,0.3,1.8,75.0,3.0
3022,22.0,1.0,0.7,1.1,0.0,0.0,66.5,0.8,0.2,0.5,0.7,3.0,0.0,0.7,Eredivisie,0.1,Nathan Kabasele,0.4,0.0,0.0,FW,66.5,0.0,1.0,0.0,175.0,De Graafschap,0.3,1.4,84.0,3.0
