,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,goals,inter,keyp,league,longb,name,off,offsides,owng,position,ps_x,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
2354,32.0,0.0,0.0,2.0,0.0,5.0,77.6,0.5,0.5,0.5,0.5,0.0,3.0,0.0,LaLiga,0.0,Michael Ciani,0.0,0.5,0.0,D(C),77.6,0.0,0.0,2.0,189.0,Espanyol,3.5,1.0,88.0,0.0
2360,35.0,0.0,0.2,2.1,0.5,4.4,79.9,0.1,0.2,0.2,0.8,1.0,1.9,0.2,LaLiga,0.0,Ricardo Costa,0.0,0.7,0.0,D(C),79.9,0.0,0.6,1.4,183.0,Granada,3.2,0.1,80.0,7.0
2364,29.0,0.0,0.0,1.9,0.4,5.4,82.2,0.0,0.2,0.2,0.4,3.0,2.3,0.0,LaLiga,0.0,Jean-Sylvain Babin,0.0,0.8,0.0,D(C),82.2,0.0,0.5,0.8,179.0,Granada,3.0,0.2,88.0,5.0
2373,29.0,0.0,0.2,1.4,0.5,4.0,78.8,0.0,0.5,0.3,0.6,0.0,2.5,0.2,LaLiga,0.0,Lombán,0.0,0.8,1.0,D(C),78.8,0.0,0.4,0.9,185.0,Granada,4.6,0.1,74.0,6.0
2375,33.0,0.0,0.0,1.2,0.2,3.6,75.4,0.0,0.0,1.0,0.8,0.0,3.2,0.0,LaLiga,0.0,Diego Mainz,0.0,0.2,0.0,D(C),75.4,0.0,0.2,0.4,187.0,Granada,1.0,0.2,79.0,1.0
2382,21.0,0.0,0.0,0.6,0.1,3.6,60.5,0.0,0.3,0.0,0.9,0.0,2.3,0.0,LaLiga,0.0,Doria,0.0,0.1,0.0,D(C),60.5,1.0,0.3,1.0,189.0,Granada,2.0,0.3,82.0,3.0
2385,26.0,0.0,0.3,4.0,1.1,8.5,69.6,0.2,0.6,0.6,2.1,1.0,2.6,0.3,LaLiga,0.0,Bernardo,0.3,0.4,0.0,D(C),69.6,1.0,0.8,1.5,192.0,Sporting Gijon,3.5,0.3,84.0,5.0
2389,27.0,0.0,0.4,1.2,0.4,5.1,81.3,0.2,0.2,0.5,0.6,0.0,3.9,0.4,LaLiga,0.1,Luis Hernández,0.1,0.7,1.0,D(C),81.3,1.0,0.3,1.1,182.0,Sporting Gijon,2.7,0.3,74.0,4.0
2391,19.0,0.0,0.0,1.1,0.6,4.0,76.9,0.2,0.7,0.4,0.7,0.0,2.8,0.0,LaLiga,0.0,Jorge Meré,0.0,0.6,0.0,D(C),76.9,0.0,0.3,2.0,179.0,Sporting Gijon,2.2,0.3,68.0,6.0
2423,32.0,0.0,0.5,2.5,0.0,4.0,73.0,0.5,0.0,2.0,1.5,0.0,3.0,0.5,LaLiga,0.0,Nico Pareja,0.0,0.0,0.0,D(C),73.0,0.0,0.0,1.5,181.0,Sevilla,6.5,0.0,74.0,1.0
2429,30.0,1.0,0.1,1.8,0.5,3.9,79.7,0.1,0.2,0.5,1.0,0.0,1.6,0.1,LaLiga,0.0,Adil Rami,0.1,0.6,0.0,D(C),79.7,1.0,0.4,0.6,190.0,Sevilla,4.2,0.4,82.0,7.0
2430,30.0,0.0,0.3,1.7,1.0,4.6,84.4,0.1,0.1,0.6,0.6,0.0,1.6,0.3,LaLiga,0.0,Marco Andreolli,0.0,0.4,0.0,D(C),84.4,0.0,0.4,0.7,187.0,Sevilla,1.7,0.1,81.0,2.0
2440,29.0,0.0,0.3,3.5,0.5,3.3,67.2,0.3,0.3,0.0,1.3,0.0,1.3,0.3,LaLiga,0.0,Federico Fazio,0.3,0.5,0.0,D(C),67.2,1.0,0.3,1.0,195.0,Sevilla,4.0,0.3,85.0,0.0
2452,29.0,1.0,0.2,2.0,0.6,3.6,90.5,0.4,0.4,0.3,0.6,2.0,1.8,0.2,LaLiga,0.0,Gerard Piqué,0.1,1.0,0.0,D(C),90.5,0.0,0.4,1.3,193.0,Barcelona,4.3,0.2,85.0,12.0
2459,25.0,1.0,0.2,1.1,0.6,2.0,87.9,0.0,0.2,0.4,0.2,2.0,1.1,0.2,LaLiga,0.0,Marc Bartra,0.1,0.6,0.0,D(C),87.9,0.0,0.4,0.8,183.0,Barcelona,1.7,0.2,74.0,0.0
2477,24.0,0.0,0.1,2.8,0.2,5.3,64.1,0.1,0.5,0.1,1.1,0.0,3.7,0.1,LaLiga,0.0,Aleksandar Pantic,0.0,0.4,0.0,D(C),64.1,0.0,0.5,0.9,185.0,Eibar,2.3,0.3,78.0,6.0
2478,26.0,1.0,0.2,2.7,0.3,4.7,67.2,0.1,0.8,0.5,1.0,0.0,2.9,0.2,LaLiga,0.0,Mauro Dos Santos,0.0,1.0,1.0,D(C),67.2,0.0,0.4,1.6,180.0,Eibar,4.1,0.4,76.0,7.0
2479,31.0,1.0,0.2,2.5,0.2,4.2,77.2,0.0,0.3,0.5,0.8,0.0,2.4,0.2,LaLiga,0.1,Iván Ramis,0.0,0.7,0.0,D(C),77.2,1.0,0.3,0.8,188.0,Eibar,4.0,0.3,82.0,7.0
2488,33.0,0.0,0.3,1.6,0.3,5.0,67.9,0.0,0.3,0.4,0.6,0.0,1.8,0.3,LaLiga,0.0,Ion Ansotegi,0.0,0.5,0.0,D(C),67.9,0.0,0.5,0.8,192.0,Eibar,2.6,0.0,84.0,0.0
2495,28.0,0.0,0.0,1.0,0.0,1.0,54.2,0.8,0.5,0.3,1.5,0.0,1.5,0.0,LaLiga,0.0,Borja Ekiza,0.0,0.0,0.0,D(C),54.2,0.0,0.0,0.3,180.0,Eibar,1.0,0.3,73.0,1.0
2500,30.0,1.0,0.2,3.0,0.3,5.1,78.4,0.2,0.3,1.1,1.2,1.0,3.3,0.2,LaLiga,0.0,Diego Godín,0.1,0.1,0.0,D(C),78.4,1.0,0.8,2.3,187.0,Atletico Madrid,3.0,0.4,79.0,5.0
2505,21.0,1.0,0.3,2.1,0.7,5.4,73.3,0.3,0.7,0.4,1.0,1.0,2.5,0.3,LaLiga,0.0,Giménez,0.1,0.4,0.0,D(C),73.3,0.0,0.4,2.1,185.0,Atletico Madrid,3.5,0.3,77.0,8.0
2508,20.0,0.0,0.3,1.4,0.4,3.5,70.2,0.1,0.2,1.1,0.8,0.0,3.1,0.3,LaLiga,0.1,Lucas Hernández,0.0,0.0,0.0,D(C),70.2,0.0,0.0,1.9,183.0,Atletico Madrid,2.0,0.1,76.0,0.0
2511,25.0,0.0,0.0,2.3,0.4,4.3,78.2,0.0,0.4,0.3,0.5,0.0,1.7,0.0,LaLiga,0.0,Stefan Savic,0.0,0.0,0.0,D(C),78.2,0.0,0.2,1.0,187.0,Atletico Madrid,2.4,0.1,79.0,1.0
2527,30.0,0.0,0.2,2.5,0.6,4.5,87.4,0.4,0.9,0.6,1.3,0.0,3.4,0.2,LaLiga,0.0,Cabral,0.1,0.3,0.0,D(C),87.4,2.0,0.2,2.8,184.0,Celta Vigo,4.0,0.2,82.0,9.0
2560,33.0,1.0,0.3,2.7,1.0,3.4,87.6,0.1,0.4,1.1,0.8,1.0,2.5,0.3,LaLiga,0.1,Pepe,0.0,0.3,0.0,D(C),87.6,0.0,0.6,1.6,188.0,Real Madrid,2.6,0.4,81.0,5.0
2568,23.0,0.0,0.0,1.9,0.8,4.7,88.2,0.1,0.3,0.3,0.9,0.0,1.7,0.0,LaLiga,0.0,Raphael Varane,0.0,0.4,0.0,D(C),88.2,1.0,0.5,1.5,191.0,Real Madrid,3.7,0.3,78.0,4.0
2576,26.0,0.0,0.2,1.5,0.5,5.8,78.4,0.2,0.3,0.6,0.5,0.0,3.1,0.2,LaLiga,0.0,Sidnei,0.1,0.9,0.0,D(C),78.4,0.0,0.2,1.6,186.0,Deportivo La Coruna,4.1,0.5,86.0,2.0
2577,27.0,0.0,0.1,2.7,0.5,5.0,73.7,0.4,0.7,1.0,1.0,2.0,3.3,0.1,LaLiga,0.0,Alejandro Arribas,0.0,1.1,1.0,D(C),73.7,1.0,0.4,1.8,182.0,Deportivo La Coruna,2.4,0.2,74.0,9.0
2588,36.0,0.0,0.1,1.6,0.5,4.1,79.1,0.0,0.9,0.4,0.8,0.0,2.4,0.1,LaLiga,0.0,Alberto Lopo,0.0,0.4,0.0,D(C),79.1,0.0,0.4,1.1,186.0,Deportivo La Coruna,3.7,0.1,82.0,5.0
2605,25.0,0.0,0.1,2.3,0.6,4.7,78.5,0.2,0.5,0.9,1.1,1.0,3.1,0.1,LaLiga,0.0,Iñigo Martínez,0.1,0.8,0.0,D(C),78.5,0.0,0.5,1.9,181.0,Real Sociedad,4.4,0.4,77.0,7.0
2609,30.0,0.0,0.1,1.3,0.7,4.6,78.5,0.1,0.7,0.2,0.9,0.0,2.8,0.1,LaLiga,0.1,Mikel González,0.0,1.0,0.0,D(C),78.5,0.0,0.3,1.3,190.0,Real Sociedad,2.0,0.4,79.0,1.0
2634,33.0,0.0,0.4,2.2,0.5,3.0,76.1,0.3,0.4,0.2,0.9,2.0,2.9,0.4,LaLiga,0.0,Zé Castro,0.0,1.0,0.0,D(C),76.1,1.0,0.5,1.8,183.0,Rayo Vallecano,6.3,0.3,76.0,6.0
2642,33.0,0.0,0.1,2.4,0.8,3.4,75.1,0.2,0.4,0.4,1.0,1.0,2.2,0.1,LaLiga,0.0,Antonio Amaya,0.0,0.9,0.0,D(C),75.1,1.0,0.2,1.0,192.0,Rayo Vallecano,2.1,0.2,86.0,4.0
2652,33.0,0.0,0.2,0.3,0.1,1.4,79.5,0.0,0.2,0.2,0.7,0.0,0.9,0.2,LaLiga,0.0,Chechu Dorado,0.0,0.8,0.0,D(C),79.5,0.0,0.1,0.9,180.0,Rayo Vallecano,2.0,0.1,69.0,2.0
2658,27.0,1.0,0.2,1.9,0.8,6.7,73.9,0.1,0.5,0.5,1.2,1.0,3.9,0.2,LaLiga,0.0,Zouhair Feddal,0.0,0.9,0.0,D(C),73.9,1.0,0.5,1.1,191.0,Levante,4.7,0.3,83.0,9.0
2675,28.0,0.0,0.0,0.4,1.1,3.3,76.9,0.1,0.3,0.1,0.8,0.0,2.4,0.0,LaLiga,0.0,Ángel Trujillo,0.0,0.4,0.0,D(C),76.9,0.0,0.3,1.3,179.0,Levante,1.4,0.0,79.0,0.0
2676,36.0,0.0,0.1,1.5,0.6,4.6,79.3,0.2,0.5,0.5,0.8,0.0,2.0,0.1,LaLiga,0.0,David Navarro,0.1,0.9,1.0,D(C),79.3,1.0,0.4,1.0,188.0,Levante,3.6,0.3,82.0,3.0
2684,36.0,2.0,0.2,3.0,0.7,5.1,71.7,0.1,0.8,0.8,1.0,0.0,3.0,0.2,LaLiga,0.1,Weligton,0.0,1.2,0.0,D(C),71.7,0.0,0.1,1.8,186.0,Malaga,3.8,0.2,71.0,5.0
2690,27.0,0.0,0.3,1.8,0.4,3.5,69.7,0.0,0.6,0.4,1.0,2.0,3.6,0.3,LaLiga,0.0,Raúl Albentosa,0.0,1.0,0.0,D(C),69.7,0.0,0.6,1.2,193.0,Malaga,3.8,0.4,86.0,11.0
2694,28.0,0.0,0.0,1.4,0.6,4.9,68.3,0.4,0.4,0.4,0.3,0.0,2.8,0.0,LaLiga,0.0,Igor Filipenko,0.0,0.8,0.0,D(C),68.3,0.0,1.0,1.6,194.0,Malaga,1.8,0.6,85.0,1.0
2713,28.0,4.0,0.7,3.0,0.5,4.7,82.8,0.3,0.8,0.5,0.9,5.0,2.7,0.7,Eredivisie,0.1,Guram Kashia,0.0,0.7,0.0,D(C),82.8,0.0,1.1,2.6,185.0,Vitesse,7.4,0.6,78.0,3.0
2720,27.0,2.0,0.3,1.3,0.7,4.8,83.7,0.0,0.6,0.3,1.4,0.0,2.3,0.3,Eredivisie,0.0,Maikel van der Werff,0.1,1.3,1.0,D(C),83.7,0.0,1.2,1.9,186.0,Vitesse,7.8,0.4,82.0,5.0
2744,33.0,2.0,0.3,2.7,0.6,7.2,79.0,0.2,0.7,0.5,1.3,3.0,1.7,0.3,Eredivisie,0.0,Ramon Zomer,0.1,0.7,0.0,D(C),79.0,1.0,0.6,1.5,183.0,Heracles,6.8,0.1,75.0,8.0
2775,28.0,0.0,0.2,2.1,0.5,2.4,86.7,0.1,0.2,0.5,0.7,1.0,1.6,0.2,Eredivisie,0.1,Ramon Leeuwin,0.0,0.5,0.0,D(C),86.7,0.0,0.3,0.9,187.0,FC Utrecht,3.4,0.2,72.0,1.0
2800,23.0,1.0,0.4,4.1,0.4,4.0,78.8,0.1,0.1,0.4,0.5,1.0,0.9,0.4,Eredivisie,0.0,Mike van der Hoorn,0.0,0.3,0.0,D(C),78.8,1.0,0.5,0.9,190.0,Ajax,4.8,0.1,81.0,1.0
2812,32.0,0.0,0.0,0.5,0.0,0.0,76.9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Eredivisie,0.0,John Heitinga,0.0,0.0,0.0,D(C),76.9,0.0,1.0,0.0,182.0,Ajax,0.5,0.5,72.0,0.0
2815,28.0,1.0,0.3,2.4,0.8,5.8,84.9,0.2,0.4,0.4,1.0,0.0,2.8,0.3,Eredivisie,0.0,Rens van Eijden,0.0,0.4,2.0,D(C),84.9,1.0,0.4,2.0,188.0,NEC Nijmegen,5.6,0.3,81.0,4.0
2819,24.0,0.0,0.1,2.8,0.8,5.2,83.6,0.3,0.6,0.7,1.2,0.0,2.6,0.1,Eredivisie,0.1,Wojciech Golla,0.0,0.7,0.0,D(C),83.6,1.0,0.4,1.4,182.0,NEC Nijmegen,5.6,0.5,80.0,2.0
2825,24.0,0.0,0.3,2.3,0.6,4.3,78.5,0.1,0.3,0.8,0.6,1.0,2.1,0.3,Eredivisie,0.0,Dario Dumic,0.1,0.2,0.0,D(C),78.5,0.0,0.6,0.8,193.0,NEC Nijmegen,3.3,0.3,85.0,0.0
2849,23.0,0.0,0.2,2.0,0.5,4.1,76.5,0.3,0.3,0.4,1.8,3.0,1.7,0.2,Eredivisie,0.0,Kenny Otigba,0.0,1.4,0.0,D(C),76.5,0.0,0.6,1.2,187.0,SC Heerenveen,3.7,0.3,84.0,6.0
2864,29.0,0.0,0.1,2.5,0.8,8.2,78.6,0.3,0.4,0.9,1.4,1.0,2.8,0.1,Eredivisie,0.0,Jordens Peters,0.0,0.7,0.0,D(C),78.6,0.0,0.3,1.5,183.0,Willem II,7.1,0.3,78.0,7.0
2869,25.0,0.0,0.2,1.8,0.6,4.7,86.1,0.1,0.4,0.6,1.2,4.0,2.2,0.2,Eredivisie,0.0,Dries Wuytens,0.0,0.7,0.0,D(C),86.1,0.0,0.3,1.8,183.0,Willem II,6.2,0.2,73.0,2.0
2895,28.0,0.0,0.2,2.6,0.5,4.5,85.2,0.1,0.5,0.2,0.9,0.0,2.3,0.2,Eredivisie,0.0,Eric Botteghin,0.0,0.4,0.0,D(C),85.2,0.0,0.6,1.8,192.0,Feyenoord,5.1,0.2,89.0,2.0
2900,21.0,0.0,0.4,2.8,0.3,3.7,86.5,0.3,0.6,0.4,0.8,2.0,2.2,0.4,Eredivisie,0.0,Sven van Beek,0.0,0.6,2.0,D(C),86.5,0.0,0.5,1.4,190.0,Feyenoord,6.4,0.4,76.0,5.0
2908,28.0,0.0,0.2,1.5,0.4,2.6,85.2,0.2,0.6,0.4,1.2,0.0,1.2,0.2,Eredivisie,0.1,Jan-Arie van der Heijden,0.0,0.6,0.0,D(C),85.2,1.0,0.2,1.4,180.0,Feyenoord,4.7,0.3,76.0,3.0
2923,21.0,0.0,0.0,1.7,0.4,4.5,84.8,0.2,0.5,0.8,0.8,0.0,3.2,0.0,Eredivisie,0.0,Wessel Dammers,0.0,0.7,1.0,D(C),84.8,1.0,0.3,1.7,185.0,Cambuur,5.0,0.2,68.0,2.0
2925,27.0,0.0,0.1,1.0,0.4,3.2,80.6,0.1,0.3,0.7,0.8,0.0,1.8,0.1,Eredivisie,0.0,Martijn van der Laan,0.0,0.5,0.0,D(C),80.6,0.0,0.2,1.2,175.0,Cambuur,4.0,0.1,75.0,1.0
2928,26.0,0.0,0.3,1.3,0.4,3.3,86.5,0.2,0.6,0.8,0.5,0.0,2.5,0.3,Eredivisie,0.1,Darryl Lachman,0.0,1.1,0.0,D(C),86.5,0.0,0.2,1.3,189.0,Cambuur,4.8,0.2,75.0,5.0
2939,26.0,0.0,0.2,2.0,0.8,3.4,78.3,0.0,0.4,0.4,1.8,0.0,3.4,0.2,Eredivisie,0.0,Kai Heerings,0.0,0.6,0.0,D(C),78.3,0.0,0.2,0.8,189.0,Cambuur,2.6,0.6,79.0,1.0
2953,31.0,0.0,0.2,1.4,0.6,5.7,77.1,0.1,0.3,0.8,0.6,0.0,2.5,0.2,Eredivisie,0.1,Arjan Swinkels,0.0,0.5,0.0,D(C),77.1,0.0,0.5,1.4,184.0,Roda,3.4,0.3,75.0,5.0
2963,33.0,0.0,0.2,2.1,0.4,5.4,79.2,0.1,0.5,0.8,0.3,0.0,1.7,0.2,Eredivisie,0.0,Gibril Sankoh,0.0,0.4,0.0,D(C),79.2,0.0,0.2,1.1,187.0,Roda,3.4,0.2,82.0,1.0
2973,28.0,0.0,0.0,2.0,2.0,6.0,56.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Eredivisie,0.0,Bart Biemans,0.0,2.0,0.0,D(C),56.3,0.0,0.0,0.0,183.0,Roda,4.0,0.0,76.0,1.0
2981,23.0,0.0,0.1,2.3,0.9,9.1,80.4,0.1,0.2,0.7,1.7,0.0,3.5,0.1,Eredivisie,0.0,Jurgen Mattheij,0.0,0.4,0.0,D(C),80.4,1.0,0.2,1.5,191.0,Excelsior,5.2,0.4,84.0,4.0
2983,27.0,2.0,0.2,2.1,0.8,7.8,78.5,0.1,0.6,0.6,1.0,2.0,2.9,0.2,Eredivisie,0.0,Sander Fischer,0.1,0.7,0.0,D(C),78.5,2.0,0.4,1.3,187.0,Excelsior,4.2,0.2,72.0,3.0
2993,29.0,0.0,0.1,1.5,0.3,4.8,83.0,0.1,0.2,0.1,0.2,0.0,2.2,0.1,Eredivisie,0.0,Henrico Drost,0.0,0.2,0.0,D(C),83.0,0.0,0.1,0.8,183.0,Excelsior,2.3,0.2,80.0,0.0
2997,26.0,0.0,0.0,1.0,0.3,5.0,81.1,0.3,0.5,0.3,0.8,0.0,1.5,0.0,Eredivisie,0.0,Kevin van Diermen,0.0,0.3,0.0,D(C),81.1,0.0,0.0,1.0,186.0,Excelsior,3.3,0.0,85.0,1.0
3005,24.0,1.0,0.3,2.3,0.7,7.6,80.0,0.1,0.4,0.7,1.4,2.0,2.0,0.3,Eredivisie,0.0,Ted van de Pavert,0.0,1.0,0.0,D(C),80.0,0.0,0.6,1.9,190.0,De Graafschap,4.5,0.5,80.0,2.0
3025,21.0,0.0,0.0,0.6,1.0,3.8,77.3,0.0,0.6,1.2,1.2,0.0,1.4,0.0,Eredivisie,0.0,Tim Linthorst,0.0,1.0,0.0,D(C),77.3,0.0,0.4,1.8,191.0,De Graafschap,4.0,0.6,82.0,1.0
3036,25.0,0.0,0.3,1.1,1.1,6.2,79.0,0.1,0.8,0.2,0.8,2.0,2.0,0.3,Eredivisie,0.1,Tom Beugelsdijk,0.0,0.6,1.0,D(C),79.0,0.0,0.5,1.7,192.0,ADO Den Haag,3.1,0.3,79.0,4.0
3038,27.0,0.0,0.2,1.3,0.5,5.3,84.2,0.1,0.4,0.4,1.0,2.0,2.9,0.2,Eredivisie,0.0,Vito Wormgoor,0.0,0.6,0.0,D(C),84.2,0.0,0.6,1.3,188.0,ADO Den Haag,4.9,0.3,81.0,3.0
3059,26.0,0.0,0.0,6.7,0.3,6.0,89.7,0.3,0.0,0.7,1.3,0.0,2.0,0.0,Eredivisie,0.0,Giorgos Katsikas,0.0,1.0,0.0,D(C),89.7,0.0,0.3,0.7,187.0,Twente,3.0,0.0,84.0,1.0
3062,20.0,0.0,0.4,2.3,0.6,5.7,78.1,0.1,0.4,0.3,1.1,1.0,2.3,0.4,Eredivisie,0.1,Joachim Andersen,0.0,0.6,1.0,D(C),78.1,0.0,0.6,1.5,192.0,Twente,5.1,0.5,75.0,5.0
3063,25.0,0.0,0.2,2.2,1.0,4.9,83.6,0.1,0.2,0.5,1.1,2.0,3.1,0.2,Eredivisie,0.0,Bruno Uvini,0.0,0.9,1.0,D(C),83.6,0.0,0.5,0.7,188.0,Twente,1.7,0.3,81.0,3.0
3067,21.0,0.0,0.3,1.6,0.8,5.3,81.6,0.2,0.4,0.6,0.3,1.0,2.0,0.3,Eredivisie,0.0,Peet Bijen,0.0,0.7,0.0,D(C),81.6,0.0,0.2,1.3,180.0,Twente,4.1,0.3,70.0,2.0
3098,24.0,0.0,0.8,2.0,0.3,5.2,81.1,0.1,0.6,0.1,1.9,1.0,1.9,0.8,Eredivisie,0.0,Trent Sainsbury,0.1,0.9,0.0,D(C),81.1,0.0,0.8,1.2,183.0,PEC Zwolle,4.6,0.3,76.0,5.0
3119,28.0,0.0,0.3,1.6,0.4,3.9,87.8,0.3,0.5,1.0,0.6,4.0,1.4,0.3,Eredivisie,0.4,Héctor Moreno,0.1,0.2,0.0,D(C),87.8,0.0,0.5,1.0,183.0,PSV Eindhoven,5.8,0.4,80.0,4.0
3120,24.0,1.0,0.3,2.5,0.7,6.2,89.3,0.3,0.3,0.5,0.8,0.0,1.5,0.3,Eredivisie,0.0,Jeffrey Bruma,0.1,0.4,2.0,D(C),89.3,0.0,1.0,0.9,189.0,PSV Eindhoven,5.2,0.3,88.0,6.0
3126,24.0,0.0,0.0,2.4,0.7,4.4,91.5,0.1,0.1,0.4,0.9,0.0,0.9,0.0,Eredivisie,0.0,Nicolas Isimat-Mirin,0.0,0.2,0.0,D(C),91.5,0.0,0.1,0.7,189.0,PSV Eindhoven,2.3,0.1,80.0,1.0
3139,25.0,1.0,0.7,1.4,0.6,5.6,82.6,0.2,0.6,0.7,0.5,1.0,2.1,0.7,Eredivisie,1.0,Jop van der Linden,0.0,0.8,0.0,D(C),82.6,0.0,0.6,1.9,188.0,AZ Alkmaar,6.8,0.1,74.0,1.0
3144,24.0,0.0,0.9,2.0,1.0,5.9,79.4,0.3,0.3,0.4,1.2,2.0,2.1,0.9,Eredivisie,0.1,Jeffrey Gouweleeuw,0.0,0.8,0.0,D(C),79.4,0.0,0.8,1.3,187.0,AZ Alkmaar,5.8,0.3,84.0,3.0
3147,31.0,0.0,0.2,1.1,0.9,4.6,82.6,0.1,0.7,0.2,0.2,1.0,2.0,0.2,Eredivisie,0.1,Ron Vlaar,0.0,0.6,1.0,D(C),82.6,0.0,0.6,1.2,189.0,AZ Alkmaar,3.4,0.6,80.0,0.0
3162,28.0,0.0,1.0,2.0,1.0,4.0,91.1,0.0,0.0,0.0,2.0,0.0,4.0,1.0,Eredivisie,0.0,Eric Botteghin,0.0,0.0,0.0,D(C),91.1,0.0,2.0,3.0,192.0,FC Groningen,6.0,1.0,89.0,0.0
3180,23.0,0.0,0.1,2.5,0.9,5.6,80.7,0.1,0.1,0.4,0.3,0.0,0.7,0.1,Eredivisie,0.1,Kasper Larsen,0.0,0.3,0.0,D(C),80.7,1.0,0.1,0.4,190.0,FC Groningen,1.5,0.1,80.0,1.0
7,29.0,1.0,0.5,1.8,0.2,2.3,76.7,0.8,0.8,1.3,1.0,0.0,1.9,0.5,Bundesliga,0.8,Peter Pekarík,0.1,0.1,0.0,D(LR),76.7,0.0,0.3,2.3,176.0,Hertha Berlin,2.3,0.8,70.0,1.0
95,25.0,0.0,0.5,1.5,0.0,4.8,68.5,0.5,0.3,1.8,1.3,0.0,2.5,0.5,Bundesliga,0.5,Daniel Opare,0.0,0.3,0.0,D(LR),68.5,0.0,0.5,1.3,175.0,Augsburg,1.0,1.3,74.0,2.0
256,25.0,1.0,0.5,1.4,0.2,2.3,74.6,0.5,1.0,0.5,0.8,0.0,2.8,0.5,Bundesliga,0.4,Gotoku Sakai,0.0,0.2,0.0,D(LR),74.6,0.0,0.5,2.2,176.0,Hamburger SV,2.5,0.7,74.0,2.0
458,24.0,1.0,0.6,0.5,0.1,1.2,75.6,0.7,0.5,0.6,0.9,1.0,1.8,0.6,Bundesliga,0.3,Erik Durm,0.0,0.1,0.0,D(LR),75.6,0.0,0.9,1.4,183.0,Borussia Dortmund,1.3,0.8,72.0,2.0
562,33.0,0.0,0.1,0.4,0.1,1.3,81.3,0.4,0.6,1.9,1.1,0.0,1.7,0.1,Ligue1,0.4,Jonathan Brison,0.0,0.0,0.0,D(LR),81.3,0.0,0.1,1.7,179.0,Saint-Etienne,2.3,0.1,73.0,2.0
598,24.0,0.0,0.0,0.8,0.0,2.3,63.8,0.5,1.0,0.0,0.8,0.0,0.3,0.0,Ligue1,0.0,Yassine Jebbour,0.0,0.0,0.0,D(LR),63.8,0.0,0.0,0.8,180.0,SC Bastia,1.0,0.3,70.0,0.0
651,24.0,1.0,0.4,0.4,0.2,1.0,80.1,0.9,0.9,0.6,0.5,1.0,1.4,0.4,Ligue1,0.3,Mehdi Zeffane,0.1,0.1,0.0,D(LR),80.1,0.0,0.8,1.4,174.0,Rennes,0.5,0.8,63.0,1.0
665,26.0,0.0,0.1,1.2,0.4,2.4,72.6,0.1,0.3,1.4,1.4,1.0,3.3,0.1,Ligue1,0.1,Dorian Lévêque,0.0,0.1,0.0,D(LR),72.6,0.0,0.6,2.9,180.0,Guingamp,2.4,0.6,74.0,2.0
680,36.0,3.0,0.5,0.5,0.3,2.1,75.0,0.2,0.3,0.5,0.5,0.0,1.1,0.5,Ligue1,0.6,Lars Jacobsen,0.1,0.1,0.0,D(LR),75.0,0.0,0.1,1.3,181.0,Guingamp,1.8,0.3,78.0,3.0
681,33.0,0.0,1.0,1.5,0.0,3.5,74.1,0.0,0.0,2.0,0.5,0.0,3.5,1.0,Ligue1,0.5,Maxime Baca,0.0,1.0,1.0,D(LR),74.1,0.0,0.0,2.5,174.0,Guingamp,4.0,0.5,68.0,0.0
814,24.0,1.0,0.7,1.8,0.3,2.6,66.7,0.6,1.4,0.4,0.9,1.0,1.8,0.7,Ligue1,0.7,Dennis Appiah,0.1,0.1,0.0,D(LR),66.7,0.0,0.3,3.7,179.0,Caen,1.1,0.9,68.0,2.0
816,24.0,0.0,0.4,0.4,0.2,1.0,82.9,0.6,0.9,0.6,1.3,0.0,3.6,0.4,Ligue1,0.2,Chaker Alhadhur,0.0,0.2,0.0,D(LR),82.9,0.0,0.0,3.6,172.0,Caen,0.7,0.4,65.0,2.0
835,23.0,1.0,0.9,1.8,0.1,2.9,79.0,1.7,0.9,1.5,1.6,2.0,2.3,0.9,Ligue1,1.0,Youssouf Sabaly,0.0,0.2,1.0,D(LR),79.0,0.0,0.5,2.8,174.0,Nantes,2.6,1.1,68.0,7.0
848,21.0,0.0,0.8,0.6,0.2,2.2,74.5,0.9,1.3,0.5,0.8,0.0,1.8,0.8,Ligue1,0.6,Léo Dubois,0.0,0.1,0.0,D(LR),74.5,0.0,0.5,2.7,178.0,Nantes,2.5,1.0,65.0,3.0
864,22.0,4.0,0.6,1.9,0.1,2.7,84.4,1.0,1.5,1.6,1.2,0.0,2.9,0.6,Ligue1,0.6,Ricardo Pereira,0.0,0.2,0.0,D(LR),84.4,0.0,0.1,3.9,175.0,Nice,2.4,1.0,70.0,6.0
897,23.0,3.0,1.0,1.5,0.3,1.5,78.5,1.6,1.2,1.5,1.1,4.0,3.2,1.0,Ligue1,0.6,Djibril Sidibe,0.2,0.3,0.0,D(LR),78.5,0.0,1.1,3.3,182.0,Lille,1.5,1.9,73.0,3.0
962,22.0,1.0,0.5,1.6,0.2,2.0,82.5,0.4,0.4,0.9,0.8,0.0,2.8,0.5,Ligue1,0.2,Javier Manquillo,0.1,0.4,0.0,D(LR),82.5,0.0,0.2,2.5,180.0,Marseille,1.1,0.8,75.0,2.0
