,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,goals,inter,keyp,league,longb,name,off,offsides,owng,position,ps_x,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
2574,21.0,0.0,0.5,0.0,0.0,0.0,95.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,LaLiga,0.0,Marcos Llorente,0.0,0.0,0.0,Midfielder,95.2,0.0,0.0,0.0,180.0,Real Madrid,0.0,0.0,71.0,0.0
2592,22.0,1.0,0.3,0.0,0.0,0.0,80.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,LaLiga,0.0,Miguel Cardoso,0.3,0.0,0.0,Midfielder,80.0,0.0,1.3,0.7,176.0,Deportivo La Coruna,0.7,1.3,71.0,0.0
2622,21.0,0.0,0.0,0.0,0.0,1.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LaLiga,0.0,Capilla,0.0,0.0,0.0,Midfielder,66.7,0.0,1.0,0.0,175.0,Real Sociedad,0.0,0.0,75.0,0.0
2625,19.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,LaLiga,0.0,Igor Zubeldia,0.0,0.0,0.0,Midfielder,80.0,0.0,0.0,0.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0
2654,17.0,0.0,0.3,0.3,0.0,0.3,76.8,1.1,0.1,0.5,0.6,0.0,0.0,0.3,LaLiga,0.3,Joni Montiel,0.1,0.0,0.0,Midfielder,76.8,0.0,0.3,0.4,0.0,Rayo Vallecano,0.0,0.6,0.0,0.0
2655,27.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LaLiga,0.0,Zhang Chengdong,0.0,0.0,0.0,Midfielder,100.0,0.0,0.0,0.0,185.0,Rayo Vallecano,1.0,0.0,84.0,0.0
2711,18.0,0.0,0.5,0.0,0.0,0.0,83.8,1.0,0.3,0.3,1.0,0.0,0.0,0.5,LaLiga,0.3,Javi Ontiveros,0.0,0.0,0.0,Midfielder,83.8,0.0,0.3,0.3,172.0,Malaga,0.5,0.5,70.0,0.0
2734,19.0,0.0,0.5,0.0,0.0,0.0,78.8,0.8,0.2,0.3,0.3,0.0,0.3,0.5,Eredivisie,0.3,Danilo Pantic,0.0,0.0,0.0,Midfielder,78.8,0.0,0.8,0.5,180.0,Vitesse,0.0,0.7,70.0,0.0
2735,22.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Eredivisie,0.0,Mohammed Osman,0.0,0.0,0.0,Midfielder,100.0,0.0,0.0,0.0,176.0,Vitesse,0.0,0.0,73.0,0.0
2741,23.0,0.0,0.3,0.5,0.3,4.3,85.7,0.0,0.0,0.5,0.5,1.0,1.8,0.3,Eredivisie,0.0,Gino Bosz,0.0,0.3,0.0,Midfielder,85.7,0.0,0.5,1.0,181.0,Heracles,5.5,0.3,70.0,1.0
2756,32.0,2.0,0.5,0.0,0.1,0.1,74.8,0.0,0.9,0.1,0.3,0.0,0.5,0.5,Eredivisie,0.1,Gonzalo García,0.1,0.0,0.0,Midfielder,74.8,0.0,1.1,0.4,182.0,Heracles,0.5,0.6,78.0,0.0
2760,22.0,0.0,0.0,0.0,0.0,0.0,84.3,0.0,0.0,1.0,0.3,0.0,1.0,0.0,Eredivisie,0.0,Menno Heerkes,0.0,0.0,0.0,Midfielder,84.3,0.0,0.0,0.3,174.0,Heracles,0.7,1.0,67.0,0.0
2787,22.0,0.0,0.0,0.0,1.0,0.0,93.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Eredivisie,0.0,Darren Rosheuvel,0.0,1.0,0.0,Midfielder,93.1,0.0,0.0,1.0,180.0,FC Utrecht,2.0,0.0,70.0,0.0
2809,20.0,1.0,0.5,0.0,0.5,0.0,93.3,0.0,0.0,0.5,0.5,0.0,0.0,0.5,Eredivisie,0.0,Robert Muric,0.0,0.0,0.0,Midfielder,93.3,0.0,0.0,0.0,180.0,Ajax,0.0,0.5,70.0,0.0
2830,23.0,0.0,0.3,3.0,0.0,0.7,61.4,0.7,0.0,0.3,0.3,0.0,0.0,0.3,Eredivisie,0.0,Kristjan Emilsson,0.0,0.0,0.0,Midfielder,61.4,0.0,0.3,0.0,186.0,NEC Nijmegen,0.3,0.7,76.0,0.0
2831,21.0,0.0,0.3,0.1,0.0,0.3,69.1,1.0,0.5,0.4,0.8,0.0,0.3,0.3,Eredivisie,0.1,Mohamed Rayhi,0.3,0.0,0.0,Midfielder,69.1,0.0,0.8,0.9,178.0,NEC Nijmegen,0.1,0.9,67.0,1.0
2832,21.0,0.0,0.6,0.3,0.0,0.3,74.7,1.1,0.4,0.6,0.8,0.0,0.3,0.6,Eredivisie,0.2,Joey Sleegers,0.0,0.0,0.0,Midfielder,74.7,0.0,1.3,0.4,174.0,NEC Nijmegen,0.4,1.1,65.0,2.0
2834,18.0,0.0,0.4,0.3,0.0,0.5,66.7,1.8,0.3,0.3,1.0,0.0,0.0,0.4,Eredivisie,0.3,Jay-Roy Grot,0.4,0.0,0.0,Midfielder,66.7,0.0,0.7,0.2,193.0,NEC Nijmegen,0.1,1.0,93.0,1.0
2860,22.0,0.0,0.0,0.3,0.0,0.3,73.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,Eredivisie,0.0,Younes Namli,0.0,0.0,0.0,Midfielder,73.7,0.0,0.7,0.0,180.0,SC Heerenveen,0.0,0.0,69.0,0.0
2878,19.0,0.0,3.0,1.0,0.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Eredivisie,0.0,Frenkie de Jong,0.0,0.0,0.0,Midfielder,90.9,0.0,0.0,0.0,178.0,Willem II,1.0,2.0,68.0,0.0
2888,20.0,0.0,0.0,0.3,0.0,0.0,77.8,0.0,0.0,0.8,0.8,0.0,0.0,0.0,Eredivisie,0.3,Justin Mathieu,0.0,0.0,0.0,Midfielder,77.8,0.0,0.3,0.3,174.0,Willem II,0.5,0.5,70.0,0.0
2890,20.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Eredivisie,0.0,Jordy Vleugels,0.0,0.0,0.0,Midfielder,25.0,0.0,0.0,1.0,175.0,Willem II,0.0,1.0,64.0,0.0
2914,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eredivisie,0.0,Jari Schuurman,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,0.0,178.0,Feyenoord,0.0,0.0,65.0,0.0
2922,22.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Eredivisie,0.0,Noureddine Boutzamar,0.0,0.0,0.0,Midfielder,80.0,0.0,2.0,1.0,0.0,Cambuur,4.0,0.0,0.0,0.0
2933,29.0,0.0,0.8,0.4,0.0,0.0,74.8,0.9,0.3,0.5,0.8,1.0,0.3,0.8,Eredivisie,0.1,Jergé Hoefdraad,0.0,0.0,0.0,Midfielder,74.8,0.0,1.5,0.0,170.0,Cambuur,0.1,0.8,71.0,0.0
2942,24.0,0.0,1.0,0.5,0.0,0.5,72.7,2.0,0.0,1.0,0.5,0.0,0.0,1.0,Eredivisie,0.0,Sebastian Steblecki,0.5,0.0,0.0,Midfielder,72.7,0.0,1.0,0.5,187.0,Cambuur,0.0,1.0,80.0,1.0
2951,27.0,2.0,1.3,0.0,0.3,0.3,77.6,2.3,0.3,1.3,0.0,0.0,0.0,1.3,Eredivisie,0.7,Anco Jansen,1.7,0.0,0.0,Midfielder,77.6,0.0,1.0,0.3,185.0,Roda,0.0,1.7,89.0,1.0
2971,32.0,1.0,0.2,0.3,0.1,0.1,74.5,0.3,0.4,0.5,0.5,0.0,0.5,0.2,Eredivisie,0.1,Nathan Rutjes,0.0,0.0,0.0,Midfielder,74.5,0.0,0.1,1.3,185.0,Roda,0.3,0.2,69.0,2.0
2972,21.0,0.0,0.3,0.5,0.0,0.1,64.0,0.5,0.2,0.6,0.7,4.0,0.1,0.3,Eredivisie,0.0,Maecky Ngombo,0.1,0.0,0.0,Midfielder,64.0,0.0,0.7,0.2,0.0,Roda,0.1,0.8,0.0,0.0
2976,19.0,0.0,0.3,0.1,0.0,0.4,73.8,1.0,0.9,0.3,0.4,0.0,0.4,0.3,Eredivisie,0.0,Daniel De Silva,0.0,0.0,0.0,Midfielder,73.8,0.0,0.9,0.9,170.0,Roda,1.0,0.6,60.0,0.0
2977,28.0,0.0,0.6,0.5,0.1,0.3,70.1,0.5,0.5,1.0,0.8,0.0,0.9,0.6,Eredivisie,0.0,Jens van Son,0.1,0.0,0.0,Midfielder,70.1,0.0,0.1,0.7,176.0,Roda,0.5,0.9,75.0,3.0
2979,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eredivisie,0.0,Brian Jacobs,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,0.0,176.0,Roda,0.0,1.0,71.0,0.0
3029,21.0,0.0,0.2,0.0,0.0,0.0,73.7,1.0,0.3,0.3,0.5,0.0,0.5,0.2,Eredivisie,0.2,Tom Menting,0.0,0.0,0.0,Midfielder,73.7,0.0,0.0,0.0,172.0,De Graafschap,0.0,0.5,68.0,0.0
3051,20.0,0.0,0.0,0.0,0.0,0.7,70.0,0.3,0.3,0.0,0.7,0.0,0.3,0.0,Eredivisie,0.7,Hector Hevel,0.3,0.0,0.0,Midfielder,70.0,0.0,0.3,0.3,172.0,ADO Den Haag,0.0,0.0,64.0,0.0
3072,19.0,1.0,0.4,0.3,0.0,0.0,81.0,1.2,0.4,1.2,0.3,1.0,0.2,0.4,Eredivisie,0.2,Thomas Agyepong,0.4,0.0,0.0,Midfielder,81.0,0.0,0.7,0.5,183.0,Twente,0.1,1.2,76.0,1.0
3074,20.0,1.0,0.2,0.1,0.1,0.7,76.3,0.7,0.4,0.6,1.1,0.0,1.5,0.2,Eredivisie,0.0,Jelle van der Heyden,0.0,0.0,0.0,Midfielder,76.3,0.0,0.3,1.4,180.0,Twente,0.5,0.8,80.0,1.0
3076,19.0,0.0,1.0,0.0,0.0,0.3,94.4,0.3,0.0,1.0,0.3,0.0,0.3,1.0,Eredivisie,0.0,Alessio Da Cruz,0.3,0.0,0.0,Midfielder,94.4,0.0,0.3,0.3,176.0,Twente,0.0,1.3,69.0,1.0
3081,20.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Eredivisie,0.0,Vincent Schmidt,0.0,0.0,0.0,Midfielder,100.0,0.0,1.0,0.0,0.0,Twente,0.0,1.0,0.0,0.0
3101,20.0,1.0,0.5,0.1,0.1,0.4,82.0,0.0,0.4,0.4,0.1,0.0,0.6,0.5,Eredivisie,0.0,Gustavo Hebling,0.0,0.0,0.0,Midfielder,82.0,0.0,0.5,0.5,173.0,PEC Zwolle,0.9,0.4,66.0,0.0
3103,22.0,1.0,0.3,0.0,0.1,0.2,86.2,0.5,0.4,0.2,0.2,0.0,0.4,0.3,Eredivisie,0.2,Abdelmalek El Hasnaoui,0.0,0.0,0.0,Midfielder,86.2,0.0,0.5,0.7,181.0,PEC Zwolle,0.6,0.9,71.0,1.0
3106,21.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eredivisie,0.0,Dario Tanda,0.0,0.0,0.0,Midfielder,100.0,0.0,0.0,0.0,173.0,PEC Zwolle,0.3,0.0,68.0,0.0
3107,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eredivisie,0.0,Boris Rasevic,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0,0.0,192.0,PEC Zwolle,0.0,0.0,76.0,0.0
3108,18.0,0.0,0.0,0.0,0.0,0.0,100.0,0.7,0.0,0.3,0.3,0.0,0.0,0.0,Eredivisie,0.0,Sander Thomas,0.0,0.0,0.0,Midfielder,100.0,0.0,0.0,0.3,0.0,PEC Zwolle,0.7,0.0,0.0,0.0
3132,18.0,0.0,0.4,0.0,0.0,0.0,84.6,0.0,0.0,0.0,0.2,0.0,0.0,0.4,Eredivisie,0.0,Steven Bergwijn,0.0,0.0,0.0,Midfielder,84.6,0.0,0.0,0.2,171.0,PSV Eindhoven,0.0,0.2,74.0,1.0
3150,19.0,0.0,0.0,1.0,0.0,2.0,65.0,0.0,0.7,1.0,0.7,0.0,1.3,0.0,Eredivisie,0.0,Thomas Ouwejan,0.0,0.3,0.0,Midfielder,65.0,0.0,0.3,3.0,184.0,AZ Alkmaar,1.0,1.0,0.0,0.0
31,28.0,5.0,1.1,0.7,0.1,0.3,78.0,1.5,0.8,1.7,1.5,2.0,1.1,1.1,Bundesliga,0.4,Daniel Caligiuri,0.2,0.0,0.0,M(LR),78.0,0.0,1.4,1.8,182.0,Wolfsburg,1.1,1.2,79.0,4.0
144,22.0,5.0,1.0,1.0,0.1,0.3,64.8,2.3,1.2,1.6,1.2,7.0,1.5,1.0,Bundesliga,0.1,Jairo Samperio,0.3,0.0,0.0,M(LR),64.8,0.0,1.3,0.8,173.0,Mainz 05,0.5,1.9,65.0,5.0
150,24.0,3.0,1.1,0.3,0.0,0.4,66.7,0.5,1.5,0.8,1.0,5.0,1.0,1.1,Bundesliga,0.9,Christian Clemens,0.0,0.0,0.0,M(LR),66.7,0.0,1.6,1.1,181.0,Mainz 05,0.5,1.1,78.0,1.0
254,29.0,2.0,0.8,1.2,0.1,0.3,74.4,0.7,1.2,1.4,1.3,4.0,1.3,0.8,Bundesliga,0.3,Ivo Ilicevic,0.2,0.0,0.0,M(LR),74.4,0.0,1.4,1.8,174.0,Hamburger SV,0.7,1.3,63.0,3.0
557,29.0,3.0,1.5,0.8,0.0,0.5,72.4,1.3,0.6,1.5,1.0,3.0,0.5,1.5,Ligue1,1.0,Romain Hamouma,0.1,0.0,0.0,M(LR),72.4,0.0,1.5,0.7,177.0,Saint-Etienne,0.8,1.8,67.0,4.0
619,24.0,1.0,0.8,0.2,0.0,0.0,77.9,0.7,0.5,0.4,1.0,1.0,0.7,0.8,Ligue1,0.4,Lass,0.5,0.0,0.0,M(LR),77.9,0.0,1.6,0.6,174.0,Reims,0.1,1.8,71.0,1.0
954,28.0,3.0,0.5,0.1,0.1,0.3,74.5,0.6,0.8,0.5,0.9,0.0,0.7,0.5,Ligue1,0.3,Romain Philippoteaux,0.3,0.0,0.0,M(LR),74.5,0.0,0.5,0.8,170.0,Lorient,0.7,1.2,67.0,3.0
1128,32.0,0.0,0.2,1.2,0.1,0.4,63.6,0.5,0.5,0.4,1.3,1.0,0.6,0.2,SerieA,0.3,Bosko Jankovic,0.5,0.0,0.0,M(LR),63.6,1.0,0.9,0.3,184.0,Verona,0.3,0.9,78.0,3.0
1406,28.0,0.0,0.0,0.0,0.0,0.0,69.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SerieA,0.0,Marcelo Estigarribia,0.0,0.0,0.0,M(LR),69.2,0.0,0.0,0.0,181.0,Atalanta,0.0,0.3,76.0,0.0
1620,29.0,7.0,1.2,0.7,0.0,0.5,82.9,0.8,0.8,1.6,0.6,7.0,0.6,1.2,SerieA,0.1,José Callejón,0.5,0.0,0.0,M(LR),82.9,0.0,1.6,1.1,178.0,Napoli,0.5,0.8,73.0,4.0
1652,29.0,0.0,0.9,0.0,0.1,0.6,81.2,0.6,0.6,0.8,0.5,5.0,0.4,0.9,PremierLeague,0.3,Aaron Lennon,0.0,0.0,0.0,M(LR),81.2,0.0,0.7,1.4,165.0,Everton,0.5,0.7,63.0,1.0
1770,30.0,1.0,0.9,0.3,0.1,0.2,77.3,0.5,0.3,0.4,0.2,1.0,0.3,0.9,PremierLeague,0.9,Matthew Jarvis,0.1,0.0,0.0,M(LR),77.3,0.0,0.5,0.5,173.0,Norwich,0.5,0.8,70.0,0.0
1840,26.0,6.0,1.6,0.3,0.0,0.5,63.8,0.7,1.2,0.7,0.6,2.0,1.3,1.6,PremierLeague,1.4,Marc Albrighton,0.1,0.0,0.0,M(LR),63.8,0.0,1.1,1.7,175.0,Leicester,1.5,1.0,67.0,4.0
1864,28.0,2.0,0.7,0.4,0.1,0.4,73.8,0.9,1.4,1.9,0.8,1.0,0.9,0.7,PremierLeague,0.7,Max Gradel,0.2,0.0,0.0,M(LR),73.8,0.0,1.3,1.6,175.0,Bournemouth,0.5,1.8,69.0,1.0
2042,30.0,0.0,0.0,0.3,0.0,0.0,81.0,0.7,0.0,0.0,0.3,0.0,0.3,0.0,PremierLeague,0.0,Matthew Jarvis,0.0,0.0,0.0,M(LR),81.0,0.0,0.0,1.0,173.0,West Ham,0.0,0.0,70.0,0.0
2097,27.0,1.0,0.6,0.8,0.0,0.8,83.5,0.6,0.8,0.4,0.4,0.0,0.8,0.6,PremierLeague,0.4,Gabriel Obertan,0.6,0.0,0.0,M(LR),83.5,0.0,0.6,1.2,186.0,Newcastle United,0.4,0.4,79.0,1.0
2188,19.0,1.0,0.7,0.4,0.1,0.6,74.6,1.6,0.5,0.8,1.3,0.0,0.8,0.7,LaLiga,0.3,Nahuel,0.2,0.0,0.0,M(LR),74.6,0.0,0.5,0.8,174.0,Villarreal,0.4,1.1,67.0,4.0
2234,32.0,2.0,0.9,0.7,0.1,0.7,71.6,1.5,1.1,1.4,1.5,1.0,1.1,0.9,LaLiga,0.8,Álvaro Cejudo,0.0,0.1,0.0,M(LR),71.6,0.0,1.2,2.0,180.0,Real Betis,0.9,1.2,78.0,10.0
2283,28.0,8.0,1.5,0.6,0.0,0.2,76.9,1.5,1.0,1.1,0.9,3.0,1.0,1.5,LaLiga,1.1,Markel Susaeta,0.3,0.0,0.0,M(LR),76.9,0.0,0.9,1.9,179.0,Athletic Bilbao,0.5,1.2,67.0,3.0
2332,27.0,1.0,0.9,1.5,0.1,0.7,71.2,1.6,1.5,1.7,2.7,7.0,1.3,0.9,LaLiga,0.8,Hernán Pérez,0.5,0.0,0.0,M(LR),71.2,0.0,1.5,1.3,180.0,Espanyol,0.8,1.9,77.0,12.0
2362,25.0,2.0,0.5,0.3,0.0,0.2,85.5,0.8,0.5,0.8,0.4,2.0,1.2,0.5,LaLiga,0.3,Isaac Cuenca,0.1,0.0,0.0,M(LR),85.5,0.0,0.8,1.1,181.0,Granada,0.3,1.2,74.0,0.0
2435,32.0,1.0,1.3,0.7,0.1,0.2,66.2,1.4,0.9,1.6,0.9,1.0,0.5,1.3,LaLiga,0.8,Reyes,0.2,0.0,0.0,M(LR),66.2,0.0,0.9,0.8,176.0,Sevilla,0.9,1.1,72.0,6.0
2441,25.0,0.0,0.0,0.0,0.5,0.0,66.7,0.0,0.5,0.0,1.0,0.0,0.0,0.0,LaLiga,0.0,Gaël Kakuta,0.0,0.0,0.0,M(LR),66.7,0.0,0.0,1.0,172.0,Sevilla,0.5,1.5,65.0,1.0
2644,24.0,1.0,0.8,0.4,0.0,0.1,71.6,1.2,0.5,0.6,1.1,0.0,0.6,0.8,LaLiga,0.6,Lass,0.4,0.0,0.0,M(LR),71.6,0.0,1.1,1.1,174.0,Rayo Vallecano,0.1,1.6,71.0,2.0
2651,29.0,0.0,1.0,0.7,0.0,0.8,77.3,0.7,0.3,0.7,0.9,0.0,0.6,1.0,LaLiga,0.3,Patrick Ebert,0.2,0.0,0.0,M(LR),77.3,1.0,1.1,0.4,175.0,Rayo Vallecano,0.4,1.1,72.0,3.0
33,25.0,3.0,0.7,0.8,0.1,0.2,78.5,0.5,0.7,1.0,0.8,9.0,0.8,0.7,Bundesliga,0.2,André Schürrle,0.4,0.0,0.0,"M(LR),FW",78.5,0.0,2.4,0.9,184.0,Wolfsburg,0.7,1.1,72.0,5.0
289,29.0,0.0,0.5,2.1,0.1,0.7,67.6,0.5,0.9,0.5,1.1,2.0,1.0,0.5,Bundesliga,0.1,Martin Harnik,0.2,0.1,0.0,"M(LR),FW",67.6,0.0,1.7,0.7,185.0,VfB Stuttgart,0.5,1.7,80.0,2.0
372,25.0,1.0,0.7,0.5,0.0,0.2,71.1,0.3,0.4,1.2,0.4,3.0,0.5,0.7,Bundesliga,0.2,Patrick Herrmann,0.0,0.0,0.0,"M(LR),FW",71.1,0.0,0.7,0.7,179.0,Borussia M.Gladbach,0.2,0.6,70.0,0.0
444,27.0,5.0,0.9,0.9,0.1,0.1,68.7,1.0,0.3,0.5,0.9,25.0,0.3,0.9,Bundesliga,0.2,Pierre-Emerick Aubameyang,0.9,0.0,0.0,"M(LR),FW",68.7,0.0,3.8,0.2,187.0,Borussia Dortmund,0.1,1.3,80.0,4.0
572,26.0,0.0,0.0,0.0,0.0,0.0,71.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Ligue1,0.0,Yohan Mollo,0.0,0.0,0.0,"M(LR),FW",71.4,0.0,1.0,0.0,175.0,Saint-Etienne,0.0,0.0,80.0,0.0
751,25.0,3.0,1.3,1.0,0.0,0.0,77.4,2.4,0.6,1.9,1.6,21.0,0.3,1.3,Ligue1,0.1,Alexandre Lacazette,0.7,0.0,0.0,"M(LR),FW",77.4,0.0,2.8,1.1,175.0,Lyon,0.4,2.5,73.0,5.0
943,27.0,1.0,0.6,1.5,0.1,0.4,73.2,1.7,0.3,1.1,1.0,13.0,0.3,0.6,Ligue1,0.2,Benjamin Moukandjo,0.5,0.0,0.0,"M(LR),FW",73.2,0.0,1.8,0.5,180.0,Lorient,0.8,2.4,74.0,3.0
1345,29.0,1.0,1.1,0.0,0.1,0.1,85.9,0.9,0.1,0.4,0.2,6.0,0.7,1.1,SerieA,0.0,Gervinho,0.9,0.0,0.0,"M(LR),FW",85.9,0.0,1.9,0.5,179.0,Roma,0.1,1.6,66.0,0.0
1452,28.0,2.0,1.0,0.6,0.1,0.3,86.0,0.9,0.4,0.7,0.4,1.0,0.4,1.0,SerieA,0.6,Jonathan Biabiany,0.1,0.0,0.0,"M(LR),FW",86.0,0.0,1.0,1.5,175.0,Inter,0.7,1.3,70.0,3.0
1724,27.0,4.0,2.1,0.7,0.1,0.2,79.6,3.3,0.8,2.2,1.1,13.0,0.8,2.1,PremierLeague,0.4,Alexis Sánchez,0.4,0.0,0.0,"M(LR),FW",79.6,0.0,3.6,1.6,168.0,Arsenal,2.4,2.4,62.0,1.0
1745,27.0,2.0,0.6,0.2,0.0,0.3,79.7,1.1,0.3,0.9,0.1,5.0,0.5,0.6,PremierLeague,0.1,Theo Walcott,0.5,0.0,0.0,"M(LR),FW",79.7,0.0,1.6,0.4,176.0,Arsenal,0.1,1.3,68.0,0.0
2180,28.0,4.0,0.9,1.4,0.1,0.3,68.4,1.9,0.2,0.5,0.3,4.0,0.1,0.9,LaLiga,0.1,Adrián,0.9,0.0,0.0,"M(LR),FW",68.4,0.0,0.5,0.2,180.0,Villarreal,0.4,1.4,71.0,1.0
40,28.0,6.0,1.7,0.6,0.0,0.0,82.3,1.0,0.4,0.7,0.6,6.0,0.3,1.7,Bundesliga,0.3,Max Kruse,0.2,0.0,0.0,"M(CR),FW",82.3,0.0,1.9,0.3,180.0,Wolfsburg,2.6,1.7,76.0,3.0
357,27.0,8.0,1.8,1.5,0.2,0.6,80.3,1.4,1.0,2.0,2.3,7.0,1.4,1.8,Bundesliga,0.1,Lars Stindl,0.5,0.0,0.0,"M(CR),FW",80.3,0.0,2.2,1.5,180.0,Borussia M.Gladbach,1.4,1.4,75.0,5.0
470,26.0,5.0,1.9,1.7,0.0,0.5,77.0,1.1,0.6,0.9,0.8,20.0,0.5,1.9,Bundesliga,0.2,Thomas Müller,0.4,0.0,0.0,"M(CR),FW",77.0,0.0,3.0,0.8,186.0,Bayern Munich,0.9,1.5,75.0,4.0
564,29.0,1.0,0.7,2.1,0.0,0.6,61.9,0.8,0.8,1.0,1.1,1.0,0.4,0.7,Ligue1,0.1,Benjamin Corgnet,0.0,0.0,0.0,"M(CR),FW",61.9,0.0,0.7,1.1,180.0,Saint-Etienne,0.3,0.7,75.0,0.0
780,26.0,11.0,3.1,0.8,0.1,0.2,77.8,3.3,1.1,1.1,0.7,2.0,0.8,3.1,Ligue1,2.8,Ryad Boudebouz,0.0,0.0,0.0,"M(CR),FW",77.8,0.0,1.4,1.2,177.0,Montpellier,3.9,1.9,74.0,3.0
863,29.0,6.0,1.0,0.2,0.0,0.1,79.7,2.5,0.4,1.4,0.9,17.0,0.3,1.0,Ligue1,1.0,Hatem Ben Arfa,0.3,0.0,0.0,"M(CR),FW",79.7,0.0,2.7,0.4,177.0,Nice,1.9,2.1,69.0,2.0
944,31.0,5.0,1.3,0.1,0.0,0.3,83.1,1.3,1.0,1.2,0.6,2.0,0.9,1.3,Ligue1,0.6,Yann Jouffre,0.1,0.0,0.0,"M(CR),FW",83.1,0.0,1.5,1.0,175.0,Lorient,3.3,0.9,65.0,3.0
1187,29.0,0.0,0.5,0.7,0.0,0.3,75.2,0.5,0.0,0.3,0.5,1.0,0.0,0.5,SerieA,0.1,Kevin-Prince Boateng,0.1,0.0,0.0,"M(CR),FW",75.2,0.0,0.5,0.5,186.0,AC Milan,1.1,0.7,86.0,1.0
56,27.0,2.0,1.3,2.8,0.1,0.8,72.5,1.5,0.7,1.6,1.6,6.0,1.2,1.3,Bundesliga,0.5,Eric Maxim Choupo-Moting,0.5,0.0,0.0,"M(CLR),FW",72.5,0.0,1.8,1.3,191.0,Schalke 04,0.9,2.1,91.0,1.0
204,29.0,1.0,0.8,0.5,0.1,0.1,73.7,1.1,0.9,1.1,0.5,8.0,1.1,0.8,Bundesliga,0.1,Fin Bartels,0.1,0.0,0.0,"M(CLR),FW",73.7,1.0,1.4,1.0,176.0,Werder Bremen,0.9,1.5,69.0,5.0
250,28.0,5.0,1.0,1.2,0.0,0.4,68.2,0.8,1.5,1.1,2.0,9.0,1.1,1.0,Bundesliga,0.1,Nicolai Müller,0.3,0.0,0.0,"M(CLR),FW",68.2,0.0,1.3,2.0,173.0,Hamburger SV,0.2,1.6,66.0,6.0
309,22.0,5.0,2.6,1.2,0.0,0.5,74.3,1.5,0.8,1.0,1.0,3.0,1.2,2.6,Bundesliga,1.8,Hakan Calhanoglu,0.1,0.0,0.0,"M(CLR),FW",74.3,0.0,2.8,1.3,176.0,Bayer Leverkusen,3.0,1.9,76.0,1.0
445,27.0,3.0,1.7,0.3,0.0,0.1,82.1,1.1,0.2,1.1,0.9,12.0,0.7,1.7,Bundesliga,0.3,Marco Reus,1.4,0.0,0.0,"M(CLR),FW",82.1,0.0,2.4,1.0,180.0,Borussia Dortmund,0.8,1.2,75.0,2.0
473,24.0,4.0,1.3,0.4,0.0,0.2,86.9,0.9,0.9,0.8,1.6,3.0,0.4,1.3,Bundesliga,0.3,Mario Götze,0.7,0.0,0.0,"M(CLR),FW",86.9,0.0,1.3,1.1,176.0,Bayern Munich,0.4,1.7,64.0,1.0
475,32.0,1.0,1.8,0.5,0.0,0.1,80.4,0.8,0.3,0.9,0.3,4.0,0.4,1.8,Bundesliga,0.6,Arjen Robben,0.7,0.0,0.0,"M(CLR),FW",80.4,0.0,3.5,0.3,180.0,Bayern Munich,1.3,1.0,80.0,1.0
512,29.0,0.0,0.3,0.4,0.0,0.0,71.2,1.3,0.0,0.6,0.2,0.0,0.0,0.3,Ligue1,0.3,Issiar Dia,0.1,0.0,0.0,"M(CLR),FW",71.2,0.0,0.5,0.1,172.0,GFC Ajaccio,0.1,1.1,73.0,0.0
559,27.0,2.0,0.8,0.8,0.1,0.3,76.6,2.4,0.5,0.7,0.9,2.0,0.9,0.8,Ligue1,0.4,Kévin Monnet-Paquet,0.6,0.0,0.0,"M(CLR),FW",76.6,0.0,1.5,1.1,183.0,Saint-Etienne,0.2,2.0,73.0,2.0
