league,team_name,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,goals,inter,keyp,longb,motm,off,offsides,owng,ps_x,ps_y,rating,red,spg,tackles,tall,thrb,unstch,weight,yel
Bundesliga,Augsburg,27.181818181818183,0.45454545454545453,0.33636363636363636,1.6545454545454545,0.5545454545454547,3.472727272727272,78.11818181818181,0.32727272727272727,0.6272727272727273,0.7545454545454546,1.1454545454545455,1.0,1.9181818181818182,0.33636363636363636,0.23636363636363636,0.36363636363636365,0.0,0.2818181818181818,0.09090909090909091,78.11818181818181,31.927272727272733,6.738181818181818,0.09090909090909091,0.49090909090909085,1.4727272727272727,182.45454545454547,2.7727272727272725,0.5272727272727274,79.0,3.909090909090909
Bundesliga,Bayer Leverkusen,24.7,0.3,0.38,2.6300000000000003,0.35,2.8,73.61999999999999,0.45000000000000007,0.96,0.8699999999999999,1.1300000000000001,0.2,2.39,0.38,0.15000000000000002,0.3,0.04,0.26000000000000006,0.0,73.61999999999999,36.4,6.883,0.4,0.51,1.9400000000000002,185.0,2.4699999999999998,0.67,83.8,3.6
Bundesliga,Bayern Munich,27.272727272727273,1.1818181818181819,0.5272727272727272,1.7,0.2,1.5363636363636362,90.89090909090909,0.16363636363636364,0.2818181818181818,0.5636363636363636,0.7181818181818183,0.36363636363636365,1.3818181818181818,0.5272727272727272,0.13636363636363638,0.2727272727272727,0.018181818181818184,0.4818181818181818,0.0,90.89090909090909,60.81818181818183,6.864545454545455,0.09090909090909091,0.4636363636363637,0.8727272727272729,182.1818181818182,2.6999999999999997,0.33636363636363636,78.27272727272727,2.272727272727273
Bundesliga,Borussia Dortmund,26.3,1.4,0.55,2.1599999999999997,0.22000000000000003,2.07,85.61999999999999,0.42000000000000004,0.6700000000000002,0.93,0.9400000000000001,0.7,1.92,0.55,0.19,0.6,0.01,0.4600000000000001,0.1,85.61999999999999,59.7,7.0139999999999985,0.0,0.53,1.5299999999999998,185.3,2.22,0.55,79.1,2.1
Bundesliga,Borussia M.Gladbach,26.333333333333332,0.9166666666666666,0.3166666666666667,2.041666666666667,0.2833333333333333,2.025,81.64166666666667,0.2416666666666667,0.4416666666666667,0.6833333333333332,0.6250000000000001,1.4166666666666667,1.5083333333333335,0.3166666666666667,0.06666666666666667,0.08333333333333333,0.07500000000000001,0.3916666666666666,0.25,81.64166666666667,40.05833333333334,6.670000000000001,0.0,0.35000000000000003,1.25,184.83333333333334,1.8833333333333335,0.4166666666666667,78.58333333333333,1.75
Bundesliga,Darmstadt,28.181818181818183,1.2727272727272727,0.3363636363636364,1.518181818181818,0.34545454545454546,2.6363636363636362,58.17272727272727,0.2545454545454545,0.7636363636363637,0.9363636363636363,1.0,1.1818181818181819,2.1454545454545455,0.3363636363636364,0.1818181818181818,0.6363636363636364,0.045454545454545456,0.31818181818181823,0.2727272727272727,58.17272727272727,14.67272727272727,6.682727272727272,0.0,0.4,1.6545454545454548,183.63636363636363,1.4090909090909092,0.4636363636363637,80.18181818181819,4.454545454545454
Bundesliga,Eintracht Frankfurt,26.0,0.5384615384615384,0.3307692307692308,1.323076923076923,0.3076923076923077,2.069230769230769,74.22307692307693,0.38461538461538464,0.6230769230769231,0.9846153846153847,0.7846153846153847,0.38461538461538464,1.776923076923077,0.3307692307692308,0.2076923076923077,0.23076923076923078,0.061538461538461535,0.5,0.0,74.22307692307693,27.0,6.527692307692307,0.15384615384615385,0.2923076923076923,1.2461538461538462,183.23076923076923,1.3076923076923077,0.3692307692307692,79.23076923076923,4.0
Bundesliga,FC Cologne,25.545454545454547,1.4545454545454546,0.5545454545454546,1.6454545454545455,0.4090909090909091,2.5,72.16363636363636,0.3272727272727272,0.6727272727272727,0.6909090909090909,0.7636363636363637,0.7272727272727273,1.5909090909090908,0.5545454545454546,0.38181818181818183,1.1818181818181819,0.03636363636363637,0.15454545454545454,0.0,72.16363636363636,30.654545454545453,6.77909090909091,0.0,0.609090909090909,1.6181818181818182,186.0,2.109090909090909,0.6727272727272727,78.45454545454545,2.727272727272727
Bundesliga,Hamburger SV,27.0,0.5,0.3375,1.9625,0.3375,2.575,77.775,0.38750000000000007,0.6,0.7875,0.9500000000000001,0.375,2.0875,0.3375,0.1625,0.375,0.025,0.4,0.0,77.775,35.3875,6.725,0.25,0.47500000000000003,1.625,182.125,2.7624999999999997,0.5875000000000001,77.375,3.5
Bundesliga,Hannover 96,25.571428571428573,0.2857142857142857,0.4071428571428571,2.3642857142857143,0.4,2.5785714285714287,74.07857142857144,0.4285714285714285,0.9428571428571428,0.8785714285714287,1.2785714285714285,0.5,1.914285714285714,0.4071428571428571,0.20714285714285716,0.2857142857142857,0.014285714285714287,0.39285714285714285,0.07142857142857142,74.07857142857144,32.66428571428571,6.667857142857144,0.0,0.5857142857142856,1.9428571428571428,186.14285714285714,1.6785714285714286,0.65,74.07142857142857,3.0714285714285716
Bundesliga,Hertha Berlin,24.5,1.0833333333333333,0.3416666666666666,1.5083333333333335,0.23333333333333336,1.8583333333333336,78.80833333333332,0.5333333333333333,0.5416666666666666,1.1416666666666668,0.8166666666666668,0.6666666666666666,1.2416666666666667,0.3416666666666666,0.25,0.4166666666666667,0.049999999999999996,0.2333333333333333,0.0,78.80833333333332,32.65833333333333,6.625833333333333,0.08333333333333333,0.425,1.2083333333333335,183.08333333333334,2.5083333333333333,0.5833333333333334,75.58333333333333,2.75
Bundesliga,Hoffenheim,24.0,0.4444444444444444,0.4555555555555556,1.588888888888889,0.5,3.2888888888888888,77.19999999999999,0.36666666666666664,0.7888888888888889,0.9888888888888889,1.011111111111111,0.8888888888888888,2.1888888888888887,0.4555555555555556,0.18888888888888888,0.5555555555555556,0.044444444444444446,0.4999999999999999,0.2222222222222222,77.19999999999999,34.12222222222223,6.758888888888888,0.2222222222222222,0.47777777777777775,1.5111111111111108,183.33333333333334,2.088888888888889,0.6111111111111112,79.22222222222223,3.111111111111111
Bundesliga,Ingolstadt,26.333333333333332,0.7777777777777778,0.35555555555555557,2.411111111111111,0.17777777777777778,2.9222222222222225,63.6888888888889,0.2888888888888889,0.7222222222222221,1.3555555555555554,1.1111111111111112,0.5555555555555556,2.8666666666666667,0.35555555555555557,0.2777777777777778,1.0,0.0,0.39999999999999997,0.0,63.6888888888889,25.744444444444447,6.937777777777778,0.1111111111111111,0.6111111111111112,2.0,183.22222222222223,1.788888888888889,0.48888888888888893,80.0,3.5555555555555554
Bundesliga,Mainz 05,26.75,0.75,0.45,2.1666666666666665,0.37499999999999994,2.9166666666666665,76.79166666666667,0.44999999999999996,0.9416666666666668,1.0166666666666668,1.1333333333333333,0.5,2.3750000000000004,0.45,0.27499999999999997,0.25,0.05000000000000001,0.46666666666666673,0.08333333333333333,76.79166666666667,40.108333333333334,6.984166666666667,0.08333333333333333,0.4083333333333334,2.3,183.0,3.1749999999999994,0.5666666666666668,78.08333333333333,3.0833333333333335
Bundesliga,Schalke 04,24.846153846153847,1.0,0.5461538461538462,1.2615384615384615,0.2769230769230769,1.784615384615385,63.73076923076923,0.17692307692307693,0.4230769230769231,0.523076923076923,0.8692307692307691,0.5384615384615384,1.2307692307692308,0.5461538461538462,0.3538461538461538,0.38461538461538464,0.04615384615384615,0.14615384615384613,0.07692307692307693,63.73076923076923,28.89230769230769,6.578461538461538,0.07692307692307693,0.4076923076923077,1.2,184.69230769230768,2.0384615384615383,0.3307692307692308,80.46153846153847,2.769230769230769
Bundesliga,VfB Stuttgart,25.923076923076923,0.6153846153846154,0.3384615384615385,1.5999999999999999,0.3153846153846154,2.5769230769230775,73.88461538461539,0.38461538461538464,0.9615384615384616,0.7076923076923076,0.9076923076923078,0.46153846153846156,2.0769230769230766,0.3384615384615385,0.10769230769230768,0.23076923076923078,0.04615384615384615,0.7000000000000001,0.46153846153846156,73.88461538461539,30.138461538461534,6.514615384615384,0.23076923076923078,0.46923076923076923,1.669230769230769,184.3846153846154,2.1153846153846154,0.5538461538461539,77.84615384615384,2.769230769230769
Bundesliga,Werder Bremen,25.25,0.8333333333333334,0.375,2.716666666666667,0.3166666666666667,2.3249999999999997,67.09166666666667,0.35000000000000003,0.875,1.3333333333333333,1.0916666666666668,0.6666666666666666,2.608333333333333,0.375,0.13333333333333333,0.5,0.041666666666666664,0.42500000000000004,0.25,67.09166666666667,28.566666666666663,6.741666666666667,0.0,0.5416666666666667,1.8083333333333333,188.08333333333334,2.6166666666666667,0.7166666666666667,81.25,3.8333333333333335
Bundesliga,Wolfsburg,27.9,1.3,0.73,1.8,0.33,2.04,82.30000000000001,0.26,0.6599999999999999,0.76,0.8400000000000002,0.7,1.83,0.73,0.56,0.7,0.03,0.5900000000000001,0.0,82.30000000000001,46.260000000000005,6.825999999999999,0.2,0.66,1.3900000000000001,185.1,3.560000000000001,0.44000000000000006,79.0,1.8
Eredivisie,ADO Den Haag,25.727272727272727,0.8181818181818182,0.3727272727272727,1.218181818181818,0.3909090909090909,3.2909090909090906,78.0,0.43636363636363645,0.790909090909091,0.5818181818181819,1.0818181818181818,1.3636363636363635,2.0272727272727273,0.3727272727272727,0.18181818181818182,0.7272727272727273,0.03636363636363637,0.21818181818181823,0.2727272727272727,78.0,30.7,6.79090909090909,0.09090909090909091,0.43636363636363634,1.8818181818181818,184.54545454545453,2.7818181818181817,0.5818181818181819,74.72727272727273,3.5454545454545454
Eredivisie,AZ Alkmaar,24.25,0.75,0.525,1.2000000000000002,0.4333333333333333,3.3833333333333333,80.56666666666666,0.35000000000000003,0.65,0.6749999999999999,0.8666666666666668,0.9166666666666666,1.7916666666666663,0.525,0.25000000000000006,0.5,0.016666666666666666,0.3833333333333333,0.16666666666666666,80.56666666666666,33.34166666666666,6.873333333333334,0.25,0.45,1.7583333333333329,179.5,3.1833333333333336,0.4166666666666667,60.75,1.9166666666666667
Eredivisie,Ajax,24.0,2.6666666666666665,0.611111111111111,1.688888888888889,0.32222222222222224,2.3888888888888893,82.55555555555556,0.39999999999999997,0.34444444444444444,0.7000000000000001,1.077777777777778,0.7777777777777778,1.8888888888888888,0.611111111111111,0.43333333333333335,1.6666666666666667,0.011111111111111112,0.28888888888888886,0.0,82.55555555555556,41.711111111111116,7.095555555555555,0.1111111111111111,0.5555555555555556,1.6666666666666667,184.33333333333334,2.977777777777778,0.5555555555555556,79.11111111111111,2.7777777777777777
Eredivisie,Cambuur,25.133333333333333,0.5333333333333333,0.6133333333333333,1.14,0.24666666666666667,2.62,80.17999999999999,0.32000000000000006,0.6066666666666668,0.7600000000000001,1.14,0.3333333333333333,2.3666666666666667,0.6133333333333333,0.3266666666666666,0.4666666666666667,0.020000000000000004,0.4,0.13333333333333333,80.17999999999999,38.54666666666667,6.526,0.06666666666666667,0.30666666666666664,1.3333333333333333,182.66666666666666,2.9600000000000004,0.4266666666666667,71.6,2.1333333333333333
Eredivisie,De Graafschap,22.90909090909091,0.45454545454545453,0.41818181818181815,1.1181818181818182,0.43636363636363634,3.7818181818181817,74.22727272727273,0.30000000000000004,0.8727272727272727,0.6545454545454544,1.1090909090909093,0.7272727272727273,1.6818181818181819,0.41818181818181815,0.24545454545454548,0.09090909090909091,0.009090909090909092,0.5363636363636364,0.18181818181818182,74.22727272727273,26.745454545454546,6.5672727272727265,0.18181818181818182,0.4181818181818182,1.9909090909090907,184.27272727272728,2.6454545454545455,0.5363636363636364,77.36363636363636,3.090909090909091
Eredivisie,Excelsior,25.0,0.7,0.31,1.3900000000000001,0.6,4.22,71.78,0.27,0.5000000000000001,0.51,0.99,0.4,2.04,0.31,0.13,0.5,0.02,0.22000000000000003,0.0,71.78,26.03,6.665000000000001,0.3,0.35000000000000003,1.38,182.9,2.95,0.36,69.0,2.4
Eredivisie,FC Groningen,24.571428571428573,0.7142857142857143,0.4142857142857143,1.207142857142857,0.4285714285714285,3.2785714285714285,81.12857142857142,0.5214285714285715,0.5999999999999999,0.6357142857142858,0.9500000000000001,0.6428571428571429,1.8,0.4142857142857143,0.15714285714285717,0.35714285714285715,0.014285714285714287,0.19999999999999998,0.07142857142857142,81.12857142857142,38.892857142857146,6.717142857142856,0.07142857142857142,0.45,1.7,169.35714285714286,2.564285714285714,0.5571428571428572,69.71428571428571,2.357142857142857
Eredivisie,FC Utrecht,23.916666666666668,0.8333333333333334,0.47500000000000003,1.225,0.3416666666666666,2.0,80.43333333333335,0.5666666666666668,0.46666666666666673,0.7083333333333334,1.05,1.0,2.2583333333333333,0.47500000000000003,0.4333333333333333,0.5833333333333334,0.025000000000000005,0.43333333333333335,0.08333333333333333,80.43333333333335,32.14166666666667,6.7725,0.25,0.425,1.5,164.66666666666666,2.8000000000000003,0.5833333333333334,67.41666666666667,2.3333333333333335
Eredivisie,Feyenoord,24.0,1.6666666666666667,0.5777777777777778,1.6666666666666667,0.288888888888889,2.6333333333333337,82.13333333333333,0.5777777777777778,0.6777777777777777,0.9666666666666668,0.9777777777777779,0.3333333333333333,1.9000000000000001,0.5777777777777778,0.43333333333333335,0.6666666666666666,0.022222222222222223,0.33333333333333326,0.2222222222222222,82.13333333333333,44.0,6.895555555555555,0.2222222222222222,0.5,1.8444444444444446,183.44444444444446,3.888888888888888,0.6333333333333333,76.44444444444444,3.4444444444444446
Eredivisie,Heracles,25.88888888888889,1.1111111111111112,0.4555555555555555,1.2222222222222223,0.6,3.644444444444445,78.16666666666667,0.4555555555555555,0.4111111111111111,0.9222222222222223,0.9333333333333333,0.8888888888888888,2.066666666666667,0.4555555555555555,0.35555555555555557,0.5555555555555556,0.06666666666666667,0.14444444444444443,0.0,78.16666666666667,31.411111111111115,6.843333333333334,0.1111111111111111,0.36666666666666664,1.788888888888889,160.55555555555554,3.1555555555555554,0.43333333333333335,64.44444444444444,4.111111111111111
Eredivisie,NEC Nijmegen,26.0,0.8,0.4000000000000001,1.2600000000000002,0.31,2.58,79.98999999999998,0.39,0.64,0.6000000000000001,0.9099999999999999,0.3,1.69,0.4000000000000001,0.28,0.4,0.04,0.2,0.2,79.98999999999998,34.17,6.691,0.3,0.27999999999999997,1.86,182.1,2.81,0.49000000000000005,75.4,2.5
Eredivisie,PEC Zwolle,24.583333333333332,1.9166666666666667,0.7416666666666667,1.1083333333333334,0.325,3.0833333333333326,71.73333333333333,0.47500000000000003,0.65,0.6416666666666666,1.1416666666666668,1.5833333333333333,1.7749999999999997,0.7416666666666667,0.2416666666666667,0.9166666666666666,0.03333333333333333,0.30000000000000004,0.08333333333333333,71.73333333333333,31.325000000000003,6.799166666666667,0.25,0.6916666666666668,1.5666666666666667,150.58333333333334,3.15,0.5583333333333335,61.5,3.5
Eredivisie,PSV Eindhoven,24.846153846153847,1.6923076923076923,0.7230769230769231,1.0846153846153848,0.27692307692307694,2.223076923076923,81.0076923076923,0.5307692307692308,0.5846153846153845,0.7384615384615384,0.7846153846153846,1.6923076923076923,1.176923076923077,0.7230769230769231,0.5846153846153845,0.7692307692307693,0.061538461538461535,0.1076923076923077,0.23076923076923078,81.0076923076923,36.56923076923077,6.953846153846153,0.07692307692307693,0.8076923076923076,1.1615384615384614,180.84615384615384,3.123076923076923,0.6230769230769231,75.6923076923077,2.6153846153846154
Eredivisie,Roda,27.7,0.4,0.32,1.3299999999999998,0.5099999999999999,4.0,72.28,0.27,0.7200000000000001,0.5700000000000001,0.89,0.3,1.97,0.32,0.26,0.4,0.01,0.45,0.0,72.28,30.669999999999998,6.647,0.1,0.37,1.45,182.3,3.0500000000000003,0.32999999999999996,77.4,3.0
Eredivisie,SC Heerenveen,23.9,0.8,0.41999999999999993,1.2,0.26,2.63,76.84,0.49000000000000005,0.7300000000000001,0.82,1.1,0.7,2.05,0.41999999999999993,0.16000000000000003,0.4,0.01,0.5599999999999999,0.1,76.84,33.59,6.632000000000001,0.3,0.5199999999999999,1.8,179.5,2.7,0.6100000000000001,74.6,4.4
Eredivisie,Twente,23.272727272727273,1.0909090909090908,0.5181818181818182,1.718181818181818,0.43636363636363634,3.3000000000000003,79.74545454545454,0.509090909090909,0.6636363636363636,0.8727272727272727,0.7636363636363637,1.0,2.3000000000000003,0.5181818181818182,0.12727272727272726,0.5454545454545454,0.0,0.38181818181818183,0.18181818181818182,79.74545454545454,36.25454545454545,6.878181818181819,0.0,0.5181818181818182,1.7727272727272727,182.0909090909091,2.963636363636363,0.5454545454545454,74.9090909090909,2.272727272727273
Eredivisie,Vitesse,25.3,1.4,0.72,1.28,0.32,3.0100000000000002,82.61999999999999,0.42000000000000004,0.9700000000000001,0.7300000000000001,1.1900000000000002,0.9,1.75,0.72,0.28,0.6,0.030000000000000006,0.58,0.1,82.61999999999999,52.05999999999999,6.9319999999999995,0.1,0.93,1.72,162.8,4.82,0.51,67.2,2.8
Eredivisie,Willem II,26.4,0.8,0.44000000000000006,1.29,0.32999999999999996,3.09,78.22,0.48,0.8099999999999999,0.6799999999999999,1.3,0.7,2.57,0.44000000000000006,0.30999999999999994,0.3,0.030000000000000006,0.21000000000000002,0.1,78.22,36.21,6.794999999999999,0.1,0.32999999999999996,2.0199999999999996,179.8,3.7800000000000002,0.6,73.0,2.8
LaLiga,Athletic Bilbao,27.333333333333332,1.2222222222222223,0.38888888888888895,1.5777777777777777,0.27777777777777785,2.1666666666666665,78.04444444444444,0.48888888888888893,0.7888888888888889,0.5,0.9333333333333333,0.8888888888888888,2.388888888888889,0.38888888888888895,0.34444444444444444,0.8888888888888888,0.05555555555555555,0.6000000000000001,0.2222222222222222,78.04444444444444,34.65555555555556,6.85,0.3333333333333333,0.41111111111111115,1.9333333333333336,182.55555555555554,2.1444444444444444,0.4888888888888888,77.11111111111111,4.222222222222222
LaLiga,Atletico Madrid,25.818181818181817,0.9090909090909091,0.5545454545454546,1.4090909090909092,0.2727272727272727,2.6727272727272724,77.84545454545454,0.38181818181818183,0.5727272727272728,0.7636363636363637,0.9545454545454546,0.9090909090909091,1.9818181818181815,0.5545454545454546,0.23636363636363636,1.2727272727272727,0.06363636363636363,0.07272727272727272,0.0,77.84545454545454,33.481818181818184,7.081818181818182,0.18181818181818182,0.3909090909090909,2.1,183.27272727272728,1.863636363636364,0.5818181818181819,69.54545454545455,3.5454545454545454
LaLiga,Barcelona,28.416666666666668,2.0833333333333335,0.38333333333333336,0.9166666666666666,0.25,1.5750000000000002,85.76666666666665,0.3833333333333333,0.4749999999999999,0.6916666666666668,0.6250000000000001,0.4166666666666667,1.55,0.38333333333333336,0.15833333333333335,0.3333333333333333,0.041666666666666664,0.3583333333333334,0.08333333333333333,85.76666666666665,46.10833333333333,6.875,0.08333333333333333,0.26666666666666666,1.383333333333333,179.41666666666666,2.6083333333333334,0.3666666666666667,74.16666666666667,3.4166666666666665
LaLiga,Celta Vigo,24.454545454545453,1.6363636363636365,0.30000000000000004,1.1999999999999997,0.5,2.709090909090909,80.19090909090909,0.3545454545454546,0.8,0.6454545454545455,1.0272727272727273,0.45454545454545453,2.4818181818181815,0.30000000000000004,0.09090909090909091,0.45454545454545453,0.045454545454545456,0.12727272727272726,0.09090909090909091,80.19090909090909,40.227272727272734,6.7309090909090905,0.36363636363636365,0.43636363636363634,1.8909090909090909,178.63636363636363,2.309090909090909,0.4272727272727273,73.9090909090909,4.454545454545454
LaLiga,Deportivo La Coruna,30.22222222222222,0.4444444444444444,0.24444444444444446,1.1333333333333333,0.25555555555555554,2.6333333333333333,76.96666666666667,0.2777777777777778,0.6666666666666666,0.6666666666666666,0.7444444444444444,0.3333333333333333,2.177777777777778,0.24444444444444446,0.13333333333333336,0.4444444444444444,0.044444444444444446,0.4222222222222222,0.1111111111111111,76.96666666666667,28.94444444444444,6.585555555555555,0.2222222222222222,0.3,1.4888888888888887,158.66666666666666,2.0444444444444443,0.43333333333333335,65.11111111111111,4.0
LaLiga,Eibar,25.76923076923077,1.0,0.26923076923076916,1.3384615384615384,0.13846153846153847,2.2461538461538457,59.81538461538461,0.33076923076923076,0.5615384615384615,0.5999999999999999,1.0230769230769232,0.38461538461538464,2.053846153846154,0.26923076923076916,0.19230769230769232,0.46153846153846156,0.02307692307692308,0.38461538461538464,0.07692307692307693,59.81538461538461,25.292307692307688,6.549999999999999,0.15384615384615385,0.3230769230769231,1.3846153846153846,180.15384615384616,2.3307692307692305,0.4461538461538461,74.0,5.923076923076923
LaLiga,Espanyol,25.615384615384617,0.46153846153846156,0.3461538461538462,1.4615384615384615,0.22307692307692306,3.0384615384615383,77.30000000000001,0.4692307692307693,0.6692307692307693,0.7,1.1384615384615386,0.38461538461538464,2.0615384615384618,0.3461538461538462,0.16923076923076924,0.23076923076923078,0.07692307692307691,0.48461538461538467,0.15384615384615385,77.30000000000001,32.34615384615385,6.52,0.07692307692307693,0.4230769230769231,1.9461538461538461,181.3846153846154,2.5999999999999996,0.5692307692307692,76.0,4.769230769230769
LaLiga,Getafe,25.583333333333332,0.6666666666666666,0.3833333333333333,0.9666666666666668,0.37499999999999994,2.5249999999999995,75.64999999999999,0.5750000000000001,0.8833333333333333,0.6250000000000001,1.2249999999999999,0.6666666666666666,2.066666666666667,0.3833333333333333,0.26666666666666666,0.16666666666666666,0.041666666666666664,0.425,0.0,75.64999999999999,30.71666666666667,6.658333333333332,0.4166666666666667,0.37500000000000006,2.1166666666666667,181.33333333333334,2.358333333333334,0.5833333333333334,74.25,5.25
LaLiga,Granada,26.9,0.3,0.2,1.24,0.25,3.1100000000000003,75.78000000000002,0.22000000000000003,0.39,0.45,0.9,0.5,2.13,0.2,0.10999999999999999,0.5,0.0,0.36000000000000004,0.2,75.78000000000002,25.040000000000003,6.473999999999999,0.4,0.32999999999999996,1.4200000000000002,183.9,1.95,0.41000000000000003,79.1,4.6
