team_name,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,full_time,goals,half_time,inter,keyp,longb,mins,motm,off,offsides,owng,player_number,ps_x,ps_y,rating,red,spg,tackles,tall,thrb,unstch,weight,yel,labeled_league
AC Milan,26.0,3.0,1.042857142857143,0.7857142857142857,0.2,0.4,78.32857142857142,1.4714285714285715,0.7999999999999999,1.3285714285714285,1.2285714285714289,18.0,5.0,5.428571428571429,0.4857142857142857,1.042857142857143,0.5428571428571428,1596.2857142857142,1.5714285714285714,0.37142857142857144,0.014285714285714287,0.0,49847.42857142857,78.32857142857142,24.014285714285716,6.7542857142857144,0.0,2.0285714285714285,0.742857142857143,182.14285714285714,0.9142857142857144,1.5857142857142856,76.0,3.2857142857142856,2
Atalanta,29.0,1.25,0.7749999999999999,1.1749999999999998,0.05,0.5499999999999999,73.8875,1.0375,0.575,1.2,1.2874999999999999,12.0,2.375,5.125,0.5375,0.7749999999999999,0.41250000000000003,1066.875,0.75,0.25,0.025,0.0,44499.375,73.8875,18.512500000000003,6.558749999999999,0.25,1.325,0.725,178.75,0.6125,1.3125,73.625,3.0,2
Bologna,26.714285714285715,1.1428571428571428,0.6428571428571429,0.8571428571428571,0.07142857142857142,0.4571428571428572,,1.0571428571428572,0.4142857142857143,0.9142857142857144,0.8142857142857143,11.571428571428571,2.142857142857143,4.714285714285714,0.34285714285714286,0.6428571428571429,,1022.5714285714286,0.42857142857142855,0.48571428571428577,0.0,0.0,120513.42857142857,73.88571428571427,14.2,6.404285714285714,0.14285714285714285,0.8428571428571429,0.5714285714285714,154.71428571428572,,1.4285714285714286,63.285714285714285,2.4285714285714284,2
Carpi,26.4,1.2,0.6799999999999999,1.08,0.1,0.5,72.66,0.8300000000000001,0.51,1.02,1.22,11.2,2.3,6.5,0.4800000000000001,0.6799999999999999,0.22999999999999998,1038.9,0.2,0.41999999999999993,0.0,0.0,146250.2,72.66,15.55,6.5680000000000005,0.3,1.4999999999999998,0.9400000000000001,180.1,0.44000000000000006,1.5399999999999998,72.9,2.3,2
Chievo,28.714285714285715,1.5714285714285714,0.7000000000000001,1.4285714285714286,0.042857142857142864,0.3285714285714286,70.98571428571428,1.2428571428571427,0.8,1.5,1.2,15.428571428571429,3.5714285714285716,7.428571428571429,0.6285714285714287,0.7000000000000001,0.2,1407.5714285714287,0.42857142857142855,0.7000000000000001,0.0,0.0,45224.71428571428,70.98571428571428,17.571428571428573,6.565714285714285,0.14285714285714285,1.4571428571428573,0.8285714285714285,180.0,0.4857142857142857,1.5571428571428572,73.0,4.0,2
Empoli,24.5,2.875,0.875,0.3,0.05,0.3625,76.725,1.6125000000000003,0.5125,1.1375,0.9375000000000001,18.5,3.875,6.375,0.38749999999999996,0.875,0.15000000000000002,1636.0,1.0,0.30000000000000004,0.025,0.0,127311.75,76.725,19.975,6.517500000000001,0.375,1.2750000000000001,0.75,182.125,0.43749999999999994,1.4000000000000001,75.25,3.625,2
Fiorentina,25.75,2.75,0.9125000000000001,0.28750000000000003,0.037500000000000006,0.21250000000000002,79.86250000000001,1.15,0.45,1.2125,1.05,14.5,4.5,6.625,0.5750000000000001,0.9125000000000001,0.33749999999999997,1290.125,0.875,0.2875,0.0125,0.0,62783.5,79.86250000000001,23.825000000000003,6.76625,0.125,1.675,0.95,182.25,0.675,1.1875,73.5,2.75,2
Frosinone,25.444444444444443,1.2222222222222223,0.6888888888888889,0.7444444444444444,0.06666666666666667,0.4555555555555556,68.6222222222222,1.0999999999999999,0.8999999999999999,1.3666666666666667,1.2333333333333334,14.666666666666666,2.4444444444444446,6.555555555555555,0.5888888888888889,0.6888888888888889,0.2888888888888889,1307.4444444444443,0.5555555555555556,0.3555555555555555,0.011111111111111112,0.0,131915.66666666666,68.6222222222222,13.666666666666664,6.416666666666667,0.1111111111111111,1.6333333333333335,0.922222222222222,179.77777777777777,0.4555555555555556,1.5555555555555556,73.44444444444444,4.111111111111111,2
Genoa,24.625,1.0,0.8,1.1375,0.0625,0.18750000000000003,77.1875,1.0625,0.375,0.85,1.2,9.0,2.875,5.75,0.28750000000000003,0.8,0.38749999999999996,837.5,0.75,0.3500000000000001,0.0125,0.0,104798.875,77.1875,17.15,6.547500000000001,0.125,1.3375,0.6375,179.875,0.5,0.925,74.625,1.5,2
Inter,26.0,2.7142857142857144,1.0,0.8142857142857142,0.05714285714285715,0.38571428571428573,82.39999999999999,0.8285714285714285,0.4571428571428572,1.2285714285714289,0.9142857142857144,16.428571428571427,5.0,6.857142857142857,0.34285714285714286,1.0,0.28571428571428575,1452.4285714285713,1.1428571428571428,0.3714285714285714,0.0,0.0,86568.28571428571,82.39999999999999,21.385714285714283,6.668571428571428,0.0,1.5,0.4714285714285714,181.28571428571428,0.6571428571428573,1.1142857142857143,74.71428571428571,2.7142857142857144,2
