team_name,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,full_time,goals,half_time,inter,keyp,longb,mins,motm,off,offsides,owng,player_number,ps_x,ps_y,rating,red,spg,tackles,tall,thrb,unstch,weight,yel,labeled_league
AC Milan,27.0,0.6363636363636364,0.6363636363636364,0.5090909090909091,0.13636363636363635,0.5454545454545454,81.95454545454545,0.9181818181818181,0.45454545454545453,1.0909090909090908,1.0727272727272725,9.181818181818182,0.45454545454545453,4.7272727272727275,1.0363636363636366,0.6363636363636364,0.14545454545454548,832.7272727272727,0.45454545454545453,0.17272727272727273,0.02727272727272728,0.0,55803.09090909091,81.95454545454545,27.736363636363635,6.483636363636363,0.09090909090909091,0.7363636363636363,1.1636363636363638,162.72727272727272,2.0909090909090913,0.8363636363636364,68.18181818181819,2.5454545454545454,2
Atalanta,26.875,1.25,0.9624999999999999,0.65,0.2,0.5375,80.3125,0.7375,0.6375000000000001,1.3625,1.2875,10.25,1.375,2.25,1.075,0.9624999999999999,0.5125000000000001,883.375,0.75,0.08750000000000001,0.0125,0.0,104457.75,80.3125,27.525000000000002,6.73625,0.25,1.2125,1.6375,178.375,1.35,0.9124999999999999,72.125,2.75,2
Bologna,26.7,0.6,0.5399999999999999,0.5,0.13,0.6799999999999999,,0.8099999999999999,0.65,1.4300000000000002,1.05,11.2,1.2,4.4,1.1199999999999999,0.5399999999999999,,1003.9,0.2,0.06,0.01,0.0,77052.5,79.52,25.76,6.534000000000001,0.0,0.7,1.2399999999999998,176.6,,0.9700000000000001,72.6,2.1,2
Carpi,26.11111111111111,0.8888888888888888,0.7444444444444445,0.6666666666666665,0.1111111111111111,1.0555555555555556,70.7,0.5222222222222223,0.8222222222222223,0.8222222222222222,1.2111111111111112,10.444444444444445,0.6666666666666666,3.4444444444444446,1.411111111111111,0.7444444444444445,0.6444444444444444,907.7777777777778,0.1111111111111111,0.03333333333333334,0.044444444444444446,0.0,98498.33333333333,70.7,21.066666666666666,6.59111111111111,0.2222222222222222,0.6555555555555554,1.7000000000000002,178.44444444444446,1.722222222222222,0.7,71.0,3.3333333333333335,2
Chievo,27.285714285714285,1.7142857142857142,1.157142857142857,0.6714285714285715,0.1142857142857143,0.557142857142857,77.87142857142858,0.7714285714285715,1.3714285714285714,1.1857142857142857,1.1714285714285713,13.714285714285714,1.8571428571428572,5.285714285714286,1.1142857142857143,1.157142857142857,0.5571428571428572,1215.142857142857,0.8571428571428571,0.042857142857142864,0.0,0.0,47086.142857142855,77.87142857142858,28.2,6.7299999999999995,0.14285714285714285,1.0714285714285714,1.8142857142857143,181.0,1.842857142857143,0.7000000000000001,74.0,3.857142857142857,2
Empoli,24.571428571428573,0.42857142857142855,0.7142857142857143,0.39999999999999997,0.2714285714285714,0.3714285714285714,83.3,0.8571428571428571,1.1714285714285713,1.7857142857142858,0.9428571428571428,11.428571428571429,0.5714285714285714,5.571428571428571,0.9857142857142858,0.7142857142857143,0.21428571428571433,1039.0,0.14285714285714285,0.014285714285714287,0.0,0.0,106243.14285714286,83.3,37.271428571428565,6.5928571428571425,0.14285714285714285,0.9857142857142858,1.2857142857142858,175.57142857142858,1.8857142857142857,0.5142857142857143,70.14285714285714,4.0,2
Fiorentina,29.75,1.125,0.75,0.36250000000000004,0.0625,0.35,85.97500000000001,1.1125,0.7124999999999999,0.875,0.8125,10.5,1.5,4.0,0.8875,0.75,0.15000000000000002,953.0,0.875,0.05,0.0125,0.0,24225.75,85.97500000000001,36.12499999999999,6.6075,0.25,1.0125,1.2,179.875,1.4,0.7,75.375,2.625,2
Frosinone,27.666666666666668,0.5,0.6666666666666666,0.65,0.3166666666666667,0.9500000000000001,74.43333333333334,0.65,1.2166666666666668,1.0666666666666667,1.05,16.0,1.0,6.666666666666667,1.2666666666666668,0.6666666666666666,0.23333333333333336,1427.3333333333333,0.0,0.03333333333333333,0.0,0.0,62325.0,74.43333333333334,22.866666666666664,6.515000000000001,0.3333333333333333,0.65,1.5833333333333333,179.0,1.2166666666666666,0.8166666666666668,73.0,4.0,2
Genoa,28.5,1.875,1.0,0.9875,0.225,0.6749999999999999,80.125,1.35,0.9125,1.5,1.35,16.5,1.75,2.25,0.9875,1.0,0.47500000000000003,1409.375,0.625,0.175,0.037500000000000006,0.0,38463.5,80.125,34.9875,6.803749999999999,0.5,1.05,1.4375,179.125,1.7874999999999999,1.15,74.0,3.0,2
Inter,27.0,1.5,0.8833333333333334,0.75,0.20000000000000004,0.5333333333333333,83.21666666666665,0.8666666666666667,0.7500000000000001,0.5833333333333334,0.85,10.833333333333334,1.1666666666666667,5.5,1.0166666666666668,0.8833333333333334,0.35000000000000003,1017.0,1.1666666666666667,0.05000000000000001,0.016666666666666666,0.0,71985.16666666667,83.21666666666665,29.183333333333334,6.741666666666666,0.3333333333333333,1.25,1.4333333333333333,180.16666666666666,1.7666666666666664,1.0,74.33333333333333,3.8333333333333335,2
Juventus,27.666666666666668,2.1666666666666665,1.1166666666666665,0.5499999999999999,0.15,0.6,86.58333333333333,1.05,0.7666666666666666,1.2999999999999998,1.2166666666666666,14.833333333333334,1.8333333333333333,4.666666666666667,1.25,1.1166666666666665,0.5166666666666667,1311.1666666666667,1.5,0.08333333333333333,0.0,0.0,47202.666666666664,86.58333333333333,39.31666666666666,7.015,0.16666666666666666,1.15,1.2333333333333332,181.66666666666666,2.566666666666667,0.75,77.5,4.166666666666667,2
Lazio,29.75,1.0,0.7999999999999999,0.7,0.05,0.5,82.725,0.8,0.5,0.9249999999999999,0.725,16.0,3.5,3.25,0.75,0.7999999999999999,0.47500000000000003,1332.75,0.25,0.22499999999999998,0.0,0.0,39578.0,82.725,24.075,6.575,0.0,1.325,0.7,180.75,1.3499999999999999,1.15,73.75,3.25,2
Napoli,29.0,7.0,1.2,0.7,0.0,0.5,82.9,0.8,0.8,1.6,0.6,35.0,7.0,3.0,0.6,1.2,0.1,2832.0,4.0,0.5,0.0,0.0,67206.0,82.9,35.4,6.95,0.0,1.6,1.1,178.0,0.5,0.8,73.0,4.0,2
Palermo,25.0,1.5555555555555556,0.5111111111111111,0.7888888888888888,0.1111111111111111,0.7000000000000001,78.16666666666667,0.7555555555555555,0.5111111111111112,0.6222222222222222,0.9444444444444444,13.666666666666666,0.6666666666666666,5.222222222222222,0.9666666666666666,0.5111111111111111,0.2888888888888889,1207.0,0.4444444444444444,0.022222222222222223,0.03333333333333334,0.0,86725.11111111111,78.16666666666667,24.01111111111111,6.487777777777777,0.0,0.5444444444444444,1.2111111111111112,181.11111111111111,1.2111111111111112,0.7222222222222222,74.22222222222223,3.4444444444444446,2
Roma,26.714285714285715,3.142857142857143,1.0714285714285714,0.5428571428571428,0.09999999999999999,0.5142857142857143,88.12857142857142,0.9571428571428572,0.6714285714285714,0.9285714285714286,1.1857142857142857,15.142857142857142,3.7142857142857144,2.142857142857143,1.0142857142857142,1.0714285714285714,0.42857142857142855,1331.0,1.5714285714285714,0.15714285714285717,0.014285714285714287,0.14285714285714285,75063.85714285714,88.12857142857142,34.285714285714285,6.952857142857142,0.2857142857142857,1.2285714285714284,1.042857142857143,179.14285714285714,1.757142857142857,1.0,59.285714285714285,3.857142857142857,2
Sampdoria,24.25,0.5,0.35,0.875,0.425,1.225,69.725,0.55,1.075,0.45,0.875,11.0,0.25,4.5,0.95,0.35,0.07500000000000001,960.0,0.25,0.0,0.025,0.25,151393.75,69.725,24.7,6.4625,0.25,0.30000000000000004,1.95,177.75,1.1,0.625,69.0,3.0,2
Sassuolo,26.4,1.2,0.9199999999999999,0.8800000000000001,0.2,0.8400000000000001,76.36000000000001,0.8800000000000001,1.0400000000000003,1.1400000000000001,1.26,18.4,1.0,5.4,1.3800000000000001,0.9199999999999999,0.36,1657.2,0.6,0.02,0.04,0.0,79889.0,76.36000000000001,36.279999999999994,6.715999999999999,0.2,0.82,1.6199999999999999,180.0,2.46,0.9,76.6,4.0,2
Torino,25.0,1.0,0.78,0.8200000000000001,0.08,0.64,78.64,0.74,0.5,0.6799999999999999,1.36,12.8,1.6,6.0,1.5400000000000003,0.78,0.28,1134.4,0.6,0.02,0.02,0.0,77804.8,78.64,20.94,6.606,0.2,0.5599999999999999,1.2200000000000002,181.4,1.06,0.6599999999999999,75.2,3.6,2
Udinese,29.333333333333332,0.3333333333333333,0.7999999999999999,0.85,0.3833333333333333,0.5333333333333333,81.03333333333332,0.3333333333333333,0.9833333333333333,0.7166666666666667,1.25,7.5,0.16666666666666666,3.6666666666666665,1.4333333333333333,0.7999999999999999,0.5666666666666665,708.3333333333334,0.16666666666666666,0.06666666666666667,0.10000000000000002,0.0,33377.5,81.03333333333332,30.53333333333333,6.54,0.16666666666666666,0.8833333333333334,1.0833333333333333,182.33333333333334,2.75,0.5333333333333333,76.16666666666667,2.3333333333333335,2
Verona,27.666666666666668,0.16666666666666666,0.2833333333333333,0.3666666666666667,0.09999999999999999,0.28333333333333327,79.13333333333334,0.4666666666666666,0.5,0.6166666666666666,0.8166666666666665,6.0,0.3333333333333333,4.666666666666667,0.7666666666666666,0.2833333333333333,0.10000000000000002,568.3333333333334,0.0,0.09999999999999999,0.0,0.0,84951.33333333333,79.13333333333334,18.333333333333332,6.31,0.16666666666666666,0.5333333333333333,0.8999999999999999,179.83333333333334,1.1166666666666665,0.5833333333333334,71.83333333333333,2.0,2
