team_name,Unnamed: 0,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,fouled,fouls,full_time,goals,half_time,inter,keyp,longb,mins,motm,off,offsides,owng,player_number,ps_x,ps_y,rating,red,spg,tackles,tall,thrb,unstch,weight,yel,labeled_league
AC Milan,1174.0,26.666666666666668,0.4444444444444444,0.41111111111111115,1.5222222222222224,0.4555555555555556,3.577777777777778,80.22222222222223,0.3777777777777778,0.43333333333333335,0.6777777777777777,1.3444444444444443,17.0,1.0,1.4444444444444444,2.1555555555555554,0.41111111111111115,0.26666666666666666,1526.888888888889,0.7777777777777778,0.08888888888888889,0.6000000000000001,0.1111111111111111,71881.88888888889,80.22222222222223,38.46666666666667,6.863333333333333,0.2222222222222222,0.5111111111111112,1.9333333333333336,184.55555555555554,2.622222222222222,0.4888888888888888,78.33333333333333,4.111111111111111,2.0
Atalanta,1388.642857142857,29.357142857142858,0.2857142857142857,0.25,1.2571428571428573,0.3,2.8214285714285716,77.34285714285714,0.3357142857142857,0.692857142857143,0.9,1.1428571428571428,14.428571428571429,0.5714285714285714,3.9285714285714284,2.1214285714285714,0.25,0.15714285714285717,1311.2857142857142,0.2857142857142857,0.049999999999999996,0.40714285714285714,0.07142857142857142,51351.642857142855,77.34285714285714,30.164285714285715,6.708571428571429,0.7142857142857143,0.35,1.8714285714285714,184.28571428571428,1.9357142857142855,0.4142857142857143,76.92857142857143,3.4285714285714284,2.0
Bologna,1265.5,26.083333333333332,0.75,0.34166666666666673,1.3250000000000002,0.3833333333333333,2.7583333333333333,,0.4166666666666667,0.75,0.8333333333333334,1.0083333333333333,15.583333333333334,0.5,2.9166666666666665,2.466666666666667,0.34166666666666673,,1398.9166666666667,0.6666666666666666,0.07500000000000001,0.4166666666666667,0.0,92438.66666666667,80.42500000000003,32.31666666666667,6.800000000000001,0.5,0.3666666666666667,1.7916666666666667,183.25,,0.65,75.41666666666667,3.9166666666666665,2.0
Carpi,1421.6666666666667,26.833333333333332,0.25,0.4750000000000001,1.0416666666666667,0.34166666666666673,3.4333333333333336,74.175,0.16666666666666666,0.7499999999999999,1.0,1.2750000000000001,14.5,0.3333333333333333,1.3333333333333333,1.991666666666667,0.4750000000000001,0.25833333333333336,1295.0,0.75,0.03333333333333333,0.39166666666666666,0.0,95728.33333333333,74.175,24.516666666666666,6.678333333333334,0.08333333333333333,0.5166666666666667,1.7166666666666668,183.41666666666666,2.0416666666666665,0.5083333333333333,76.83333333333333,4.25,2.0
Chievo,1509.0,31.8,0.5,0.32999999999999996,1.3900000000000001,0.53,3.7800000000000002,78.87,0.24,0.55,0.5700000000000001,1.1,17.6,0.4,2.5,2.0999999999999996,0.32999999999999996,0.27999999999999997,1579.6,0.4,0.02,0.2700000000000001,0.2,26554.9,78.87,31.160000000000004,6.790000000000001,0.2,0.28,1.3099999999999998,186.4,2.47,0.3,80.2,4.6,2.0
Empoli,1537.6363636363637,25.727272727272727,0.2727272727272727,0.1818181818181818,1.7,0.6727272727272727,3.7545454545454544,85.41818181818182,0.38181818181818183,0.2636363636363636,1.0454545454545454,0.7090909090909091,13.818181818181818,0.36363636363636365,1.9090909090909092,2.3363636363636364,0.1818181818181818,0.09090909090909091,1245.3636363636363,0.5454545454545454,0.02727272727272728,1.0454545454545454,0.09090909090909091,88622.09090909091,85.41818181818182,44.07272727272727,6.686363636363637,0.18181818181818182,0.35454545454545455,1.2727272727272727,182.0,2.7272727272727275,0.43636363636363634,74.81818181818181,3.0,2.0
Fiorentina,1055.875,28.0,0.875,0.6375,1.325,0.25,2.225,85.73750000000001,0.5,0.7625,0.8625,1.25,22.5,1.25,3.125,1.7999999999999998,0.6375,0.3375,2026.125,1.375,0.037500000000000006,0.5375,0.0,61071.5,85.73750000000001,51.74999999999999,6.922499999999999,0.0,0.7374999999999999,1.7499999999999998,183.125,2.2125,0.6375,77.625,6.0,2.0
Frosinone,1565.2,26.7,0.8,0.48,1.77,1.0100000000000002,4.38,70.89,0.21000000000000002,0.63,0.77,1.2200000000000002,15.2,0.6,1.4,1.81,0.48,0.27999999999999997,1366.6,0.1,0.05,0.27,0.1,99542.2,70.89,23.990000000000002,6.62,0.2,0.35000000000000003,1.3300000000000003,185.0,2.16,0.47000000000000003,76.8,4.3,2.0
Genoa,1593.5,27.75,0.75,0.3666666666666667,1.1333333333333333,0.34166666666666673,3.066666666666666,77.93333333333334,0.49999999999999994,0.6583333333333332,0.7916666666666669,1.2249999999999999,14.666666666666666,0.5833333333333334,4.083333333333333,2.2666666666666666,0.3666666666666667,0.25,1323.9166666666667,0.6666666666666666,0.075,0.3,0.16666666666666666,78966.25,77.93333333333334,29.233333333333334,6.835833333333333,0.3333333333333333,0.48333333333333334,1.6083333333333334,181.66666666666666,1.7833333333333332,0.6333333333333333,76.83333333333333,3.5833333333333335,2.0
Inter,1453.8333333333333,25.583333333333332,0.5833333333333334,0.4666666666666666,1.0916666666666666,0.2833333333333334,2.1166666666666667,81.81666666666668,0.3583333333333334,0.7833333333333332,0.8833333333333333,1.0583333333333333,16.666666666666668,0.5833333333333334,2.5,1.3583333333333334,0.4666666666666666,0.40833333333333327,1475.5833333333333,0.5833333333333334,0.041666666666666664,0.2916666666666667,0.08333333333333333,86799.08333333333,81.81666666666668,39.4,6.765833333333333,0.8333333333333334,0.38333333333333336,1.6333333333333335,167.16666666666666,2.091666666666667,0.5583333333333333,68.41666666666667,3.5,2.0
